"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
75449,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75450,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,8,367,1,,,,,,,,,,
75451,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75452,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,2,6,2,,,,
75453,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75454,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,37,600,2,,,,,,,,,,
75455,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,23,600,1,,,1,1,12,1,3,,,
75456,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75457,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,20,347,1,,,,,,,,,,
75458,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75459,1,1,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,2,1,15,511,1,1,1,1,1,36,1,5,,,
75460,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,4,250,2,2,,1,1,36,1,99,,,
75461,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
75462,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
75463,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75464,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,13,209,2,,,1,1,48,1,3,,,
75465,2,2,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
75466,1,2,2,2,,1,2,2,2,,2,2,2,2,2,,2,2,3,3,3,2,1,1,4,1,20,600,2,,,,,,,,,,
75467,1,1,1,1,2,2,2,2,2,,,,,,,,,,3,3,,2,1,2,,,,,2,,,,,,,,,,
75468,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75469,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75470,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75471,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,1,1,1,1,20,1,6,,,
75472,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
75473,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
75474,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,5,1,47,110,1,1,1,1,1,24,1,5,,,
75475,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,6,2,98,734,2,,,,,,,,,,
75476,1,1,1,1,1,1,1,1,1,1,3,3,3,,,,,,4,4,1,2,2,,,,,,2,,,,,,,,,,
75477,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,2,,,1,1,60,1,2,,,
75478,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
75479,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,31,70,,,,,,,,,,,
75480,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,4,1,14,486,1,,,,,,,,,,
75481,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
75482,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
75483,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,3,340,,,,,,,,,,,
75484,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,6,1,9,897,1,1,1,1,,2,1,3,,,
75485,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,27,179,1,1,1,1,1,24,1,2,,,
75486,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75487,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75488,2,2,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,2,1,11,98,1,1,1,1,1,24,1,4,,,
75489,2,1,3,2,,2,2,1,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,10,497,1,1,1,1,,5,2,,,,
75490,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
75491,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75492,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75493,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,1,1,24,450,1,1,1,1,1,48,1,1,,,
75494,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,60,1,2,,,
75495,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,11,197,,,,,,,,,,,
75496,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75497,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,37,380,1,1,1,1,,3,1,3,,,
75498,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,2,,,,,2,,,,,,,,,,
75499,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75500,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75501,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,27,668,1,1,1,1,1,36,1,2,,,
75502,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75503,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75504,1,2,2,1,2,1,1,2,2,,2,3,2,2,2,,2,2,4,4,3,1,1,1,1,2,182,250,2,,,,,,,,,,
75505,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75506,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,2,298,220,2,,,,,,,,,,
75507,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75508,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,2,,,,,,2,,,,,,,,,,
75509,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,2,1,156,367,1,,,1,1,48,1,2,,,
75510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,48,1,2,,,
75511,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75512,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
75513,2,3,2,1,3,1,1,2,1,3,3,2,3,2,2,,2,2,3,4,2,1,1,2,,,,,2,,,,,,,,,,
75514,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,2,,2,2,0,2,,,,
75515,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75517,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,21,400,1,,,,,,,,,,
75518,2,1,2,1,2,1,2,2,2,,2,2,3,1,2,,2,2,4,4,3,1,1,1,1,2,37,84,2,,,,,,,,,,
75519,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75520,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75521,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,1,9,99999,99999,1,,,,,,,,,,
75522,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75523,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,2,1,1,2,1,5,89,2,,,,,,,,,,
75524,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75525,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75526,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
75527,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75528,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75529,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75530,2,1,2,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,5,1,4,350,1,1,1,1,1,19,1,3,,,
75531,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,2,,,,,2,,,,,,,,,,
75532,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
75533,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75534,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
75535,2,2,2,1,2,1,2,2,1,2,3,3,3,,,,,,4,4,1,2,1,1,1,1,4,455,1,,,,,,,,,,
75536,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,24,200,1,,,,,,,,1,,
75537,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,,,,,,,,,,
75538,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75539,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,,2,2,4,4,3,1,1,1,5,1,2,498,1,,,,,,,,,,
75540,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75541,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,36,1,3,,,
75542,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75543,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,2,,,,,,,,,,
75544,1,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
75545,2,2,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,1,1,1,1,,8,1,1,,,
75546,1,1,1,1,1,1,1,2,2,,1,2,2,2,2,,1,2,4,4,3,1,1,1,5,1,13,500,2,,,,,,,,,,
75547,2,2,2,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,,,,,,,,
75548,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,1,2,4,4,4,1,1,2,,,,,2,,,,,,,,,,
75549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
75550,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75551,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,4,250,2,,,,,,,,,,
75552,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,,,,,,,,
75553,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75554,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,3,300,2,,,,,,,,,,
75555,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75556,3,1,1,2,,1,1,2,2,,2,3,3,2,2,,2,2,3,3,2,1,2,,,,,,2,,,,,,,,,,
75557,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75558,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75559,2,1,1,1,1,1,1,2,2,,3,3,3,,,,,,3,4,1,1,1,2,,,,,2,1,2,1,1,60,1,2,,,
75560,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75561,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,1,1,25,750,2,,,1,1,60,1,1,,,
75562,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75564,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,2,2,0,1,2,,,
75565,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,11,600,2,,,2,2,0,2,,,,
75566,1,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
75567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75568,2,3,2,1,1,1,1,9,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
75569,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
75570,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,22,365,2,,,,,,,,,,
75571,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75572,2,2,2,1,1,2,1,2,2,,2,3,3,1,2,,2,2,4,4,3,1,1,1,1,1,18,190,2,,,,,,,,,,
75573,1,3,1,2,,1,2,2,2,,2,2,2,1,2,,2,2,3,3,3,2,1,1,2,1,6,54,,,,,,,,,,,
75574,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,48,1,99,,,
75575,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,6,1,37,600,2,,,1,1,60,1,6,,,
75576,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75577,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,175,1,1,1,1,1,12,1,1,,,
75578,2,2,2,2,,1,2,2,2,,2,2,2,1,2,,1,2,4,3,4,2,2,,,,,,2,,,,,,,,,,
75579,1,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,,,,,,,,
75580,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75581,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75582,2,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,1,1,3,1,11,203,2,2,,1,1,12,1,4,,,
75583,1,2,2,2,,1,1,2,2,,1,2,2,1,2,,1,2,4,3,4,1,1,1,1,1,28,520,2,,,,,,,,,,
75584,1,1,3,1,2,1,2,2,2,,2,3,3,1,2,,2,2,3,3,3,1,1,1,1,1,2,189,2,,,,,,,,,,
75585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75586,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,,1,2,4,4,4,2,1,2,,,,,2,,,,,,,,,,
75587,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,2,,,,,2,,,,,,,,,,
75588,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75589,2,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,1,7,1,2,580,2,,,,,,,,,,
75590,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75591,1,2,3,1,2,1,1,1,2,,3,3,3,,,,,,3,4,1,1,1,1,5,2,57,323,2,,,,,,,,,,
75592,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75593,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,5,1,11,500,2,,,,,,,,,,
75594,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,2,500,2,,,,,,,,2,,
75595,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75596,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,6,150,2,,,,,,,,,,
75597,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,30,100,2,2,,2,2,0,2,,,,
75598,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,,,,,,,,,,,
75599,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
75600,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75601,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75602,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,131,200,2,,,,,,,,,,
75603,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,2,1,1,12,1,7,,,
75604,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,1,2,1,1,12,1,6,,,
75605,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,2,,,1,1,24,2,,,,
75606,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,,5,1,6,,,
75607,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75608,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75609,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75610,3,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
75611,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,189,1,,,,,,,,,,
75612,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75613,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75614,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,12,966,1,,,1,1,36,1,2,,,
75615,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,5,1,5,750,1,1,1,2,1,1,2,,,,
75616,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75617,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
75618,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,16,310,2,,,,,,,,,,
75619,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75620,2,2,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,7,1,5,634,2,,,,,,,,,,
75621,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,28,99999,2,,,,,,,,,,
75622,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,1,1,60,1,6,,,
75623,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75624,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75625,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
75626,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,7,,,,,,1,1,2,1,1,60,1,5,,,
75627,1,1,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,1,1,3,1,3,347,1,1,1,1,1,12,1,2,,,
75628,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75629,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,1,48,1,5,,,
75630,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75631,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
75632,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,26,297,1,1,1,1,1,36,1,3,,,
75633,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,60,1,1,,,
75634,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,2,,,,,,2,,,,,,,,,,
75635,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,1,2,1,4,489,,,,,,,,,,,
75636,1,1,1,1,3,1,1,2,2,,3,3,3,,,,,,3,4,1,2,1,1,2,2,114,300,2,,,,,,,,,,
75637,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75638,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
75639,2,2,2,1,3,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
75640,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,17,509,1,,,,,,,,1,1,11
75641,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75642,2,1,2,2,,2,2,2,,,3,2,2,2,2,,2,2,3,3,3,1,2,,,,,,2,1,2,1,9,11,1,4,,,
75643,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
75644,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
75645,2,2,1,2,,1,1,2,1,2,2,2,2,1,2,,2,2,4,4,3,2,1,1,4,1,18,445,1,,,1,1,60,1,2,,,
75646,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75647,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75648,1,1,2,1,2,1,2,1,2,,3,3,3,,,,,,3,4,1,1,2,,,,,,1,,,,,,,,,,
75649,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75650,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75651,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
75652,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,3,1,5,450,2,1,2,1,1,12,1,3,,,
75653,2,2,2,1,3,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
75654,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,1,1,2,,,,,2,,,,,,,,,,
75655,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,2,353,1,,,,,,,,,,
75656,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,5,2,198,693,2,2,,2,2,0,2,,,,
75657,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75658,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,23,357,2,,,1,1,60,1,6,,,
75659,1,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
75660,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
75661,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,1,1,24,1,4,,,
75662,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75663,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75664,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,1,2,4,4,4,1,1,1,1,1,12,80,2,,,,,,,,,,
75665,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75666,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75667,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,1,5,1,7,200,2,,,,,,,,,,
75668,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
75669,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
75670,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75671,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,2,2,0,2,,,,
75672,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,374,250,1,1,2,1,2,12,2,,,,
75673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48,1,2,,,
75674,1,1,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,2,1,1,1,1,24,93,2,,,,,,,,,,
75675,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,9,,,,,,,,,,
75676,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,2,2,0,2,,,,
75677,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,3,1,13,460,2,,,1,1,48,1,3,,,
75678,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,1,24,150,2,,,1,1,24,1,3,,,
75679,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,,2,2,4,4,3,1,2,,,,,,2,,,,,,,,,,
75680,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75681,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75682,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
75683,2,2,2,1,3,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
75684,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
75685,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,3,340,,,,,,,,,,,
