"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSQ450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSQ520","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ162","FSD650C","FSD660C","FSD670C","FSD650M","FSD660M","FSD670M"
22032,7,7,7,7,7,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22033,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
22034,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22035,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22036,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,2,2,2,2,,,1,3,1,9,1,2,,,,,,
22037,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22038,2,2,2,2,2,2,1,2,1,1,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,1,1,1,1,7,2,2,0,2,,,2,,,,,,
22039,2,3,3,3,2,3,2,,2,2,2,,,,,,,,2,2,2,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,15,,,
22040,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22041,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,12,1,1,1,,,,,
22042,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22044,1,1,2,3,3,3,1,1,1,1,2,2,,2,2,,2,2,3,4,1,2,,,,,,,,1,2,2,2,,2,2,0,2,,,1,1,1,21,,,
22045,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22046,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22047,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22048,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22049,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22050,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22051,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,1,,,,,,
22052,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22053,2,2,2,3,3,3,1,1,1,1,2,1,2,2,2,,2,2,4,4,1,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
22054,3,3,1,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22055,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22056,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,4,4,4,1,2,,2,2,2,,,,,,,,,1,5,1,8,1,2,,,,,,
22057,2,2,2,2,1,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,1,4,1,,,1,,,,,,
22058,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22059,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22060,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22061,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
22062,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
22063,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22064,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22065,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,4,1,12,1,2,,,,,,
22066,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,7,,,,,1,2,,,,,
22067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22068,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22069,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22070,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22071,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22072,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
22073,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,3,,,
22074,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,18,,,
22075,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22077,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22078,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
22079,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22080,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22082,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22083,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22084,1,2,2,3,3,3,1,1,1,1,2,1,1,2,2,,2,2,4,4,1,2,2,,2,1,2,2,,,,,,,,1,1,2,,,2,,,,,,
22085,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
22086,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
22087,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22088,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22089,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
22090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22091,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22092,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22093,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22094,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22095,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22097,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22098,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22099,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22100,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22101,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22102,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22104,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22105,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22106,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,2,1,5,2,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
22107,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22108,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22109,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22110,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22111,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22112,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22113,2,2,2,2,2,2,2,,2,2,2,1,3,2,2,,1,2,4,3,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,2,,,,,,
22114,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22115,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22116,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22117,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22118,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,1,2,6,,,
22119,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22120,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,1,,,,,,,,2,2,2,2,,,2,0,2,,,1,,,,,,
22121,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,1,13,,,
22122,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22123,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22124,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
22125,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22126,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22127,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22128,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,2,1,6,1,1,1,1,1,,,
22129,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22130,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22131,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22132,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22133,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22134,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22135,1,1,1,2,1,2,1,1,1,1,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22136,2,2,2,,,,1,3,2,2,2,2,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
22137,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22138,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22139,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22140,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22141,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
22142,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22143,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22144,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
22145,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22146,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,1,1,1,12,1,,,,,,,
22147,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,2,0,2,,,2,1,1,28,,,
22148,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22149,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22150,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22151,1,1,2,1,2,2,1,2,1,1,1,1,3,2,2,,1,2,4,4,3,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,36,,,
22152,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22153,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22154,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22155,2,2,2,1,1,2,2,,1,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22156,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22157,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,1,1,1,12,,,
22158,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
22159,1,2,1,1,1,3,2,,2,1,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,2,,,,,
22160,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22161,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22162,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22163,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22164,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22165,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22166,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22167,2,2,2,3,3,3,1,3,2,2,2,2,,2,2,,2,2,3,3,1,2,,,,,,,,2,2,2,2,,,1,3,1,5,1,1,1,1,5,,,
22168,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22169,1,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,36,,,
22170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22171,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,6,1,12,1,1,,,,,,
22172,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
22173,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,1,2,1,12,1,1,2,,,,,
22174,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
22175,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,2,,2,2,2,,,,,,,,,1,6,1,4,1,2,,,,,,
22176,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22177,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22178,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22179,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,5,1,2,,,,,,
22180,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22181,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,3,,,
22182,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22183,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22184,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,,,,,,,,,,,,,,1,4,1,12,1,1,,,,,,
22185,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22186,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22187,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,,,,,,,1,1,1,10,2,2,,,,,,
22188,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22189,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,2,2,,,,,
22190,2,2,3,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,1,1,,,,,,,,2,2,2,2,,,1,1,2,,,1,2,,,,,
22191,3,3,2,3,2,3,1,3,2,2,2,2,,2,2,,2,2,3,2,2,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,36,,,
22192,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22193,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
22194,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22195,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22196,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22197,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22199,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
22201,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,2,6,,,
22202,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22203,2,2,2,,,,1,3,1,1,1,1,3,,,,,,4,4,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22204,2,3,2,2,2,3,1,3,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
22205,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,5,1,12,1,1,1,1,24,,,
22206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22207,2,3,2,2,2,3,2,,1,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
22208,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
22209,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
22210,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22211,2,3,3,3,3,3,1,1,1,2,2,2,,2,2,,2,2,3,3,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
22212,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,1,,,
22213,2,2,2,,,,1,2,1,1,2,1,2,,,,,,4,4,,2,1,10,1,1,1,1,6,,,,,,,2,0,2,,,,,,,,,
22214,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22215,2,3,2,,,,2,,2,2,2,,,,,,,,2,2,,1,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
22216,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22217,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22218,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22219,1,1,1,,,,1,1,1,1,1,2,,,,,,,4,4,,2,1,3,1,1,2,2,,,,,,,,2,0,2,,,,,,,,,
22220,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22221,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,1,9,,,
22222,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22223,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,12,2,1,1,1,1,,,
22224,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22225,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22226,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22227,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
22228,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,1,1,12,,,
22229,2,2,2,2,2,2,1,2,1,1,2,2,,1,2,,2,2,4,4,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
22230,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,7,,,,,,
22231,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
22232,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,7,1,12,1,1,,,,,,
22233,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
22234,3,2,2,,,,2,,2,2,2,,,,,,,,2,2,,1,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
