"SEQN","OCD150","OCQ180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCQ295","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCD470G","OCD470","OCD480"
27142,4,,,,,,,,,,,,,3,1,1,300,1,1,2,1,,,
27143,4,,,,,,,,,,,,,3,1,37,240,1,2,,,,,
27144,4,,,,,,,,,,,,,6,1,16,36,2,,,,1,16,38
27146,4,,,,,,,,,,,,,4,1,9,336,2,,,,,,
27147,1,40,,39,4,1,180,2,,2,2,,,,2,,,,,,,2,,
27148,4,,,,,,,,,,,,,2,4,,,,,,,,,
27153,4,,,,,,,,,,,,,6,1,20,300,1,1,24,2,,,
27154,4,,,,,,,,,,,,,7,1,32,36,1,1,8,1,,,
27155,1,8,2,42,24,1,48,2,,2,1,1,4,,2,,,,,,,,,
27156,4,,,,,,,,,,,,,3,1,3,372,2,,,,,,
27157,4,,,,,,,,,,,,,1,4,,,,,,,,,
27159,4,,,,,,,,,,,,,6,1,19,300,2,,,,,,
27160,1,50,,98,98,77,77777,7,,7,7,,,,7,,,,,,,,,
27161,1,40,,27,20,1,48,2,,2,2,,,,2,,,,,,,4,,
27162,1,54,,1,26,1,96,2,,2,2,,,,2,,,,,,,,,
27163,1,45,,35,24,5,456,1,1,2,2,,,,2,,,,,,,,,
27165,4,,,,,,,,,,,,,1,4,,,,,,,,,
27166,4,,,,,,,,,,,,,3,1,5,420,1,1,5,2,,,
27167,4,,,,,,,,,,,,,7,1,24,252,2,,,,,,
27169,4,,,,,,,,,,,,,2,4,,,,,,,,,
27170,4,,,,,,,,,,,,,3,1,6,84,2,,,,,,
27171,4,,,,,,,,,,,,,3,4,,,,,,,,,
27173,4,,,,,,,,,,,,,2,1,24,12,2,,,,,,
27174,1,60,,4,30,5,12,2,,1,1,1,4,,1,30,84,,2,,,,,
27175,1,60,,37,4,5,30,2,,2,2,,,,2,,,,,,,,,
27176,1,44,,40,5,4,72,2,,2,2,,,,2,,,,,,,4,,
27177,4,,,,,,,,,,,,,6,1,8,84,2,,,,4,,
27179,4,,,,,,,,,,,,,3,1,32,480,2,,,,,,
27181,1,24,2,44,2,2,156,2,,2,2,,,,2,,,,,,,,,
27182,1,40,,16,23,1,36,2,,2,2,,,,2,,,,,,,,,
27183,4,,,,,,,,,,,,,6,1,18,12,2,,,,,,
27184,1,40,,33,22,5,300,1,2,2,2,,,,2,,,,,,,,,
27186,4,,,,,,,,,,,,,1,1,7,60,2,,,,,,
27187,1,60,,25,35,1,36,1,2,2,2,,,,2,,,,,,,,,
27188,4,,,,,,,,,,,,,3,1,12,72,2,,,,,,
27190,4,,,,,,,,,,,,,3,1,14,372,2,,,,,,
27193,2,,1,39,16,4,24,1,0,2,2,,,,2,,,,,,,,,
27194,1,25,2,24,20,1,48,2,,2,2,,,,2,,,,,,,,,
27196,4,,,,,,,,,,,,,2,1,1,12,2,,,,,,
27197,4,,,,,,,,,,,,,2,4,,,,,,,,,
27198,1,36,,27,20,1,6,2,,2,2,,,,1,20,24,,,,,4,,
27199,1,15,2,30,10,1,288,2,,2,2,,,,2,,,,,,,,,
27200,1,40,,26,2,1,36,2,,2,2,,,,1,12,60,,,,,,,
27202,1,40,,28,39,1,36,2,,2,2,,,,2,,,,,,,4,,
27204,1,57,,24,39,1,24,1,0,2,2,,,,2,,,,,,,,,
27205,1,41,,34,21,1,72,2,,2,2,,,,2,,,,,,,,,
27206,1,66,,28,11,1,60,1,1,2,2,,,,2,,,,,,,,,
27208,4,,,,,,,,,,,,,2,4,,,,,,,,,
27209,4,,,,,,,,,,,,,3,1,16,360,1,1,8,2,,,
27210,3,,,,,,,,,,,,,,1,15,456,2,,,,,,
27211,4,,,,,,,,,,,,,2,4,,,,,,,,,
27213,4,,,,,,,,,,,,,3,1,24,480,2,,,,,,
27214,4,,,,,,,,,,,,,7,4,,,,,,,,,
27215,4,,,,,,,,,,,,,3,1,29,492,1,1,8,2,,,
27216,1,40,,27,19,1,12,2,,2,2,,,,1,11,48,,,,,,,
27217,4,,,,,,,,,,,,,5,1,33,240,1,1,10,1,,,
27219,1,50,,34,1,1,9,2,,2,2,,,,2,,,,,,,,,
27220,4,,,,,,,,,,,,,2,1,14,240,2,,,,,,
27221,4,,,,,,,,,,,,,3,1,5,168,1,1,8,2,,,
27222,1,40,,43,18,3,276,1,8,2,2,,,,2,,,,,,,,,
27224,1,50,,10,33,1,72,1,1,1,1,1,5,,2,,,,,,,,,
27226,3,,,,,,,,,,,,,,4,,,,,,,,,
27227,1,24,2,21,9,5,180,2,,2,1,2,,,2,,,,,,,,,
27228,1,70,,25,11,1,48,2,,2,1,2,,,1,19,96,,2,,,3,,27
27230,1,40,,28,26,1,48,2,,2,2,,,,2,,,,,,,,,
27233,4,,,,,,,,,,,,,3,1,34,36,2,,,,,,
27234,4,,,,,,,,,,,,,6,1,34,12,2,,,,,,
27235,4,,,,,,,,,,,,,3,1,30,360,1,1,10,2,,,
27237,4,,,,,,,,,,,,,3,1,5,480,2,,,,,,
27238,4,,,,,,,,,,,,,2,4,,,,,,,,,
27239,1,70,,31,23,1,48,2,,2,1,2,,,1,23,96,,1,8,1,,,
27240,1,40,,18,13,1,96,2,,2,2,,,,2,,,,,,,,,
27242,1,40,,40,23,3,48,2,,2,2,,,,2,,,,,,,,,
27243,1,37,,30,16,1,5,2,,2,1,2,,,2,,,,,,,,,
27244,1,40,,15,31,1,228,2,,2,1,1,1,,2,,,,,,,,,
27245,4,,,,,,,,,,,,,3,1,11,600,1,1,4,2,,,
27246,1,20,2,28,39,1,0,2,,2,2,,,,1,23,6,,,,,,,
27248,4,,,,,,,,,,,,,2,4,,,,,,,,,
27251,1,40,,42,14,1,144,2,,2,2,,,,2,,,,,,,,,
27253,2,,1,34,23,1,180,1,6,2,2,,,,2,,,,,,,,,
27254,1,25,2,30,1,1,144,2,,2,2,,,,2,,,,,,,,,
27256,1,23,1,27,20,1,24,2,,2,2,,,,2,,,,,,,,,
27257,4,,,,,,,,,,,,,3,1,1,372,2,,,,,,
27258,1,55,,42,3,1,36,2,,2,2,,,,2,,,,,,,,,
27259,4,,,,,,,,,,,,,3,1,7,660,1,2,,,,,
27261,4,,,,,,,,,,,,,2,1,23,9,2,,,,,,
27262,4,,,,,,,,,,,,,3,1,14,372,2,,,,,,
27263,1,30,2,30,37,1,48,2,,2,1,2,,,2,,,,,,,,,
27265,1,20,2,4,30,5,420,1,5,2,1,2,,,2,,,,,,,,,
27267,4,,,,,,,,,,,,,6,1,27,264,2,,,,,,
27269,1,40,,44,12,4,48,2,,2,2,,,,1,98,180,,,,,,,
27270,1,35,,42,2,5,360,2,,2,2,,,,2,,,,,,,3,,42
27271,4,,,,,,,,,,,,,2,4,,,,,,,,,
27272,1,30,1,30,10,1,216,2,,2,2,,,,2,,,,,,,,,
27275,1,60,,22,16,1,324,1,1,2,1,2,,,2,,,,,,,,,
27277,4,,,,,,,,,,,,,2,4,,,,,,,,,
27278,1,40,,39,23,1,36,2,,2,2,,,,2,,,,,,,,,
27279,1,28,2,40,19,3,192,2,,2,2,,,,2,,,,,,,,,
27281,1,47,,4,37,1,144,2,,1,1,1,3,,2,,,,,,,,,
27282,4,,,,,,,,,,,,,4,1,25,264,1,1,5,2,,,
27284,1,12,2,27,21,1,3,2,,2,2,,,,1,39,6,,,,,,,
27285,1,40,,20,29,1,264,2,,2,2,,,,2,,,,,,,,,
27286,4,,,,,,,,,,,,,3,1,27,96,2,,,,,,
27287,4,,,,,,,,,,,,,2,1,11,96,2,,,,4,,
27288,1,50,,31,10,1,4,2,,2,2,,,,2,,,,,,,,,
27289,1,60,,39,22,1,36,2,,2,2,,,,2,,,,,,,,,
27290,4,,,,,,,,,,,,,3,1,25,204,2,,,,,,
27291,1,52,,5,31,1,36,1,3,2,1,2,,,2,,,,,,,,,
27293,1,44,,4,30,1,204,1,8,1,1,1,3,,2,,,,,,,,,
27294,4,,,,,,,,,,,,,3,1,20,48,1,2,,,,,
27295,4,,,,,,,,,,,,,3,1,34,348,1,1,8,2,,,
27298,4,,,,,,,,,,,,,1,1,32,36,2,,,,,,
27300,4,,,,,,,,,,,,,4,1,6,120,1,1,8,2,4,,
27301,1,40,,41,12,3,348,2,,2,2,,,,2,,,,,,,2,,
27303,4,,,,,,,,,,,,,4,1,24,20,2,,,,,,
27304,4,,,,,,,,,,,,,3,1,21,24,2,,,,,,
27307,1,60,,4,30,1,24,2,,2,1,2,,,2,,,,,,,,,
27309,4,,,,,,,,,,,,,3,1,39,360,1,1,8,2,,,
27312,4,,,,,,,,,,,,,3,1,28,120,2,,,,,,
27313,1,44,,11,15,1,108,1,1,1,1,1,1,,2,,,,,,,,,
27315,4,,,,,,,,,,,,,3,1,12,120,2,,,,,,
27316,4,,,,,,,,,,,,,2,4,,,,,,,,,
27317,1,40,,18,35,1,48,1,3,1,1,1,8,,1,18,120,,1,8,2,,,
27318,4,,,,,,,,,,,,,1,1,22,168,2,,,,,,
27320,1,58,,17,35,1,72,2,,2,2,,,,2,,,,,,,,,
27322,1,13,2,24,11,1,0,2,,2,2,,,,2,,,,,,,,,
27323,4,,,,,,,,,,,,,3,1,8,24,2,,,,,,
27324,4,,,,,,,,,,,,,7,1,23,84,2,,,,,,
27326,3,,,,,,,,,,,,,,1,19,4,1,1,7,2,,,
27327,4,,,,,,,,,,,,,6,1,29,120,2,,,,,,
27329,4,,,,,,,,,,,,,7,4,,,,,,,,,
27330,4,,,,,,,,,,,,,2,1,21,0,2,,,,,,
27332,1,40,,4,30,1,60,1,2,1,1,2,,,2,,,,,,,,,
27333,1,2,1,23,39,1,0,1,2,2,2,,,,1,23,24,,,,,,,
27334,3,,,,,,,,,,,,,,1,39,3,2,,,,,,
27335,4,,,,,,,,,,,,,3,1,30,444,1,1,8,2,,,
27337,1,25,1,31,6,1,14,2,,1,1,2,,,1,16,84,,2,,,,,
27339,1,60,,11,32,1,60,2,,2,2,,,,1,34,180,,,,,,,
27340,4,,,,,,,,,,,,,2,1,39,3,2,,,,,,
27341,1,44,,3,31,1,84,1,2,2,1,1,8,,2,,,,,,,,,
27342,1,36,,45,29,2,372,2,,1,1,1,2,,2,,,,,,,,,
27343,4,,,,,,,,,,,,,1,1,11,36,2,,,,,,
27344,2,,2,33,17,5,240,2,,2,2,,,,2,,,,,,,,,
27345,1,40,,34,7,1,12,2,,2,2,,,,2,,,,,,,,,
27346,4,,,,,,,,,,,,,6,1,30,48,1,2,,,,,
27348,1,60,,12,35,1,9,2,,2,2,,,,1,26,60,,,,,,,
27349,4,,,,,,,,,,,,,3,1,32,312,2,,,,,,
27350,3,,,,,,,,,,,,,,1,24,3,1,1,6,2,,,
27354,1,55,,40,1,3,204,2,,2,1,1,7,,1,1,204,,1,7,2,,,
27355,3,,,,,,,,,,,,,,4,,,,,,,,,
27356,4,,,,,,,,,,,,,3,3,,204,1,1,3,2,,,
27358,4,,,,,,,,,,,,,1,1,11,120,2,,,,,,
27359,4,,,,,,,,,,,,,4,1,31,180,1,1,8,1,,,
27360,4,,,,,,,,,,,,,6,1,17,456,2,,,,,,
27361,1,25,2,41,16,99,4,2,,2,2,,,,1,11,18,,,,,,,
27363,4,,,,,,,,,,,,,1,1,5,204,2,,,,,,
27364,1,14,2,27,19,1,36,1,4,2,2,,,,2,,,,,,,,,
27365,4,,,,,,,,,,,,,2,1,8,3,2,,,,,,
27370,1,40,,40,12,4,204,2,,2,2,,,,2,,,,,,,,,
27371,4,,,,,,,,,,,,,2,4,,,,,,,,,
27375,1,35,,9,16,1,48,2,,2,2,,,,1,14,72,,,,,,,
27377,4,,,,,,,,,,,,,3,1,33,480,1,1,8,2,,,
27378,1,30,2,33,17,5,18,1,1,2,2,,,,2,,,,,,,,,
27379,1,12,2,37,8,3,7,2,,2,2,,,,2,,,,,,,,,
27380,1,40,,15,33,1,1,2,,2,1,1,8,,2,,,,,,,,,
27381,4,,,,,,,,,,,,,7,1,19,12,2,,,,4,,
27382,1,45,,42,8,3,36,2,,2,2,,,,2,,,,,,,,,
27386,4,,,,,,,,,,,,,4,1,8,324,1,1,14,2,,,
27387,1,50,,17,39,1,60,2,,2,2,,,,2,,,,,,,,,
27388,4,,,,,,,,,,,,,1,1,19,72,2,,,,,,
27391,3,,,,,,,,,,,,,,1,9,192,2,,,,,,
27392,1,16,2,40,8,1,8,2,,2,2,,,,1,11,12,,,,,4,,
27393,1,45,,1,26,1,108,2,,2,2,,,,2,,,,,,,,,
27398,1,44,,11,38,1,8,2,,2,1,2,,,1,19,18,,2,,,,,
27402,1,48,,31,35,1,456,2,,1,2,,,,2,,,,,,,,,
27403,4,,,,,,,,,,,,,4,1,24,480,2,,,,,,
27404,1,30,2,38,8,1,2,2,,2,2,,,,2,,,,,,,,,
27406,1,38,,31,18,1,6,2,,2,1,2,,,1,16,288,,2,,,,,
27407,4,,,,,,,,,,,,,5,1,19,180,2,,,,,,
27411,4,,,,,,,,,,,,,1,1,34,18,2,,,,,,
27415,4,,,,,,,,,,,,,6,1,8,156,2,,,,3,,37
27416,1,24,1,41,20,99,72,1,8,2,2,,,,2,,,,,,,1,11,27
27417,1,20,2,28,11,1,6,1,4,2,2,,,,2,,,,,,,,,
27418,4,,,,,,,,,,,,,3,1,2,48,2,,,,,,
27421,1,40,,31,14,1,18,2,,2,2,,,,1,14,120,,,,,,,
27422,4,,,,,,,,,,,,,3,1,25,480,1,1,1,2,,,
27423,4,,,,,,,,,,,,,7,4,,,,,,,,,
27424,2,,2,27,19,1,24,2,,2,2,,,,2,,,,,,,,,
27425,4,,,,,,,,,,,,,1,1,9,60,2,,,,,,
27429,4,,,,,,,,,,,,,3,1,5,156,2,,,,,,
27430,4,,,,,,,,,,,,,3,1,30,300,1,1,1,2,,,
27431,1,37,,33,22,5,7,2,,2,2,,,,2,,,,,,,,,
27433,4,,,,,,,,,,,,,6,1,36,60,1,1,8,2,,,
27435,4,,,,,,,,,,,,,3,1,2,216,1,2,,,,,
27436,1,48,,15,30,1,48,1,2,2,1,2,,,2,,,,,,,,,
27440,4,,,,,,,,,,,,,3,1,27,360,1,1,24,2,,,
27441,4,,,,,,,,,,,,,7,1,27,8,2,,,,,,
27442,1,16,1,27,20,1,0,2,,2,2,,,,2,,,,,,,,,
27446,4,,,,,,,,,,,,,2,4,,,,,,,,,
27448,1,40,,27,20,1,60,2,,2,2,,,,2,,,,,,,,,
27449,2,,1,27,11,1,24,2,,2,2,,,,2,,,,,,,,,
27452,1,40,,21,10,1,96,1,1,2,2,,,,2,,,,,,,,,
27453,4,,,,,,,,,,,,,1,4,,,,,,,,,
27455,4,,,,,,,,,,,,,6,1,37,240,2,,,,,,
27456,1,10,2,28,11,99,132,2,,2,2,,,,1,14,252,,,,,,,
27457,4,,,,,,,,,,,,,4,1,22,96,2,,,,,,
27461,1,48,,39,22,1,24,2,,2,2,,,,1,38,144,,,,,,,
27462,4,,,,,,,,,,,,,3,1,9,252,2,,,,,,
27463,4,,,,,,,,,,,,,2,4,,,,,,,,,
27464,4,,,,,,,,,,,,,1,1,39,15,2,,,,,,
27465,1,80,,4,30,5,216,1,3,2,1,1,4,,2,,,,,,,,,
27467,4,,,,,,,,,,,,,7,1,16,96,1,1,12,1,,,
27468,1,40,,21,8,1,3,1,3,2,1,2,,,1,18,48,,1,1,2,,,
27469,4,,,,,,,,,,,,,2,4,,,,,,,,,
27471,1,55,,22,3,1,36,2,,1,2,,,,1,23,300,,,,,3,,31
27472,1,50,,44,2,4,240,1,8,1,1,1,5,,2,,,,,,,4,,
27473,4,,,,,,,,,,,,,2,4,,,,,,,,,
27474,4,,,,,,,,,,,,,3,1,18,480,2,,,,,,
27475,4,,,,,,,,,,,,,3,1,29,360,2,,,,,,
27476,1,6,2,1,26,6,132,2,,2,2,,,,2,,,,,,,,,
27478,1,55,,27,1,1,7,1,7,2,2,,,,1,19,24,,,,,,,
27480,4,,,,,,,,,,,,,6,1,29,468,1,1,4,1,,,
27481,2,,2,29,10,2,5,1,2,2,2,,,,1,11,8,,,,,4,,
27482,4,,,,,,,,,,,,,3,1,32,420,2,,,,,,
27483,4,,,,,,,,,,,,,4,1,37,6,1,1,12,2,,,
27484,4,,,,,,,,,,,,,3,1,7,300,2,,,,,,
27485,4,,,,,,,,,,,,,2,4,,,,,,,,,
27486,4,,,,,,,,,,,,,3,1,30,300,2,,,,,,
27487,1,48,,4,37,1,7,2,,2,2,,,,2,,,,,,,,,
27489,1,83,,20,35,1,3,1,2,1,1,1,10,,2,,,,,,,,,
27490,1,50,,42,7,5,552,2,,2,2,,,,2,,,,,,,,,
27491,1,20,2,24,11,1,0,2,,2,2,,,,1,23,5,,,,,,,
27494,4,,,,,,,,,,,,,2,1,13,3,2,,,,4,,
27498,4,,,,,,,,,,,,,2,1,11,3,2,,,,,,
27499,1,40,,41,5,4,24,2,,2,2,,,,2,,,,,,,,,
27500,1,40,,4,1,1,36,2,,2,2,,,,2,,,,,,,,,
27501,1,40,,2,33,1,12,2,,1,1,1,8,,1,39,18,,2,,,,,
27503,3,,,,,,,,,,,,,,1,11,3,2,,,,,,
27504,4,,,,,,,,,,,,,3,1,16,384,2,,,,,,
27506,4,,,,,,,,,,,,,1,4,,,,,,,,,
27507,4,,,,,,,,,,,,,4,1,7,2,2,,,,4,,
27508,1,36,,12,34,1,60,2,,1,1,1,8,,2,,,,,,,,,
27510,4,,,,,,,,,,,,,1,1,1,240,2,,,,,,
27513,1,32,2,40,5,4,18,2,,2,2,,,,1,4,96,,,,,,,
27514,4,,,,,,,,,,,,,7,4,,,,,,,,,
27516,4,,,,,,,,,,,,,3,1,25,204,2,,,,,,
27517,1,42,,31,8,1,1,2,,2,2,,,,2,,,,,,,,,
27518,4,,,,,,,,,,,,,3,1,35,540,2,,,,,,
27520,4,,,,,,,,,,,,,6,1,31,144,2,,,,,,
27521,4,,,,,,,,,,,,,3,1,18,120,2,,,,,,
27522,4,,,,,,,,,,,,,3,1,34,24,2,,,,,,
27524,4,,,,,,,,,,,,,3,1,31,48,2,,,,,,
27526,4,,,,,,,,,,,,,4,1,22,120,2,,,,,,
27527,4,,,,,,,,,,,,,4,1,20,240,1,1,12,2,,,
27528,1,30,2,18,35,1,60,2,,2,1,1,6,,1,24,324,,2,,,,,
27529,1,30,2,40,20,5,360,2,,2,2,,,,2,,,,,,,,,
27530,4,,,,,,,,,,,,,7,1,15,24,2,,,,4,,
27531,1,23,2,42,7,99,9,1,1,2,1,1,4,,1,6,48,,1,4,2,,,
27532,1,20,2,2,27,1,11,1,3,2,1,1,4,,1,20,132,,1,6,1,4,,
27533,1,30,2,27,19,1,5,1,1,2,2,,,,1,3,41,,,,,,,
27536,1,43,,42,14,1,36,2,,2,2,,,,1,4,84,,,,,4,,
27537,4,,,,,,,,,,,,,3,1,8,180,2,,,,,,
27538,2,,1,3,31,1,276,2,,1,1,1,4,,2,,,,,,,,,
27541,1,10,2,28,11,1,3,2,,2,2,,,,1,11,14,,,,,,,
27543,4,,,,,,,,,,,,,1,1,11,24,1,1,8,2,,,
27544,1,51,,4,30,1,252,2,,2,2,,,,2,,,,,,,,,
27549,3,,,,,,,,,,,,,,4,,,,,,,,,
27550,1,45,,42,15,1,1,2,,2,2,,,,1,12,24,,,,,,,
27551,4,,,,,,,,,,,,,3,1,40,48,1,1,8,2,,,
27552,4,,,,,,,,,,,,,3,1,17,60,2,,,,,,
27554,1,50,,30,10,1,24,2,,2,1,2,,,1,1,240,,1,12,2,,,
27555,4,,,,,,,,,,,,,4,1,11,60,2,,,,,,
27556,1,27,1,40,1,3,7,2,,2,2,,,,1,5,96,,,,,,,
27559,1,45,,4,13,1,120,1,9,2,2,,,,1,12,564,,,,,,,
27561,4,,,,,,,,,,,,,7,1,11,12,2,,,,,,
27563,1,35,,1,26,1,0,1,1,2,2,,,,1,20,14,,,,,,,
27565,1,12,2,27,11,1,0,2,,2,2,,,,1,23,12,,,,,4,,
27566,1,30,1,36,6,1,24,2,,2,2,,,,2,,,,,,,,,
27567,1,40,,41,22,3,24,2,,2,2,,,,2,,,,,,,,,
27568,4,,,,,,,,,,,,,1,1,24,180,2,,,,,,
27570,4,,,,,,,,,,,,,6,1,17,480,2,,,,,,
27574,4,,,,,,,,,,,,,3,1,17,24,2,,,,,,
27577,1,30,2,28,11,5,2,2,,2,1,2,,,1,16,36,,1,8,2,4,,
27578,1,55,,4,30,1,24,1,2,2,1,1,10,,2,,,,,,,,,
27579,4,,,,,,,,,,,,,3,1,5,312,2,,,,,,
27580,4,,,,,,,,,,,,,3,1,22,264,2,,,,,,
27582,1,34,1,31,23,1,9,2,,2,2,,,,1,35,60,,,,,,,
27584,4,,,,,,,,,,,,,3,1,31,60,2,,,,,,
27585,4,,,,,,,,,,,,,4,1,27,99999,2,,,,,,
27586,1,40,,32,40,1,2,2,,2,2,,,,1,21,6,,,,,4,,
27587,1,61,,4,15,1,72,1,10,1,1,1,3,,2,,,,,,,,,
27591,4,,,,,,,,,,,,,2,4,,,,,,,,,
27593,1,40,,40,2,1,204,2,,2,1,2,,,1,1,132,,1,4,2,,,
27594,4,,,,,,,,,,,,,1,1,39,12,2,,,,,,
27595,2,,2,31,3,5,120,2,,2,2,,,,1,3,144,,,,,,,
27596,4,,,,,,,,,,,,,1,4,,,,,,,,,
27597,4,,,,,,,,,,,,,3,1,36,420,1,1,8,1,,,
27598,1,45,,36,11,1,12,2,,2,2,,,,2,,,,,,,4,,
27600,1,52,,37,14,1,48,2,,2,2,,,,2,,,,,,,,,
27601,4,,,,,,,,,,,,,3,1,31,300,2,,,,,,
27604,1,40,,42,14,1,96,2,,2,2,,,,2,,,,,,,,,
27605,4,,,,,,,,,,,,,3,1,11,12,2,,,,,,
27606,1,20,2,40,5,1,36,2,,2,2,,,,2,,,,,,,,,
27607,4,,,,,,,,,,,,,2,1,30,72,1,1,5,1,,,
27610,4,,,,,,,,,,,,,3,1,29,312,2,,,,,,
27611,3,,,,,,,,,,,,,,1,34,12,1,1,6,1,,,
27612,3,,,,,,,,,,,,,,1,11,5,1,1,4,2,,,
27615,4,,,,,,,,,,,,,7,1,11,18,2,,,,,,
27620,1,25,1,35,24,5,384,2,,2,2,,,,2,,,,,,,,,
27621,1,20,2,15,8,1,96,1,2,1,1,1,1,,2,,,,,,,,,
27622,4,,,,,,,,,,,,,3,1,5,324,2,,,,,,
27623,3,,,,,,,,,,,,,,1,39,12,1,1,4,2,,,
27626,1,46,,32,30,1,312,1,1,2,1,2,,,2,,,,,,,,,
27628,4,,,,,,,,,,,,,6,1,17,96,2,,,,,,
27629,4,,,,,,,,,,,,,2,1,19,18,2,,,,,,
27630,4,,,,,,,,,,,,,6,1,22,300,2,,,,,,
27631,1,60,,4,30,1,4,1,1,2,1,2,,,2,,,,,,,,,
27632,1,37,,25,11,1,17,2,,2,2,,,,2,,,,,,,,,
27633,4,,,,,,,,,,,,,3,4,,,,,,,,,
27634,1,60,,44,1,2,3,2,,2,1,2,,,1,1,48,,2,,,,,
27635,1,40,,31,6,1,77777,2,,2,2,,,,1,16,216,,,,,,,
27637,1,13,1,31,15,1,3,1,1,1,2,,,,1,21,24,,,,,4,,
27639,1,44,,40,7,4,30,2,,2,2,,,,2,,,,,,,4,,
27640,1,100,,25,9,1,3,1,10,2,2,,,,1,11,96,,,,,,,
27641,1,40,,15,12,1,96,2,,2,2,,,,2,,,,,,,,,
27642,1,50,,41,24,5,156,2,,2,2,,,,2,,,,,,,,,
27643,4,,,,,,,,,,,,,3,1,35,192,1,2,,,,,
27645,4,,,,,,,,,,,,,3,4,,,,,,,,,
27648,2,,1,40,5,1,72,2,,2,2,,,,1,19,96,,,,,,,
27649,2,,1,39,22,1,36,1,1,2,2,,,,2,,,,,,,,,
27651,4,,,,,,,,,,,,,3,1,18,240,1,1,1,2,,,
27652,4,,,,,,,,,,,,,6,1,28,240,1,1,7,2,,,
27653,4,,,,,,,,,,,,,6,1,4,240,2,,,,,,
27654,1,30,2,28,11,1,24,2,,2,2,,,,2,,,,,,,,,
27656,4,,,,,,,,,,,,,2,4,,,,,,,,,
27657,4,,,,,,,,,,,,,3,1,12,360,1,1,1,2,,,
27659,4,,,,,,,,,,,,,3,1,35,240,2,,,,,,
27660,1,60,,31,29,1,36,1,1,1,2,,,,1,28,264,,,,,,,
27661,4,,,,,,,,,,,,,1,1,32,60,2,,,,,,
27662,4,,,,,,,,,,,,,4,1,22,84,2,,,,,,
27663,4,,,,,,,,,,,,,1,1,4,24,1,2,,,4,,
27665,4,,,,,,,,,,,,,2,1,16,36,2,,,,4,,
27667,1,10,2,31,6,5,12,2,,2,2,,,,2,,,,,,,4,,
27669,4,,,,,,,,,,,,,3,1,26,99999,2,,,,,,
27670,1,15,2,24,21,1,1,2,,2,2,,,,1,11,7,,,,,,,
27671,4,,,,,,,,,,,,,1,1,7,48,2,,,,,,
27674,4,,,,,,,,,,,,,1,1,9,144,2,,,,,,
27675,4,,,,,,,,,,,,,1,1,24,24,2,,,,,,
27676,2,,1,31,16,1,180,2,,2,1,1,2,,2,,,,,,,,,
27678,1,40,,36,38,3,120,1,1,2,1,2,,,1,18,240,,2,,,,,
27679,4,,,,,,,,,,,,,6,1,37,240,1,1,8,1,4,,
27680,4,,,,,,,,,,,,,3,1,22,132,2,,,,,,
27683,4,,,,,,,,,,,,,2,1,16,12,1,2,,,,,
27684,4,,,,,,,,,,,,,4,1,10,204,2,,,,4,,
27686,4,,,,,,,,,,,,,1,4,,,,,,,,,
27687,4,,,,,,,,,,,,,4,1,5,456,1,1,8,2,,,
27688,4,,,,,,,,,,,,,4,1,11,120,2,,,,,,
27689,4,,,,,,,,,,,,,3,1,16,24,2,,,,,,
27693,1,80,,40,4,1,12,2,,2,1,2,,,2,,,,,,,4,,
27695,1,40,,31,18,1,3,2,,2,2,,,,1,16,36,,,,,,,
27696,4,,,,,,,,,,,,,2,4,,,,,,,,,
27697,4,,,,,,,,,,,,,6,1,29,288,1,1,8,1,,,
27698,1,25,2,26,11,1,0,2,,2,2,,,,1,11,7,,,,,,,
27700,4,,,,,,,,,,,,,3,1,32,216,1,1,8,2,,,
27701,1,40,,29,10,1,6,2,,2,2,,,,1,39,24,,,,,,,
27702,4,,,,,,,,,,,,,7,4,,,,,,,,,
27703,4,,,,,,,,,,,,,6,1,30,84,1,2,,,,,
27705,1,33,2,28,16,1,6,2,,2,1,2,,,2,,,,,,,,,
27707,1,40,,38,4,1,264,2,,2,2,,,,2,,,,,,,2,,
27708,1,8,2,31,17,1,12,2,,2,2,,,,2,,,,,,,,,
27710,2,,1,31,2,1,17,2,,2,1,2,,,1,40,96,,1,8,1,,,
27711,1,50,,27,20,1,300,2,,2,2,,,,2,,,,,,,,,
27712,1,40,,29,3,1,60,2,,2,2,,,,2,,,,,,,,,
27713,1,30,2,26,11,1,48,2,,2,2,,,,1,16,156,,,,,,,
27714,1,45,,31,3,1,12,2,,2,2,,,,2,,,,,,,,,
27715,3,,,,,,,,,,,,,,1,24,3,2,,,,,,
27716,1,50,,40,5,1,60,2,,2,2,,,,2,,,,,,,,,
27718,4,,,,,,,,,,,,,7,4,,,,,,,,,
27721,1,40,,31,1,1,1,2,,2,2,,,,1,9,120,,,,,,,
27722,1,50,,5,16,1,36,2,,1,2,,,,1,16,252,,,,,,,
27723,1,48,,15,28,2,36,2,,1,1,1,4,,2,,,,,,,,,
27725,1,40,,30,1,1,60,1,3,2,2,,,,2,,,,,,,,,
27726,2,,1,18,37,1,3,2,,1,1,2,,,1,21,168,,1,8,2,1,23,39
27727,3,,,,,,,,,,,,,,1,39,12,2,,,,,,
27729,1,56,,40,5,3,48,2,,2,1,1,7,,2,,,,,,,,,
