"SEQN","HOD010","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220"
12035,,,,,,,,,,,,,,,,
12036,1,,2,4,2,1,1,2,,,,,,,,
12037,2,,2,7,2,2,1,2,,,,,,,,
12038,2,,1,8,1,1,1,2,2,,2,,,2,,2
12039,2,,2,6,5,1,1,2,,,,,,,,
12040,2,,1,7,3,1,1,1,,,,,,,,
12041,2,,2,5,5,1,2,1,,,,,,,,
12042,1,,3,5,3,1,2,2,,,,,,,,
12043,2,,4,6,5,1,1,1,,,,,,,,
12044,2,,6,7,5,1,1,2,,,,,,,,
12045,1,,2,6,3,1,1,2,,,,,,,,
12046,2,,77,5,5,1,1,2,,,,,,,,
12047,4,7,1,3,3,2,1,2,,,,,,,,
12048,2,,1,13,4,1,1,2,,,,,,,,
12049,4,6,4,4,2,2,1,2,,,,,,,,
12050,4,3,99,6,4,2,1,2,,,,,,,,
12051,2,,6,8,4,1,1,2,2,,1,2,,1,2,2
12052,4,7,3,5,3,2,1,2,,,,,,,,
12053,2,,6,8,5,1,1,2,,,,,,,,
12054,4,4,99,5,2,2,1,2,,,,,,,,
12055,2,,3,6,4,1,1,1,,,,,,,,
12056,2,,3,7,5,1,1,2,,,,,,,,
12057,2,,1,8,4,1,1,1,,,,,,,,
12058,1,,99,5,1,2,1,2,,,,,,,,
12059,4,3,99,7,3,2,1,2,,,,,,,,
12060,2,,2,10,2,1,1,1,,,,,,,,
12061,2,,3,7,5,1,1,2,,,,,,,,
12062,3,,5,10,1,2,1,1,,,,,,,,
12063,2,,3,5,3,1,1,1,,,,,,,,
12064,2,,3,5,5,1,1,1,,,,,,,,
12065,3,,99,4,2,2,1,1,,,,,,,,
12066,2,,1,13,2,1,1,1,,,,,,,,
12067,2,,99,5,5,2,1,2,,,,,,,,
12068,2,,2,5,2,2,1,2,2,,2,,,2,,2
12069,2,,6,7,5,2,1,2,,,,,,,,
12070,2,,3,10,5,1,1,1,,,,,,,,
12071,2,,4,6,5,1,1,1,,,,,,,,
12072,3,,1,7,3,1,1,2,,,,,,,,
12073,4,3,99,4,2,2,1,2,,,,,,,,
12074,2,,4,8,2,1,1,2,,,,,,,,
12075,4,1,99,5,3,2,1,2,,,,,,,,
12076,4,5,2,5,4,2,1,2,,,,,,,,
12077,2,,1,10,2,1,1,2,,,,,,,,
12078,2,,1,8,5,1,1,2,,,,,,,,
12079,2,,4,5,5,1,1,2,,,,,,,,
12080,2,,99,5,3,2,1,2,,,,,,,,
12081,2,,2,6,5,1,1,2,,,,,,,,
12082,1,,3,7,5,1,1,2,,,,,,,,
12083,4,4,99,4,1,2,1,2,9,,2,,,2,,9
12084,2,,3,6,3,1,1,2,2,,2,,,2,,2
12085,2,,3,13,5,1,1,1,,,,,,,,
12086,2,,99,6,4,1,1,2,,,,,,,,
12087,2,,3,7,4,1,1,1,,,,,,,,
12088,4,4,99,5,3,2,1,2,,,,,,,,
12089,2,,3,7,4,1,1,2,,,,,,,,
12090,3,,1,4,1,2,1,2,,,,,,,,
12091,5,,5,6,1,1,1,2,,,,,,,,
12092,2,,5,6,5,1,1,2,,,,,,,,
12093,2,,5,10,5,2,1,2,,,,,,,,
12094,,,,,,,,,,,,,,,,
12095,2,,1,11,2,1,1,2,1,2,1,2,,2,,2
12096,4,5,99,4,1,2,1,2,,,,,,,,
12097,4,3,6,4,3,1,1,1,,,,,,,,
12098,2,,5,6,3,1,1,2,,,,,,,,
12099,4,3,2,5,2,2,1,2,2,,2,,,2,,2
12100,2,,4,7,5,1,1,2,,,,,,,,
12101,2,,6,8,5,1,1,2,,,,,,,,
12102,,,,,,,,,,,,,,,,
12103,2,,3,7,1,1,1,1,,,,,,,,
12104,4,4,99,5,2,2,1,1,,,,,,,,
12105,3,,99,4,1,2,1,2,9,,2,,,1,2,9
12106,2,,99,4,2,2,1,2,,,,,,,,
12107,2,,2,9,5,1,1,1,,,,,,,,
12108,2,,1,10,4,1,1,1,,,,,,,,
12109,2,,99,5,3,1,1,2,,,,,,,,
12110,2,,2,5,5,1,1,1,,,,,,,,
12111,4,4,99,6,1,2,1,2,,,,,,,,
12112,1,,1,5,4,1,1,2,,,,,,,,
12113,4,1,6,5,3,2,1,2,2,,1,2,,2,,2
12114,4,4,99,5,1,2,1,2,,,,,,,,
12115,4,7,2,3,3,2,1,2,,,,,,,,
12116,4,4,99,4,1,2,1,2,,,,,,,,
12117,4,7,99,4,2,2,1,2,,,,,,,,
12118,1,,1,6,1,1,1,2,,,,,,,,
12119,2,,3,9,2,1,1,1,,,,,,,,
12120,2,,6,7,2,1,1,1,,,,,,,,
12121,4,4,2,4,2,2,1,2,,,,,,,,
12122,5,,1,2,1,2,1,2,,,,,,,,
12123,2,,5,7,5,1,1,1,,,,,,,,
12124,2,,4,5,5,1,1,2,,,,,,,,
12125,4,6,2,3,1,2,1,1,1,9,2,,,1,2,1
12126,1,,99,5,1,2,1,2,,,,,,,,
12127,2,,2,10,1,1,1,1,,,,,,,,
12128,1,,2,4,3,1,1,2,2,,2,,,2,,2
12129,2,,6,8,5,1,1,2,,,,,,,,
12130,4,3,99,6,1,2,1,2,,,,,,,,
12131,2,,6,12,5,1,1,1,,,,,,,,
12132,2,,2,5,3,1,1,2,,,,,,,,
12133,4,5,1,5,1,2,1,1,,,,,,,,
12134,2,,1,10,5,1,2,1,,,,,,,,
12135,4,4,6,4,3,2,1,2,,,,,,,,
12136,4,1,99,6,4,2,1,2,2,,2,,,2,,2
12137,4,3,99,5,5,2,1,2,,,,,,,,
12138,2,,3,6,5,1,1,2,,,,,,,,
12139,2,,99,6,5,1,1,2,,,,,,,,
12140,2,,1,5,3,1,1,1,,,,,,,,
12141,4,1,4,3,2,2,1,2,,,,,,,,
12142,2,,1,10,3,1,1,2,,,,,,,,
12143,2,,3,8,3,1,1,2,,,,,,,,
12144,2,,4,6,5,1,1,1,,,,,,,,
12145,1,,99,4,3,1,1,2,,,,,,,,
12146,2,,2,7,3,1,1,2,,,,,,,,
12147,2,,99,5,3,2,1,2,,,,,,,,
12148,4,5,99,4,4,2,1,2,,,,,,,,
12149,2,,99,4,3,2,1,2,,,,,,,,
12150,2,,1,6,2,1,1,2,,,,,,,,
12151,3,,1,6,1,2,1,1,,,,,,,,
12152,2,,2,6,5,1,1,2,,,,,,,,
12153,1,,2,5,5,1,1,2,,,,,,,,
12154,2,,2,6,5,1,2,1,,,,,,,,
12155,2,,2,5,3,1,1,1,,,,,,,,
12156,2,,2,7,5,1,1,2,,,,,,,,
12157,2,,99,5,5,1,1,2,,,,,,,,
12158,2,,99,4,5,1,1,2,,,,,,,,
12159,,,,,,,,,,,,,,,,
12160,2,,1,6,2,1,1,2,,,,,,,,
12161,2,,1,13,4,1,1,2,,,,,,,,
12162,2,,6,4,2,1,1,2,2,,2,,,2,,2
12163,2,,99,5,1,1,1,2,,,,,,,,
12164,1,,2,6,4,1,1,2,,,,,,,,
12165,2,,3,8,2,2,1,2,,,,,,,,
12166,2,,3,11,5,1,2,2,,,,,,,,
12167,,,,,,,,,,,,,,,,
12168,2,,4,5,1,2,1,2,,,,,,,,
12169,4,7,1,6,1,2,1,2,,,,,,,,
12170,2,,99,6,1,2,1,2,,,,,,,,
12171,2,,99,5,1,2,1,2,1,2,2,,,1,2,2
12172,2,,4,7,3,1,1,2,,,,,,,,
12173,4,6,3,5,2,2,1,2,,,,,,,,
12174,2,,99,2,2,2,1,2,,,,,,,,
12175,2,,3,5,5,1,1,2,,,,,,,,
12176,4,1,99,5,4,2,1,2,,,,,,,,
12177,2,,3,8,5,1,1,2,,,,,,,,
12178,4,6,99,4,1,2,1,2,2,,2,,,2,,2
12179,2,,2,8,3,1,1,2,,,,,,,,
12180,2,,6,8,2,1,1,2,,,,,,,,
12181,2,,6,6,5,1,1,2,,,,,,,,
12182,5,,99,5,3,2,1,2,1,2,2,,,2,,1
12183,2,,1,8,4,1,1,2,1,2,2,,,2,,2
12184,2,,2,10,3,1,1,1,,,,,,,,
12185,2,,2,5,5,1,1,2,,,,,,,,
12186,1,,3,4,3,1,1,2,,,,,,,,
12187,2,,5,6,5,1,1,2,,,,,,,,
12188,2,,6,5,5,1,1,1,,,,,,,,
12189,4,6,99,6,2,2,1,2,,,,,,,,
12190,4,7,1,4,3,2,1,1,,,,,,,,
12191,2,,2,9,3,1,1,1,2,,2,,,1,2,2
12192,2,,1,9,4,1,1,2,2,,2,,,2,,2
12193,2,,3,5,4,1,1,1,,,,,,,,
12194,4,6,99,4,2,2,1,2,,,,,,,,
12195,3,,4,4,5,2,2,1,,,,,,,,
12196,4,4,99,4,2,2,1,2,,,,,,,,
12197,2,,4,7,2,1,2,2,,,,,,,,
12198,1,,2,4,1,1,1,2,,,,,,,,
12199,1,,1,6,4,1,1,2,,,,,,,,
12200,2,,6,5,4,1,1,1,,,,,,,,
12201,2,,4,4,2,1,1,2,,,,,,,,
12202,4,3,99,6,4,3,1,2,,,,,,,,
12203,2,,99,8,1,1,1,2,,,,,,,,
12204,3,,99,6,3,1,1,2,,,,,,,,
12205,2,,3,5,5,1,1,2,,,,,,,,
12206,2,,99,8,4,2,1,2,,,,,,,,
12207,2,,4,7,3,1,1,2,,,,,,,,
12208,1,,2,7,5,1,1,2,,,,,,,,
12209,2,,1,9,4,1,1,1,1,2,2,,,2,,2
12210,2,,2,8,3,1,1,1,,,,,,,,
12211,2,,5,10,5,2,1,2,,,,,,,,
12212,2,,2,7,4,1,1,2,2,,1,2,,1,1,2
12213,2,,2,8,5,1,2,1,,,,,,,,
12214,2,,2,8,4,1,1,2,,,,,,,,
12215,2,,99,4,3,2,1,2,,,,,,,,
12216,4,5,1,5,4,1,1,1,,,,,,,,
12217,4,6,6,3,3,2,1,1,,,,,,,,
12218,2,,99,4,2,2,1,2,,,,,,,,
12219,2,,2,12,3,1,2,1,,,,,,,,
12220,3,,6,11,5,1,1,2,,,,,,,,
12221,1,,99,4,1,1,1,2,2,,2,,,1,2,2
12222,1,,6,7,3,1,1,2,,,,,,,,
12223,2,,3,7,5,1,1,2,,,,,,,,
12224,4,4,6,4,3,2,1,2,,,,,,,,
12225,2,,1,10,3,1,1,1,,,,,,,,
12226,4,5,3,6,4,2,1,2,,,,,,,,
12227,2,,3,8,1,1,1,1,1,2,2,,,2,,2
12228,2,,6,11,5,1,1,1,,,,,,,,
12229,2,,99,4,1,1,1,1,2,,2,,,2,,2
12230,2,,3,4,1,2,1,2,,,,,,,,
12231,2,,99,5,3,1,1,2,,,,,,,,
12232,2,,3,9,4,1,1,1,,,,,,,,
12233,3,,3,7,4,1,1,2,,,,,,,,
12234,3,,6,8,5,1,1,2,,,,,,,,
12235,2,,4,8,1,1,1,2,,,,,,,,
12236,2,,6,5,5,1,1,1,,,,,,,,
12237,2,,2,9,4,1,1,2,,,,,,,,
12238,2,,2,8,3,1,1,1,,,,,,,,
12239,2,,3,5,2,2,1,2,2,,2,,,2,,2
12240,2,,6,11,5,1,2,1,,,,,,,,
12241,3,,99,4,3,2,1,2,,,,,,,,
12242,4,6,3,4,1,2,1,2,,,,,,,,
12243,2,,99,6,5,1,1,2,2,,2,,,2,,2
12244,2,,1,10,4,1,2,1,2,,2,,,2,,2
12245,4,3,4,7,2,2,1,2,,,,,,,,
12246,2,,6,8,5,1,1,2,,,,,,,,
12247,2,,3,5,4,1,1,1,,,,,,,,
12248,2,,2,7,1,2,1,1,,,,,,,,
12249,1,,3,4,3,1,1,1,,,,,,,,
12250,2,,4,4,2,1,2,2,,,,,,,,
12251,2,,3,7,5,1,1,2,,,,,,,,
12252,4,1,99,5,3,2,1,2,,,,,,,,
12253,4,4,99,5,1,2,1,2,,,,,,,,
12254,2,,6,6,5,1,1,2,,,,,,,,
12255,2,,4,9,3,1,1,2,2,,2,,,1,2,2
12256,2,,3,8,5,1,1,1,,,,,,,,
12257,4,3,99,5,2,2,1,2,,,,,,,,
12258,4,3,6,2,5,2,1,2,,,,,,,,
12259,2,,1,7,5,2,3,2,,,,,,,,
12260,2,,99,999,5,1,1,2,,,,,,,,
12261,4,1,99,3,2,2,1,2,,,,,,,,
12262,3,,99,4,3,2,1,2,2,,1,1,2,2,,2
12263,,,,,,,,,,,,,,,,
12264,2,,3,5,4,1,1,2,,,,,,,,
12265,2,,3,6,5,1,2,1,,,,,,,,
12266,,,,,,,,,,,,,,,,
12267,4,1,99,4,3,2,1,2,,,,,,,,
12268,2,,3,9,5,1,1,2,,,,,,,,
12269,1,,1,6,4,1,2,2,,,,,,,,
12270,2,,4,7,4,1,2,2,,,,,,,,
12271,2,,2,1,3,1,1,2,,,,,,,,
12272,2,,1,5,4,1,1,2,,,,,,,,
12273,2,,5,7,4,1,1,2,,,,,,,,
12274,2,,4,3,2,2,1,2,,,,,,,,
12275,2,,3,5,3,2,1,2,2,,1,2,,2,,2
12276,2,,3,6,5,1,1,2,,,,,,,,
12277,2,,99,7,5,1,1,2,,,,,,,,
12278,2,,5,5,3,1,1,2,,,,,,,,
12279,4,5,99,4,1,2,1,2,,,,,,,,
12280,4,5,99,4,1,2,1,2,,,,,,,,
12281,2,,1,9,3,1,1,2,,,,,,,,
12282,2,,4,5,5,1,1,2,,,,,,,,
12283,4,4,3,5,1,2,1,2,,,,,,,,
12284,2,,6,5,2,1,1,1,,,,,,,,
12285,2,,3,5,2,1,1,2,2,,1,2,,1,2,1
12286,4,3,99,4,1,2,1,1,9,,2,,,2,,9
12287,2,,3,5,5,1,1,2,,,,,,,,
12288,5,,6,13,3,3,1,9,,,,,,,,
12289,2,,2,8,4,1,1,2,,,,,,,,
12290,2,,99,6,1,1,1,2,,,,,,,,
12291,1,,1,5,2,1,1,2,2,,2,,,2,,2
12292,4,4,3,5,3,2,1,2,,,,,,,,
12293,2,,1,8,1,1,1,1,,,,,,,,
12294,3,,2,6,5,1,1,1,,,,,,,,
12295,4,5,99,5,1,2,1,2,,,,,,,,
12296,2,,99,5,2,2,9,2,,,,,,,,
12297,2,,2,5,5,1,1,2,,,,,,,,
12298,2,,1,7,3,1,2,2,,,,,,,,
12299,2,,1,7,3,1,1,2,,,,,,,,
12300,2,,1,8,2,1,1,2,,,,,,,,
12301,2,,3,6,2,1,1,2,1,2,2,,,2,,2
12302,2,,99,5,2,2,1,2,1,2,1,2,,1,1,2
12303,2,,1,8,3,1,1,1,,,,,,,,
12304,2,,3,7,4,2,1,1,,,,,,,,
12305,4,3,3,3,2,2,1,2,,,,,,,,
12306,2,,5,7,1,1,1,2,1,2,1,2,,1,2,2
12307,1,,4,3,1,1,1,2,,,,,,,,
12308,2,,2,7,5,1,1,2,,,,,,,,
12309,2,,2,4,2,2,1,2,2,,2,,,1,2,2
12310,4,7,99,3,1,2,1,2,,,,,,,,
12311,4,1,99,4,1,2,1,2,,,,,,,,
12312,4,3,99,6,4,2,1,2,,,,,,,,
12313,2,,99,7,2,1,1,2,,,,,,,,
12314,4,5,99,4,1,2,1,2,,,,,,,,
12315,1,,1,5,2,1,1,2,,,,,,,,
12316,2,,4,6,2,1,1,2,,,,,,,,
12317,3,,1,6,2,1,1,1,,,,,,,,
12318,4,3,99,6,4,2,1,2,,,,,,,,
12319,4,6,5,2,1,2,1,2,,,,,,,,
12320,2,,99,12,5,1,1,2,,,,,,,,
12321,,,,,,,,,,,,,,,,
12322,1,,1,6,4,1,1,2,,,,,,,,
12323,2,,4,6,2,2,1,2,,,,,,,,
12324,4,3,2,5,2,2,1,2,2,,2,,,2,,2
12325,2,,2,6,5,1,1,1,,,,,,,,
12326,2,,3,8,5,1,1,2,,,,,,,,
12327,2,,3,5,4,1,1,2,,,,,,,,
12328,2,,1,5,4,1,1,2,1,2,2,,,2,,2
12329,2,,4,4,5,2,1,2,,,,,,,,
12330,2,,3,5,3,1,1,1,,,,,,,,
12331,2,,1,6,3,1,2,2,,,,,,,,
12332,4,3,99,4,1,1,1,2,1,2,2,,,2,,2
12333,2,,3,5,3,1,1,2,,,,,,,,
12334,2,,99,8,3,1,1,1,,,,,,,,
12335,3,,6,6,5,1,1,2,,,,,,,,
12336,2,,4,6,2,1,1,1,,,,,,,,
12337,2,,2,6,5,1,1,2,,,,,,,,
12338,,,,,,,,,,,,,,,,
12339,2,,4,9,3,1,1,2,,,,,,,,
12340,2,,3,9,3,1,1,2,,,,,,,,
12341,2,,2,6,4,1,1,2,,,,,,,,
12342,3,,6,5,4,2,1,2,,,,,,,,
12343,2,,99,4,3,2,1,2,,,,,,,,
12344,4,1,99,6,2,2,1,2,2,,2,,,2,,2
12345,2,,4,5,5,1,1,2,,,,,,,,
12346,3,,99,5,3,2,1,2,,,,,,,,
12347,2,,99,6,5,1,1,2,,,,,,,,
12348,4,4,1,6,4,2,1,2,,,,,,,,
12349,4,3,99,4,1,2,1,2,,,,,,,,
12350,4,6,3,4,1,2,1,2,2,,2,,,2,,2
12351,2,,4,6,3,1,1,1,,,,,,,,
12352,2,,6,5,5,1,1,1,,,,,,,,
12353,2,,99,10,3,1,1,2,,,,,,,,
12354,1,,2,4,3,1,1,2,2,,2,,,2,,2
12355,2,,6,5,5,1,2,2,,,,,,,,
12356,2,,1,5,1,1,1,2,2,,2,,,2,,2
12357,2,,99,5,77,7,1,2,,,,,,,,
12358,2,,6,3,2,1,1,2,,,,,,,,
12359,2,,99,4,3,2,1,2,,,,,,,,
12360,1,,1,5,4,1,1,2,,,,,,,,
12361,2,,99,5,4,2,1,2,,,,,,,,
12362,2,,99,5,1,2,2,1,2,,2,,,2,,2
12363,2,,2,12,5,1,1,1,2,,1,2,,2,,2
12364,2,,99,6,5,1,1,2,,,,,,,,
12365,4,1,99,4,3,2,1,2,,,,,,,,
12366,2,,2,6,5,1,1,2,,,,,,,,
12367,4,4,99,5,4,2,1,2,,,,,,,,
12368,2,,3,6,5,1,1,2,,,,,,,,
12369,4,3,6,5,2,2,1,2,,,,,,,,
12370,4,4,1,5,1,2,1,2,,,,,,,,
12371,3,,99,4,3,2,1,2,,,,,,,,
12372,2,,3,11,5,1,1,1,,,,,,,,
12373,1,,99,6,3,1,1,2,,,,,,,,
12374,4,7,1,3,3,2,1,2,,,,,,,,
12375,2,,3,6,4,2,1,1,,,,,,,,
12376,1,,99,3,2,2,1,2,,,,,,,,
12377,2,,99,5,3,1,9,2,,,,,,,,
12378,2,,6,4,1,2,2,1,1,2,2,,,1,2,2
12379,2,,3,6,4,1,1,2,,,,,,,,
12380,4,6,99,3,2,2,1,2,2,,1,2,,2,,2
12381,2,,4,5,2,3,1,2,,,,,,,,
12382,2,,1,13,3,1,1,2,,,,,,,,
12383,3,,99,5,1,2,1,2,,,,,,,,
12384,2,,99,11,1,2,1,2,,,,,,,,
12385,2,,3,7,5,1,1,2,,,,,,,,
12386,3,,3,6,2,2,1,2,,,,,,,,
12387,1,,99,5,1,2,1,2,2,,2,,,2,,2
12388,2,,2,6,2,1,1,2,2,,2,,,2,,2
12389,4,1,99,5,2,2,1,2,2,,2,,,2,,2
12390,2,,6,5,1,1,1,2,,,,,,,,
12391,2,,6,6,5,1,1,2,,,,,,,,
12392,2,,3,5,1,1,1,1,,,,,,,,
12393,4,5,99,6,1,2,1,2,2,,2,,,2,,2
12394,2,,4,5,5,1,1,2,,,,,,,,
12395,4,99,99,4,1,2,1,2,,,,,,,,
12396,4,6,1,4,4,2,1,2,,,,,,,,
12397,1,,2,7,3,2,1,2,,,,,,,,
12398,2,,77,6,2,2,1,2,,,,,,,,
12399,2,,4,6,2,1,1,1,,,,,,,,
12400,2,,99,9,3,1,1,2,1,2,2,,,2,,2
12401,2,,99,4,3,2,1,2,,,,,,,,
12402,3,,2,10,2,1,1,1,,,,,,,,
12403,2,,4,6,4,1,1,2,,,,,,,,
12404,4,7,1,3,2,2,1,2,,,,,,,,
12405,2,,2,6,4,1,1,2,,,,,,,,
12406,3,,99,5,4,2,1,2,,,,,,,,
12407,2,,2,9,5,1,1,1,,,,,,,,
12408,2,,99,4,2,2,1,2,,,,,,,,
12409,2,,99,4,2,2,1,2,,,,,,,,
12410,4,3,99,3,1,2,1,2,,,,,,,,
12411,1,,2,6,1,1,1,2,2,,2,,,2,,2
12412,4,7,99,3,1,2,1,2,1,2,2,,,2,,2
12413,2,,6,7,5,1,1,2,,,,,,,,
12414,3,,2,5,3,1,1,1,,,,,,,,
12415,2,,1,9,4,1,2,1,1,2,2,,,2,,2
12416,2,,2,6,5,1,2,2,,,,,,,,
12417,3,,2,5,3,2,1,1,,,,,,,,
12418,3,,2,6,1,2,1,2,,,,,,,,
12419,2,,2,5,2,1,1,1,,,,,,,,
12420,1,,1,7,1,1,1,2,,,,,,,,
12421,2,,3,11,5,1,1,2,,,,,,,,
12422,4,6,99,3,2,2,1,2,,,,,,,,
12423,2,,6,7,3,1,1,2,2,,2,,,1,2,2
12424,1,,1,9,4,1,1,2,,,,,,,,
12425,2,,3,10,4,1,1,2,,,,,,,,
12426,2,,3,7,5,1,1,2,,,,,,,,
12427,1,,99,4,3,2,1,2,,,,,,,,
12428,3,,3,5,2,1,1,2,,,,,,,,
12429,2,,3,6,5,1,1,2,,,,,,,,
12430,2,,2,5,2,1,1,1,,,,,,,,
12431,,,,,,,,,,,,,,,,
12432,4,4,99,2,1,2,1,2,,,,,,,,
12433,2,,99,4,4,2,1,2,,,,,,,,
12434,2,,6,5,5,1,1,1,,,,,,,,
12435,4,1,3,2,1,2,1,2,2,,2,,,2,,2
12436,2,,2,5,1,2,1,2,1,2,1,2,,1,2,2
12437,2,,1,9,2,1,1,2,,,,,,,,
12438,4,5,1,5,1,2,1,2,2,,2,,,2,,2
12439,4,1,99,6,4,2,1,2,,,,,,,,
12440,2,,3,6,5,1,1,2,,,,,,,,
12441,,,,,,,,,,,,,,,,
12442,2,,4,6,5,1,1,2,,,,,,,,
12443,4,7,2,3,4,2,1,2,,,,,,,,
12444,2,,6,9,4,1,2,1,,,,,,,,
12445,4,4,99,5,2,2,1,2,2,,2,,,2,,2
12446,2,,1,13,3,1,1,1,,,,,,,,
12447,2,,3,6,2,1,1,2,,,,,,,,
12448,2,,4,6,4,1,1,1,1,1,1,2,,1,2,1
12449,2,,2,7,1,2,1,2,,,,,,,,
12450,2,,2,7,2,1,1,2,,,,,,,,
12451,3,,3,5,3,1,2,2,,,,,,,,
12452,2,,2,5,5,1,1,2,,,,,,,,
12453,4,7,3,6,2,2,1,2,,,,,,,,
12454,3,,6,5,5,1,1,2,,,,,,,,
12455,2,,3,10,4,1,1,2,2,,2,,,2,,2
12456,3,,1,4,1,2,1,2,2,,2,,,2,,2
12457,2,,3,6,4,1,1,1,,,,,,,,
12458,4,5,3,4,3,2,1,2,,,,,,,,
12459,4,6,99,4,3,2,1,2,,,,,,,,
12460,1,,2,5,1,1,1,2,,,,,,,,
12461,2,,2,7,4,1,1,2,,,,,,,,
12462,2,,3,8,5,1,1,2,2,,2,,,1,2,2
12463,2,,99,4,2,2,1,2,2,,2,,,2,,2
12464,2,,99,5,4,1,1,2,,,,,,,,
12465,4,4,99,3,1,2,1,2,,,,,,,,
12466,2,,2,11,4,1,1,2,,,,,,,,
12467,1,,2,4,5,1,2,2,,,,,,,,
12468,2,,3,9,3,1,1,2,,,,,,,,
12469,2,,2,7,5,1,1,1,,,,,,,,
12470,5,,1,9,1,1,2,1,,,,,,,,
12471,3,,3,5,1,2,1,2,,,,,,,,
12472,2,,1,6,3,2,1,2,,,,,,,,
12473,2,,4,6,5,1,1,2,,,,,,,,
12474,2,,4,6,4,1,1,1,,,,,,,,
12475,2,,3,5,3,2,1,2,,,,,,,,
12476,4,5,99,4,1,2,1,1,,,,,,,,
12477,1,,3,7,5,1,1,2,,,,,,,,
12478,4,3,99,4,2,2,1,1,,,,,,,,
12479,2,,6,6,1,2,1,1,,,,,,,,
12480,4,4,6,6,3,1,1,2,,,,,,,,
12481,2,,2,7,5,1,1,2,,,,,,,,
12482,2,,3,6,2,2,1,2,,,,,,,,
12483,4,5,99,5,2,2,1,2,,,,,,,,
12484,2,,2,9,5,1,1,1,,,,,,,,
12485,2,,2,6,4,1,1,2,,,,,,,,
12486,2,,4,8,3,2,1,2,,,,,,,,
12487,2,,99,4,1,2,1,2,,,,,,,,
12488,4,7,1,1,2,2,1,2,,,,,,,,
12489,2,,99,6,2,3,1,2,,,,,,,,
12490,4,4,99,5,1,2,1,2,,,,,,,,
12491,2,,6,7,5,1,1,2,,,,,,,,
12492,2,,4,4,1,1,1,2,,,,,,,,
12493,2,,99,5,1,2,1,2,,,,,,,,
12494,2,,1,8,3,1,1,2,,,,,,,,
12495,4,5,1,5,3,2,1,2,,,,,,,,
12496,2,,4,6,5,1,1,2,,,,,,,,
12497,2,,4,8,2,1,1,1,2,,1,2,,1,2,2
12498,2,,99,5,5,1,1,2,2,,2,,,1,2,2
12499,1,,1,6,2,1,1,2,,,,,,,,
12500,1,,1,4,4,1,1,9,2,,2,,,2,,2
12501,2,,2,7,5,1,1,2,,,,,,,,
12502,2,,4,4,5,1,1,2,,,,,,,,
12503,2,,6,5,5,1,2,1,,,,,,,,
12504,2,,99,6,1,2,1,2,,,,,,,,
12505,2,,3,8,5,1,1,2,,,,,,,,
12506,2,,99,5,2,1,1,2,,,,,,,,
12507,2,,99,7,3,1,1,1,2,,2,,,1,2,2
12508,3,,2,3,1,1,1,1,,,,,,,,
12509,2,,99,5,2,2,1,2,,,,,,,,
12510,3,,2,7,3,1,1,2,,,,,,,,
12511,1,,3,6,5,1,1,1,,,,,,,,
12512,2,,3,8,4,1,1,2,,,,,,,,
12513,4,3,99,6,5,2,1,2,,,,,,,,
12514,2,,1,11,3,1,1,2,,,,,,,,
12515,2,,99,4,2,1,1,2,,,,,,,,
12516,4,5,99,4,1,2,1,2,,,,,,,,
12517,1,,6,7,3,1,1,2,,,,,,,,
12518,2,,3,7,3,1,1,2,,,,,,,,
12519,4,4,3,5,2,2,1,2,,,,,,,,
12520,2,,4,5,4,2,1,2,,,,,,,,
12521,2,,1,10,2,1,2,2,,,,,,,,
12522,2,,3,11,4,1,1,1,,,,,,,,
12523,2,,4,10,5,1,1,1,,,,,,,,
12524,2,,5,8,4,2,1,2,,,,,,,,
12525,4,5,1,5,3,2,1,2,,,,,,,,
12526,1,,1,5,4,1,2,2,,,,,,,,
12527,2,,99,8,4,1,1,2,,,,,,,,
12528,2,,6,6,1,2,1,2,,,,,,,,
12529,1,,1,6,2,1,1,2,,,,,,,,
12530,4,1,99,5,1,2,1,2,,,,,,,,
12531,2,,1,6,1,1,1,2,,,,,,,,
12532,2,,6,8,5,1,1,2,,,,,,,,
12533,1,,1,5,1,2,2,9,,,,,,,,
12534,2,,6,4,4,1,1,2,,,,,,,,
12535,2,,1,9,1,1,1,2,,,,,,,,
12536,1,,1,6,4,1,2,2,,,,,,,,
12537,2,,6,7,5,1,1,1,,,,,,,,
12538,2,,6,6,1,2,1,2,,,,,,,,
12539,2,,2,10,5,1,1,2,,,,,,,,
12540,2,,2,8,2,1,1,2,,,,,,,,
12541,4,4,99,4,1,2,1,2,9,,2,,,2,,2
12542,2,,2,8,5,1,1,1,,,,,,,,
12543,2,,5,8,3,1,1,2,,,,,,,,
12544,1,,3,6,3,1,1,2,,,,,,,,
12545,,,,,,,,,,,,,,,,
12546,2,,3,5,5,1,2,2,,,,,,,,
12547,2,,99,5,2,2,1,1,,,,,,,,
12548,4,1,99,3,1,2,1,2,,,,,,,,
12549,2,,2,5,2,2,1,2,,,,,,,,
12550,2,,3,9,5,1,1,2,,,,,,,,
12551,4,5,1,4,2,2,1,1,,,,,,,,
12552,2,,3,7,5,1,1,2,,,,,,,,
12553,4,6,2,3,1,2,1,2,,,,,,,,
12554,2,,3,8,2,1,1,2,,,,,,,,
12555,2,,4,10,5,3,1,2,,,,,,,,
