"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
13470,1,36,,2,27,1,8,2,,2,2,,,,2,,,,,,,,,
13471,4,,,,,,,,,,,,,3,1,12,228,2,,,,,,
13472,1,30,2,22,1,1,84,2,,,2,,,,2,,,,,,,,,
13473,4,,,,,,,,,,,,,2,1,27,72,1,1,8,2,4,,
13475,4,,,,,,,,,,,,,6,1,21,240,2,,,,4,,
13476,1,82,,22,35,1,48,1,1,2,1,1,5,,1,35,144,,1,13,2,,,
13477,4,,,,,,,,,,,,,4,1,31,96,1,1,5,1,,,
13478,4,,,,,,,,,,,,,3,1,23,252,,,,,,,
13479,1,40,,27,11,1,36,2,,2,2,,,,2,,,,,,,,,
13481,1,60,,30,1,1,48,2,,,2,,,,2,,,,,,,4,,
13482,1,40,,17,39,1,2,2,,,1,2,,,1,37,96,,1,8,2,,,
13484,4,,,,,,,,,,,,,1,1,22,36,2,,,,,,
13486,1,35,,8,11,1,120,2,,,1,2,,,1,30,444,,1,1,2,,,
13488,4,,,,,,,,,,,,,3,1,38,312,1,2,,,,,
13489,4,,,,,,,,,,,,,3,1,17,360,2,,,,,,
13490,4,,,,,,,,,,,,,3,1,7,420,2,,,,,,
13493,1,64,,20,31,1,60,2,,1,1,1,12,,3,,240,,1,12,1,,,
13494,4,,,,,,,,,,,,,1,1,40,36,2,,,,,,
13496,1,44,,4,37,1,18,2,,1,2,,,,1,26,48,,,,,,,
13498,1,40,,8,33,1,84,2,,2,1,1,8,,1,9,240,,2,,,4,,
13500,1,60,,22,40,1,1,2,,,2,,,,1,21,24,,,,,,,
13501,1,24,2,28,11,1,6,2,,,2,,,,1,21,36,,,,,,,
13502,1,40,,40,5,4,12,2,,,2,,,,1,5,300,,,,,4,,
13504,2,,2,2,27,1,3,2,,1,1,1,2,,1,34,4,,1,3,2,,,
13505,2,,1,21,23,1,108,2,,2,2,,,,2,,,,,,,,,
13506,1,50,,14,1,1,36,2,,2,2,,,,2,,,,,,,,,
13507,4,,,,,,,,,,,,,3,1,35,132,2,,,,,,
13508,4,,,,,,,,,,,,,4,1,13,60,2,,,,,,
13510,4,,,,,,,,,,,,,3,1,12,240,2,,,,,,
13511,4,,,,,,,,,,,,,3,1,16,324,2,,,,,,
13512,1,50,,42,2,1,24,2,,2,2,,,,1,3,120,,,,,,,
13513,1,40,,28,11,1,3,2,,2,2,,,,2,,,,,,,,,
13515,1,40,,42,5,1,6,2,,2,2,,,,1,5,180,,,,,,,
13516,1,40,,28,36,1,96,2,,2,2,,,,2,,,,,,,,,
13517,1,50,,28,11,5,300,2,,2,2,,,,2,,,,,,,,,
13518,1,40,,40,5,3,408,2,,2,2,,,,2,,,,,,,,,
13519,4,,,,,,,,,,,,,3,1,7,240,2,,,,,,
13523,1,42,,9,21,1,9,2,,,2,,,,1,6,120,,,,,3,,28
13524,1,56,,25,8,1,48,2,,,2,,,,2,,,,,,,,,
13525,2,,2,28,9,5,540,2,,2,2,,,,2,,,,,,,,,
13526,4,,,,,,,,,,,,,3,1,24,636,2,,,,,,
13528,1,30,1,30,10,1,216,1,3,2,2,,,,2,,,,,,,,,
13529,1,38,,30,16,1,5,2,,,2,,,,1,4,48,,,,,,,
13530,4,,,,,,,,,,,,,1,1,22,36,2,,,,,,
13532,4,,,,,,,,,,,,,1,1,24,4,2,,,,,,
13537,1,8,2,31,1,5,360,2,,,2,,,,2,,,,,,,,,
13538,4,,,,,,,,,,,,,2,4,,,,,,,,,
13539,1,43,,38,4,1,180,2,,2,2,,,,2,,,,,,,,,
13540,1,25,2,26,11,1,8,2,,2,2,,,,1,3,24,,,,,,,
13541,4,,,,,,,,,,,,,1,1,7,6,2,,,,,,
13542,4,,,,,,,,,,,,,4,4,,,,,,,,,
13543,1,37,,27,21,1,1,2,,2,2,,,,1,23,18,,,,,,,
13545,4,,,,,,,,,,,,,3,1,33,600,,,,,,,
13548,4,,,,,,,,,,,,,4,1,26,240,2,,,,,,
13549,4,,,,,,,,,,,,,3,1,32,276,1,1,8,2,,,
13551,1,40,,28,11,1,60,2,,,2,,,,2,,,,,,,3,,21
13552,1,55,,30,1,1,12,2,,2,2,,,,2,,,,,,,4,,
13553,1,16,2,30,2,1,132,2,,2,2,,,,2,,,,,,,,,
13554,4,,,,,,,,,,,,,3,1,1,300,,,,,,,
13555,1,50,,40,5,3,108,2,,2,2,,,,2,,,,,,,,,
13556,4,,,,,,,,,,,,,3,1,30,420,1,1,9,1,,,
13558,1,80,,17,35,1,144,2,,,2,,,,2,,,,,,,,,
13559,1,30,1,30,10,5,10,2,,,1,2,,,1,35,36,,1,3,2,4,,
13560,4,,,,,,,,,,,,,1,1,14,24,2,,,,,,
13561,1,40,,41,5,1,12,2,,2,2,,,,2,,,,,,,,,
13562,4,,,,,,,,,,,,,3,1,2,120,2,,,,,,
13563,1,30,2,26,31,1,5,2,,2,2,,,,2,,,,,,,,,
13564,1,24,1,4,30,1,192,2,,2,2,,,,2,,,,,,,,,
13565,1,20,2,27,19,1,1,1,4,,2,,,,1,16,0,,,,,,,
13566,4,,,,,,,,,,,,,4,1,11,288,2,,,,,,
13567,4,,,,,,,,,,,,,3,1,14,288,2,,,,,,
13568,4,,,,,,,,,,,,,3,1,1,600,2,,,,,,
13570,1,20,2,40,5,3,120,2,,2,2,,,,2,,,,,,,,,
13571,4,,,,,,,,,,,,,3,1,25,420,2,,,,,,
13572,1,22,2,27,20,1,18,1,1,2,2,,,,2,,,,,,,4,,
13574,1,30,2,27,19,1,12,2,,2,2,,,,2,,,,,,,,,
13575,4,,,,,,,,,,,,,1,4,,,,,,,,,
13576,4,,,,,,,,,,,,,4,1,31,240,,,,,,,
13577,1,40,,18,6,1,60,2,,,1,2,,,1,16,36,,2,,,4,,
13582,4,,,,,,,,,,,,,7,1,12,96,2,,,,,,
13583,4,,,,,,,,,,,,,3,1,12,252,,,,,,,
13585,1,60,,32,29,1,6,1,1,2,2,,,,1,5,180,,,,,,,
13587,4,,,,,,,,,,,,,4,1,37,99999,2,,,,,,
13589,3,,,,,,,,,,,,,,1,35,60,1,2,,,,,
13590,1,40,,38,4,1,456,2,,,2,,,,2,,,,,,,,,
13591,1,44,,29,16,1,36,2,,,2,,,,2,,,,,,,1,19,27
13593,2,,1,18,14,2,252,2,,2,2,,,,2,,,,,,,,,
13594,1,28,2,27,19,1,1,2,,2,2,,,,2,,,,,,,,,
13596,1,50,,4,30,1,48,1,8,2,2,,,,2,,,,,,,,,
13597,1,40,,17,15,1,264,2,,,2,,,,2,,,,,,,,,
13598,4,,,,,,,,,,,,,2,4,,,,,,,,,
13601,4,,,,,,,,,,,,,4,1,41,72,1,1,8,1,,,
13604,4,,,,,,,,,,,,,3,1,40,120,2,,,,,,
13605,3,,,,,,,,,,,,,,4,,,,,,,,,
13609,1,54,,23,9,1,96,2,,2,2,,,,2,,,,,,,,,
13611,1,7,2,24,21,1,0,2,,2,1,2,,,1,19,36,,2,,,,,
13616,1,24,2,23,11,1,24,2,,2,2,,,,1,11,24,,,,,,,
13617,4,,,,,,,,,,,,,2,4,,,,,,,,,
13618,4,,,,,,,,,,,,,4,1,20,72,1,2,,,4,,
13620,4,,,,,,,,,,,,,3,1,17,240,2,,,,,,
13621,1,20,2,39,19,1,12,2,,2,1,2,,,1,21,24,,2,,,,,
13622,4,,,,,,,,,,,,,3,1,12,180,,,,,,,
13624,1,48,,27,20,1,216,2,,,2,,,,2,,,,,,,,,
13625,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
13626,1,3,2,14,3,1,72,2,,2,2,,,,2,,,,,,,,,
13627,4,,,,,,,,,,,,,6,1,27,4,2,,,,,,
13629,1,40,,40,7,4,552,2,,2,1,2,,,2,,,,,,,,,
13631,4,,,,,,,,,,,,,2,4,,,,,,,,,
13632,4,,,,,,,,,,,,,7,1,38,60,2,,,,,,
13633,1,50,,13,3,1,324,2,,,2,,,,2,,,,,,,4,,
13634,4,,,,,,,,,,,,,2,1,14,3,2,,,,,,
13635,4,,,,,,,,,,,,,3,1,11,480,2,,,,,,
13637,4,,,,,,,,,,,,,1,1,6,120,1,2,,,,,
13639,4,,,,,,,,,,,,,3,1,17,480,2,,,,,,
13640,4,,,,,,,,,,,,,2,1,11,5,,,,,,,
13641,1,18,2,27,21,1,6,2,,2,2,,,,2,,,,,,,,,
13642,1,25,2,31,12,1,12,2,,2,2,,,,1,21,24,,,,,,,
13643,4,,,,,,,,,,,,,3,1,16,108,2,,,,,,
13644,4,,,,,,,,,,,,,1,1,16,60,2,,,,4,,
13648,1,40,,31,18,1,3,2,,2,2,,,,1,28,36,,,,,,,
13651,1,40,,38,29,3,120,2,,2,2,,,,2,,,,,,,,,
13652,2,,1,31,16,1,24,1,1,,2,,,,1,21,18,,,,,,,
13654,1,55,,25,40,1,30,1,1,1,1,1,10,,1,35,120,,,,,,,
13655,4,,,,,,,,,,,,,6,1,24,60,2,,,,4,,
13656,1,7,2,40,29,1,2,2,,,2,,,,1,30,24,,,,,4,,
13657,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
13658,4,,,,,,,,,,,,,5,1,37,180,2,,,,,,
13660,4,,,,,,,,,,,,,3,1,12,120,2,,,,,,
13663,1,40,,18,24,1,120,2,,2,2,,,,2,,,,,,,,,
13665,1,40,,9,15,1,12,2,,2,1,1,5,,1,37,204,,1,8,2,,,
13666,4,,,,,,,,,,,,,1,1,15,72,2,,,,,,
13669,4,,,,,,,,,,,,,2,1,3,60,2,,,,,,
13670,4,,,,,,,,,,,,,2,1,11,3,1,1,5,2,,,
13672,1,40,,31,34,5,9,2,,,2,,,,2,,,,,,,,,
13673,4,,,,,,,,,,,,,3,1,8,420,,,,,,,
13677,1,40,,37,4,1,36,2,,2,1,2,,,1,31,288,,1,3,2,,,
13678,4,,,,,,,,,,,,,3,1,16,36,2,,,,,,
13679,4,,,,,,,,,,,,,1,1,22,48,2,,,,,,
13680,4,,,,,,,,,,,,,3,1,35,216,2,,,,,,
13681,1,50,,31,6,1,24,2,,2,2,,,,2,,,,,,,,,
13682,4,,,,,,,,,,,,,1,1,6,120,2,,,,4,,
13684,1,20,2,42,2,5,72,2,,,2,,,,2,,,,,,,,,
13685,1,44,,14,3,1,4,2,,,2,,,,2,,,,,,,,,
13686,4,,,,,,,,,,,,,4,1,22,192,,,,,,,
13690,1,47,,27,20,1,12,2,,,1,2,,,1,27,12,,1,8,2,,,
13691,4,,,,,,,,,,,,,7,4,,,,,,,,,
13692,2,,1,42,7,1,336,2,,2,2,,,,2,,,,,,,,,
13693,1,43,,18,14,4,252,2,,2,2,,,,2,,,,,,,,,
13697,1,22,2,23,11,1,36,2,,,2,,,,2,,,,,,,,,
13701,4,,,,,,,,,,,,,3,1,22,132,2,,,,,,
13702,4,,,,,,,,,,,,,3,1,1,60,2,,,,,,
13703,1,38,,27,21,1,8,2,,,2,,,,1,19,24,,,,,,,
13707,1,50,,29,16,1,60,2,,,2,,,,2,,,,,,,,,
13709,4,,,,,,,,,,,,,3,1,1,420,2,,,,,,
13712,4,,,,,,,,,,,,,3,1,30,420,1,1,8,1,,,
13714,1,32,1,31,21,1,43,1,1,2,2,,,,2,,,,,,,,,
13715,4,,,,,,,,,,,,,4,1,26,252,1,1,12,2,,,
13716,1,40,,5,16,1,264,2,,,1,2,,,2,,,,,,,,,
13717,4,,,,,,,,,,,,,3,1,1,240,2,,,,,,
13721,1,40,,17,35,1,240,2,,,2,,,,2,,,,,,,,,
13722,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
13723,1,10,2,40,16,1,9,2,,,2,,,,1,19,24,,,,,,,
13724,1,54,,1,26,1,132,2,,2,2,,,,2,,,,,,,,,
13726,1,50,,43,18,4,72,1,1,1,1,1,1,,2,,,,,,,4,,
13727,4,,,,,,,,,,,,,1,4,,,,,,,,,
13728,4,,,,,,,,,,,,,2,1,21,12,2,,,,,,
13730,4,,,,,,,,,,,,,3,1,6,240,2,,,,,,
13731,4,,,,,,,,,,,,,3,1,12,144,2,,,,,,
13732,1,23,2,27,11,1,0,2,,2,2,,,,1,24,48,,,,,,,
13735,4,,,,,,,,,,,,,3,1,1,480,,,,,,,
13736,4,,,,,,,,,,,,,3,1,22,240,2,,,,,,
13737,4,,,,,,,,,,,,,2,4,,,,,,,,,
13739,1,45,,40,3,1,348,2,,2,2,,,,2,,,,,,,,,
13740,1,50,,1,25,1,372,2,,2,2,,,,2,,,,,,,,,
13743,1,15,2,40,21,3,12,2,,2,1,1,1,,1,21,48,,1,4,2,,,
13745,4,,,,,,,,,,,,,7,1,2,72,,,,,,,
13746,4,,,,,,,,,,,,,3,1,3,516,,,,,,,
13749,4,,,,,,,,,,,,,3,1,18,300,2,,,,,,
13751,4,,,,,,,,,,,,,3,1,14,600,,,,,,,
13752,4,,,,,,,,,,,,,7,1,4,240,2,,,,,,
13754,4,,,,,,,,,,,,,6,1,38,120,2,,,,,,
13759,1,72,,43,18,4,36,2,,,2,,,,1,11,240,,,,,,,
13762,1,40,,4,30,1,36,2,,1,1,1,8,,2,,,,,,,,,
13765,4,,,,,,,,,,,,,3,1,1,144,2,,,,,,
13766,1,34,1,28,39,1,12,2,,2,2,,,,2,,,,,,,,,
13767,1,40,,15,15,1,60,2,,,2,,,,1,32,108,,,,,,,
13769,4,,,,,,,,,,,,,1,1,33,60,1,1,8,2,,,
13770,4,,,,,,,,,,,,,4,1,35,96,2,,,,,,
13773,1,84,,28,9,5,132,2,,2,2,,,,2,,,,,,,,,
13780,1,32,1,41,22,1,1,1,1,2,1,2,,,1,39,3,,,,,,,
13782,1,40,,38,4,1,432,2,,2,2,,,,2,,,,,,,,,
13783,1,40,,39,22,5,9,2,,2,2,,,,2,,,,,,,,,
13787,4,,,,,,,,,,,,,3,1,8,300,1,1,8,1,,,
13788,1,14,1,34,13,1,0,2,,2,2,,,,1,23,72,,,,,,,
13789,3,,,,,,,,,,,,,,1,37,18,1,1,8,2,,,
13792,1,30,2,36,6,1,96,2,,2,1,1,1,,2,,,,,,,,,
13795,1,60,,38,8,1,408,2,,1,2,,,,2,,,,,,,,,
13796,4,,,,,,,,,,,,,3,1,5,240,2,,,,,,
13798,1,84,,36,6,5,228,2,,2,2,,,,2,,,,,,,,,
13799,1,80,,10,36,1,60,2,,2,1,1,6,,2,,,,,,,,,
13800,4,,,,,,,,,,,,,3,1,7,612,2,,,,,,
13804,4,,,,,,,,,,,,,3,1,15,300,1,2,,,,,
13805,1,30,2,28,14,1,24,2,,2,2,,,,2,,,,,,,,,
13806,1,2,2,17,35,5,8,2,,2,2,,,,2,,,,,,,,,
13807,4,,,,,,,,,,,,,2,4,,,,,,,,,
13808,4,,,,,,,,,,,,,3,1,24,300,,,,,,,
13809,1,40,,18,16,2,408,2,,,1,2,,,2,,,,,,,,,
13810,4,,,,,,,,,,,,,4,1,32,36,2,,,,,,
13812,1,50,,27,19,1,36,2,,2,2,,,,2,,,,,,,4,,
13813,1,35,,4,30,5,6,2,,2,1,1,3,,1,19,48,,2,,,,,
13814,4,,,,,,,,,,,,,3,1,20,252,2,,,,,,
13815,4,,,,,,,,,,,,,4,1,35,360,1,1,10,2,,,
13817,4,,,,,,,,,,,,,6,4,,,,,,,,,
13820,1,27,1,13,33,1,60,1,0,2,2,,,,1,11,48,,,,,,,
13821,1,10,2,18,35,1,1,2,,2,2,,,,1,5,48,,,,,,,
13822,1,55,,28,9,1,300,2,,,2,,,,2,,,,,,,4,,
13826,4,,,,,,,,,,,,,1,1,14,5,2,,,,,,
13829,4,,,,,,,,,,,,,3,1,11,360,2,,,,,,
13830,4,,,,,,,,,,,,,7,1,22,240,1,1,6,2,,,
13831,4,,,,,,,,,,,,,3,1,31,192,2,,,,,,
13833,4,,,,,,,,,,,,,6,1,26,204,,,,,,,
13834,1,60,,27,20,1,132,2,,2,2,,,,2,,,,,,,,,
13835,4,,,,,,,,,,,,,3,1,5,216,2,,,,,,
13836,4,,,,,,,,,,,,,2,1,16,4,2,,,,4,,
13837,1,45,,40,35,4,9,1,1,2,2,,,,2,,,,,,,,,
13838,4,,,,,,,,,,,,,3,1,30,648,2,,,,,,
13839,1,40,,30,24,1,108,2,,2,2,,,,2,,,,,,,,,
13840,1,50,,39,16,1,96,1,1,2,2,,,,1,11,144,,,,,,,
13842,1,68,,34,20,1,108,2,,2,2,,,,2,,,,,,,,,
13843,1,35,,18,16,2,72,2,,,1,2,,,1,19,240,,1,5,2,,,
13844,1,46,,38,1,4,144,2,,2,2,,,,2,,,,,,,,,
13845,4,,,,,,,,,,,,,1,4,,,,,,,,,
13846,4,,,,,,,,,,,,,3,1,16,504,2,,,,,,
13849,4,,,,,,,,,,,,,3,1,29,180,2,,,,,,
13851,4,,,,,,,,,,,,,2,4,,,,,,,,,
13854,1,74,,13,3,1,72,2,,1,1,1,1,,2,,,,,,,,,
13855,4,,,,,,,,,,,,,1,1,24,144,,,,,,,
13856,1,43,,31,3,1,72,2,,2,1,2,,,1,41,312,,1,1,2,,,
13857,1,40,,30,10,1,17,1,1,2,2,,,,2,,,,,,,,,
13858,1,80,,40,5,5,324,2,,2,1,2,,,2,,,,,,,,,
13859,1,45,,34,23,1,60,2,,2,2,,,,1,22,156,,,,,,,
13860,4,,,,,,,,,,,,,3,1,31,120,2,,,,,,
13862,1,50,,42,3,1,192,2,,1,2,,,,2,,,,,,,,,
13863,1,50,,41,1,1,120,2,,2,2,,,,2,,,,,,,,,
13865,4,,,,,,,,,,,,,3,1,2,360,,,,,,,
13866,4,,,,,,,,,,,,,6,1,39,12,2,,,,,,
13867,4,,,,,,,,,,,,,3,1,26,720,2,,,,,,
13868,1,5,2,40,5,1,3,2,,,2,,,,2,,,,,,,,,
13869,1,38,,28,12,1,6,2,,2,2,,,,1,1,48,,,,,,,
13870,1,30,1,32,31,1,6,2,,1,2,,,,2,,,,,,,,,
13873,1,20,2,17,13,5,48,1,6,,2,,,,2,,,,,,,4,,
13875,4,,,,,,,,,,,,,3,4,,,,,,,,,
13876,1,60,,40,1,4,264,2,,,2,,,,2,,,,,,,,,
13880,1,40,,31,16,1,17,2,,2,2,,,,1,21,36,,,,,,,
13881,1,28,1,40,5,3,180,2,,2,2,,,,2,,,,,,,2,,
13883,4,,,,,,,,,,,,,3,1,12,240,1,2,,,,,
13884,1,35,,4,30,5,180,1,1,2,2,,,,2,,,,,,,,,
13885,1,35,,40,5,3,12,2,,,2,,,,2,,,,,,,,,
13887,1,40,,19,6,1,0,2,,,1,2,,,1,11,120,,2,,,,,
13888,1,40,,40,21,3,348,2,,,2,,,,2,,,,,,,,,
13889,4,,,,,,,,,,,,,3,1,1,360,2,,,,,,
13891,1,55,,35,24,5,408,1,4,,2,,,,2,,,,,,,,,
13892,4,,,,,,,,,,,,,4,1,29,180,1,1,8,2,,,
13893,4,,,,,,,,,,,,,3,1,16,252,,,,,,,
13894,3,,,,,,,,,,,,,,1,37,72,1,1,2,2,4,,
13896,2,,1,31,40,1,24,2,,1,1,1,10,,2,,,,,,,,,
13897,1,32,2,9,23,1,0,2,,2,1,2,,,1,34,8,,1,8,2,,,
13898,1,54,,40,5,3,4,2,,,1,2,,,1,5,120,,2,,,,,
13899,1,40,,29,16,1,3,2,,,1,2,,,1,27,48,,1,6,1,,,
13900,1,32,1,29,14,1,0,2,,,2,,,,1,16,48,,,,,4,,
13901,1,45,,4,37,1,0,1,3,2,2,,,,1,28,5,,,,,,,
13903,4,,,,,,,,,,,,,3,1,34,120,,,,,,,
13904,4,,,,,,,,,,,,,3,1,25,492,1,1,5,2,,,
13905,1,35,,37,4,5,144,2,,,2,,,,2,,,,,,,,,
13906,1,20,2,35,24,1,36,2,,,2,,,,2,,,,,,,,,
13907,4,,,,,,,,,,,,,3,1,11,360,2,,,,,,
13908,1,30,2,37,16,1,72,2,,,2,,,,2,,,,,,,,,
13909,1,40,,31,1,1,60,2,,,2,,,,2,,,,,,,,,
13910,4,,,,,,,,,,,,,6,1,31,180,,,,,,,
13912,1,16,1,37,8,1,2,2,,2,1,1,8,,2,,,,,,,,,
13916,1,49,,22,15,1,120,2,,,2,,,,2,,,,,,,,,
13917,1,60,,27,20,1,216,2,,2,2,,,,2,,,,,,,,,
13918,4,,,,,,,,,,,,,3,1,9,192,1,2,,,,,
13919,1,20,2,36,24,1,60,2,,,1,2,,,1,18,192,,1,1,1,,,
13920,1,50,,24,9,2,144,2,,2,1,2,,,3,,300,,1,6,1,,,
13921,1,40,,7,34,1,276,1,1,,1,1,8,,2,,,,,,,,,
13922,1,39,,13,29,1,48,2,,2,1,1,8,,1,33,12,,1,8,2,4,,
13923,4,,,,,,,,,,,,,1,1,20,60,2,,,,,,
13926,1,20,1,40,5,1,24,2,,2,2,,,,2,,,,,,,,,
13927,1,40,,31,6,5,60,2,,2,2,,,,2,,,,,,,,,
13928,1,48,,31,11,1,16,2,,,2,,,,2,,,,,,,,,
13929,1,10,2,39,22,5,516,2,,2,2,,,,1,24,516,,,,,,,
13930,1,30,1,27,19,1,6,1,1,,2,,,,1,98,24,,,,,4,,
13932,4,,,,,,,,,,,,,4,1,18,6,1,1,8,2,4,,
13935,4,,,,,,,,,,,,,4,1,27,384,1,1,8,2,,,
13936,4,,,,,,,,,,,,,6,1,30,288,,,,,,,
13937,4,,,,,,,,,,,,,3,1,2,372,,,,,,,
13940,4,,,,,,,,,,,,,1,4,,,,,,,,,
13941,1,50,,42,7,5,60,2,,2,2,,,,2,,,,,,,,,
13942,4,,,,,,,,,,,,,3,1,1,360,1,2,,,,,
13945,4,,,,,,,,,,,,,3,1,2,348,1,1,8,2,,,
13946,1,10,2,27,19,1,60,1,2,,2,,,,2,,,,,,,,,
13951,4,,,,,,,,,,,,,3,1,29,300,1,1,8,1,,,
13952,1,40,,27,32,1,12,2,,2,2,,,,1,7,24,,,,,,,
13955,4,,,,,,,,,,,,,6,1,24,240,2,,,,,,
13957,1,40,,2,27,1,3,1,2,2,1,1,1,,1,31,4,,1,4,2,,,
13958,4,,,,,,,,,,,,,3,4,,,,,,,,,
13960,1,40,,23,15,1,1,2,,,2,,,,1,33,240,,,,,,,
13963,1,40,,19,3,1,336,2,,2,2,,,,2,,,,,,,,,
13965,4,,,,,,,,,,,,,3,1,21,180,2,,,,,,
13966,1,40,,38,8,1,84,2,,2,2,,,,2,,,,,,,,,
13967,2,,2,42,5,4,48,2,,2,2,,,,1,5,360,,,,,,,
13970,1,40,,2,27,5,7,1,1,2,2,,,,2,,,,,,,,,
13975,4,,,,,,,,,,,,,2,1,39,3,1,1,1,2,4,,
13980,4,,,,,,,,,,,,,7,1,4,600,1,1,8,2,,,
13982,4,,,,,,,,,,,,,3,1,31,324,1,1,8,2,,,
13983,1,40,,4,30,1,12,2,,,2,,,,2,,,,,,,,,
13984,4,,,,,,,,,,,,,6,1,22,228,2,,,,,,
13985,4,,,,,,,,,,,,,2,1,24,12,1,1,2,2,,,
13986,1,40,,21,16,1,18,2,,,2,,,,1,11,24,,,,,,,
13987,4,,,,,,,,,,,,,7,1,37,240,1,1,8,1,,,
13989,1,40,,37,16,1,7,2,,2,2,,,,1,16,36,,,,,,,
13992,4,,,,,,,,,,,,,2,1,30,1,2,,,,,,
13994,1,30,2,5,2,1,8,2,,,2,,,,1,6,24,,,,,,,
13995,1,13,1,27,19,1,24,1,7,,2,,,,2,,,,,,,,,
13996,2,,1,31,5,1,0,2,,2,1,2,,,1,3,120,,,,,,,
13998,1,55,,4,30,1,12,1,2,2,2,,,,1,30,48,,,,,,,
14000,1,60,,32,29,5,24,2,,1,1,1,8,,2,,,,,,,1,98,98
14002,4,,,,,,,,,,,,,3,4,,,,,,,,,
14003,1,25,1,26,9,5,120,2,,2,2,,,,2,,,,,,,,,
14005,1,40,,37,13,1,60,2,,2,2,,,,2,,,,,,,,,
14006,3,,,,,,,,,,,,,,1,18,24,2,,,,,,
14008,1,40,,38,2,1,2,2,,,2,,,,1,1,240,,,,,4,,
14009,1,40,,8,33,1,84,2,,,1,2,,,2,,,,,,,,,
14010,4,,,,,,,,,,,,,1,1,9,36,2,,,,,,
14011,1,80,,18,35,5,12,2,,2,2,,,,1,1,180,,,,,,,
14013,1,25,2,27,19,1,12,2,,2,2,,,,2,,,,,,,,,
14017,1,80,,44,30,3,29,1,6,,1,1,6,,1,37,180,,1,8,2,,,
14018,4,,,,,,,,,,,,,2,4,,,,,,,,,
14019,4,,,,,,,,,,,,,1,1,11,12,,,,,,,
14020,4,,,,,,,,,,,,,7,1,20,14,2,,,,,,
14022,4,,,,,,,,,,,,,4,1,26,276,1,1,18,2,,,
14023,4,,,,,,,,,,,,,4,1,5,9,2,,,,,,
14025,4,,,,,,,,,,,,,3,1,34,324,1,1,3,2,,,
14028,1,40,,18,23,1,84,1,8,2,1,1,8,,2,,,,,,,,,
14029,4,,,,,,,,,,,,,7,4,,,,,,,,,
14030,4,,,,,,,,,,,,,2,1,16,3,2,,,,4,,
14031,1,30,2,24,39,1,1,2,,2,2,,,,1,20,5,,,,,4,,
14035,1,27,2,28,11,1,15,2,,2,2,,,,2,,,,,,,,,
14036,1,40,,28,11,1,84,2,,2,2,,,,1,25,480,,,,,,,
14037,4,,,,,,,,,,,,,1,1,2,30,2,,,,,,
14039,1,55,,31,1,5,12,2,,2,1,2,,,1,11,252,,1,2,2,,,
14040,1,40,,36,24,1,24,2,,2,2,,,,2,,,,,,,,,
14041,1,60,,29,1,5,6,2,,,2,,,,1,1,360,,,,,,,
14042,1,45,,12,33,1,84,2,,1,2,,,,2,,,,,,,,,
14044,2,,1,41,5,1,84,2,,2,2,,,,2,,,,,,,,,
14045,1,32,2,38,16,1,204,2,,2,1,2,,,2,,,,,,,,,
14046,1,40,,42,6,1,14,2,,,2,,,,1,1,108,,,,,3,,44
14048,1,50,,21,28,1,48,2,,1,1,2,,,1,34,60,,1,8,1,,,
14049,1,25,2,41,24,1,168,2,,2,2,,,,2,,,,,,,,,
14052,4,,,,,,,,,,,,,2,4,,,,,,,,,
14053,1,8,2,41,24,1,7,2,,2,1,1,1,,2,,,,,,,,,
14055,4,,,,,,,,,,,,,6,1,12,300,2,,,,,,
14057,4,,,,,,,,,,,,,5,4,,,,,,,,,
14060,1,40,,42,8,4,72,2,,2,1,1,2,,2,,,,,,,,,
14061,1,40,,27,20,1,12,2,,2,2,,,,2,,,,,,,,,
14062,4,,,,,,,,,,,,,2,4,,,,,,,,,
14064,1,85,,8,1,1,228,2,,2,1,2,,,2,,,,,,,,,
14067,1,18,2,42,1,1,12,2,,,2,,,,1,12,84,,,,,,,
14068,1,50,,40,5,1,60,2,,2,1,2,,,1,21,96,,1,5,2,,,
14069,1,17,2,6,32,1,192,1,1,,1,2,,,2,,,,,,,,,
14070,4,,,,,,,,,,,,,2,1,11,18,2,,,,,,
14071,4,,,,,,,,,,,,,6,1,3,480,2,,,,,,
14073,1,28,1,18,1,1,336,2,,2,1,2,,,2,,,,,,,,,
14074,4,,,,,,,,,,,,,3,1,8,240,2,,,,,,
14076,1,15,2,40,16,4,12,2,,2,2,,,,1,5,240,,,,,,,
14078,1,38,,40,7,1,6,2,,,2,,,,2,,,,,,,,,
14079,4,,,,,,,,,,,,,3,4,,,,,,,,,
14080,4,,,,,,,,,,,,,3,1,3,420,,,,,,,
14082,1,9,1,41,12,4,48,2,,2,2,,,,1,16,144,,,,,,,
14084,4,,,,,,,,,,,,,1,1,16,60,1,2,,,,,
14085,1,30,2,40,16,4,216,2,,2,2,,,,2,,,,,,,,,
14086,1,60,,28,11,5,6,2,,2,1,2,,,1,11,120,,,,,,,
