"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
86488,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,6,1,6,1,6,12,30,900,2,,,1,1,3,1,1,1,1,12,1,1,,,,
86489,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86491,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86492,1,2,1,1,2,2,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,1,4,1,4,1,4,12,2,318,2,,,1,1,1,,,,,,,,,,,
86493,1,2,1,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,1,1,3,1,3,1,3,12,15,400,2,,,1,1,1,,,,,,,,,,,
86494,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86495,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86496,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86497,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,6,1,6,1,6,12,24,440,2,,,1,1,2,1,1,1,,60,1,1,,,,
86498,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86500,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,1,1,3,8,68,2,,,,,,,,,,,,,,,,
86501,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,12,500,2,,,2,,,1,2,1,1,36,1,2,,,,
86502,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,24,756,2,,,1,1,1,1,1,1,1,24,2,,,,,
86503,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,2,29,750,2,,,1,1,3,1,1,1,1,24,1,6,,,,
86504,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86505,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86506,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
86507,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,1,1,1,1,12,26,190,2,,,1,1,2,,,,,,,,,,,
86508,2,2,3,1,3,1,2,2,2,,3,2,3,2,2,,2,2,3,3,2,1,7,,,,,,,,,7,,,1,1,3,1,1,1,1,24,1,4,,,,
86509,2,2,2,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86510,2,2,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,3,1,3,1,3,6,4,416,2,,,1,1,2,,,,,,,,1,4,1,2
86511,3,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,2,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86512,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86513,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,10,16,326,2,,,1,1,1,,,,,,,,,,,
86514,1,3,1,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
86515,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86516,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86517,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86518,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
86519,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86520,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
86521,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
86522,1,1,1,1,2,1,1,2,2,,3,3,3,,,,,,3,4,1,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
86523,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,1,3,1,3,1,3,12,11,250,2,,,2,,,,,,,,,,,,,
86524,2,2,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,1,2,1,2,1,2,12,33,340,2,,,1,1,1,,,,,,,,,,,
86525,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,4,155,2,,,2,,,,,,,,,,,,,
86526,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86527,2,2,3,1,2,2,1,1,2,,2,2,3,2,2,,2,2,4,4,3,1,1,6,1,5,1,5,12,6,586,2,,,1,1,3,1,1,2,1,24,1,3,,,,
86528,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,1,1,1,,,,,,,,2,,2,2
86529,2,2,2,1,1,1,1,2,2,,2,2,2,1,2,,1,2,4,4,4,2,1,3,1,3,1,3,12,7,450,2,,,2,,,,,,,,,,,,,
86530,2,3,3,1,1,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86531,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,,2,2,4,4,3,1,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
86532,2,2,3,1,2,1,1,1,1,3,3,3,3,,,,,,4,4,1,2,1,3,1,3,1,3,12,5,185,2,,,1,1,1,,,,,,,,,,,
86533,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86534,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86535,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86536,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,12,11,523,2,,,2,,,,,,,,,,,,,
86537,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86538,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86539,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86540,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,5,1,5,1,5,12,35,99999,2,,,1,1,1,,,,,,,,,,,
86541,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,1,6,1,6,12,8,490,2,,,2,,,,,,,,,,,,,
86542,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86543,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,22,55555,2,,,1,1,1,,,,,,,,,,,
86544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86545,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,1,1,1,,8,1,4,,,,
86546,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86547,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
86548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86549,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86550,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,1,3,390,2,,,2,,,2,,,,,2,,,,,
86551,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,29,589,2,,,2,,,,,,,,,,,,,
86552,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,1,1,1,5,99999,300,2,,,2,,,,,,,,,,,,,
86553,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86554,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,10,21,649,2,,,1,1,2,1,1,1,,7,1,6,,,,
86555,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,1,1,12,23,194,2,,,,,,,,,,,,,,,,
86556,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,2,,,,,,,,,,,
86557,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,4,1,4,1,4,12,6,150,2,,,2,,,,,,,,,,,,,
86558,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
86559,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86560,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
86561,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86562,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86563,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
86564,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86565,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86566,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
86567,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,2,,2,2
86568,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86569,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,,,,
86570,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,7,1,5,1,5,12,5,700,2,,,1,1,3,,,,,,,,,,,
86571,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86572,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86573,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86574,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86575,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
86576,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,1,1,1,1,36,1,1,,,,
86577,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86578,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86579,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86580,1,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86581,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86582,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,1,1,1,,2,1,99,,,,
86583,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86584,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
86585,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,12,9,149,2,,,2,,,1,2,1,2,12,1,2,,,,
86586,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,12,17,220,2,,,1,1,1,,,,,,,,,,,
86587,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,4,1,4,1,3,12,31,346,1,0,359,1,1,1,,,,,,,,,,,
86588,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,2,,,,,,,,,,,,
86589,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86590,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
86591,1,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86592,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
86593,2,2,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86594,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,7,1,7,1,7,12,9,510,2,,,1,1,1,,,,,,,,,,,
86595,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86596,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86597,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86598,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86599,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
86600,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,1,2,1,2
86601,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86602,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,4,4,4,1,1,4,1,4,1,4,12,26,320,2,,,1,1,1,1,1,1,1,24,1,3,,,,
86603,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86604,1,1,3,2,,1,2,1,2,,,,,,,,,,3,3,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
86605,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,27,400,2,,,1,1,3,1,1,1,1,24,1,4,,,,
86606,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86607,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,1,1,1,1,4,11,193,2,,,2,,,,,,,,,,,,,
86608,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,6,10,2,,,1,1,1,1,1,1,1,22,1,3,,,,
86609,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,21,771,2,,,1,1,5,,,,,,,,,,,
86610,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86611,2,2,2,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,3,1,3,1,3,12,4,293,2,,,2,,,,,,,,,,,,,
86612,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86613,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86614,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86615,1,2,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,7,1,7,1,7,12,22,600,2,,,1,1,2,,,,,,,,,,,
86616,1,1,2,1,1,1,1,1,1,1,2,3,3,2,2,,1,2,4,4,3,1,1,7,1,7,1,7,12,2,340,2,,,2,,,,,,,,,,,,,
86617,1,2,1,2,,1,1,2,1,2,1,2,1,1,1,2,1,2,4,4,4,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
86618,2,3,2,1,3,2,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86619,1,2,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,7,1,7,1,7,12,22,600,2,,,1,1,2,,,,,,,,,,,
86620,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86621,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,1,1,12,20,110,2,,,2,,,,,,,,,,,,,
86622,1,1,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,1,2,1,2,12,9,202,2,,,2,,,,,,,,,,,,,
86623,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86624,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86625,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86626,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86627,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86628,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,4,155,2,,,2,,,,,,,,,,,,,
86629,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86630,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86631,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,19,335,2,,,1,1,3,1,1,1,1,1,1,3,,,,
86632,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,23,771,2,,,1,1,5,,,,,,,,,,,
86633,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86634,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86635,1,2,1,1,3,1,1,1,1,3,1,1,3,2,2,,2,2,4,4,3,1,1,4,1,4,1,4,12,4,571,2,,,2,,,,,,,,,,,,,
86636,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,12,11,523,2,,,2,,,,,,,,,,,,,
86637,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86638,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,1,3,1,3,1,3,12,11,250,2,,,2,,,,,,,,,,,,,
86639,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,16,460,2,,,2,,,,,,,,,,,,,
86640,1,1,2,1,1,2,2,1,2,,,,,,,,,,4,4,,2,1,1,1,1,1,1,10,17,152,2,,,,,,,,,,,,,,,,
86641,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86642,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,2,12,372,2,,,,,,,,,,,,,,,,
86643,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,1,1,1,1,1,1,,9,1,3,,,,
86644,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
86645,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
86646,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86647,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,2,,3,99999,55555,2,,,1,2,,2,,,,,1,2,,,,
86648,1,1,2,2,,1,1,2,1,2,2,2,3,2,2,,2,2,4,4,3,2,1,4,1,4,1,4,2,9,39,2,,,2,,,,,,,,,,,,,
86649,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,8,767,2,,,1,2,,,,,,,,,,,,
86650,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86651,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86652,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86653,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
86654,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86655,2,2,3,1,3,1,2,2,2,,,,,,,,,,3,3,,1,1,2,1,1,1,1,12,18,176,2,,,,,,,,,,,,,,,,
86656,1,1,1,2,,2,2,2,,,2,1,1,1,2,,1,2,4,3,4,1,2,,,,,,,,,9,,,1,1,2,,,,,,,,,,,
86657,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86658,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86659,2,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,3,1,3,1,3,12,21,182,2,,,2,,,,,,,,,,,,,
86660,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
86661,1,1,1,1,1,1,2,2,2,,,,,,,,,,4,4,,2,1,4,1,4,1,3,12,9,189,2,,,1,1,1,,,,,,,,,,,
86662,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,4,1,3,1,3,12,4,157,2,,,,,,,,,,,,,,,,
86663,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86664,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86665,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86666,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,3,1,3,12,5,423,2,,,2,,,,,,,,,,,,,
86667,2,2,2,1,1,2,2,2,2,,,,,,,,,,3,3,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
86668,2,2,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,1,2,1,2,1,2,12,0,194,2,,,2,,,,,,,,,,,,,
86669,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,2,1,2,12,17,90,2,,,,,,,,,,,,,,,,
86670,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,8,99999,350,1,18,350,2,,,,,,,,,,,,,
86671,2,3,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
86672,1,1,3,1,1,1,2,2,1,1,2,3,3,1,2,,2,2,4,4,3,2,1,6,1,6,1,6,12,24,99999,9,,,2,,,,,,,,,,,,,
86673,1,1,3,1,1,2,2,2,2,,3,3,3,,,,,,3,3,1,2,1,4,1,1,2,,11,28,200,2,,,2,,,,,,,,,,,,,
86674,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86675,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86677,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,4,1,3,12,16,420,2,,,1,1,1,,,,,,,,,,,
86678,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,1,3,1,3,12,29,130,2,,,1,1,2,1,1,1,,6,1,2,,,,
86679,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
86680,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,1,320,2,,,2,,,,,,,,,,,,,
86681,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,7,9,300,2,,,1,1,2,,,,,,,,1,2,1,2
86682,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,5,1,5,1,5,12,18,349,2,,,1,1,2,1,1,1,,10,1,3,,,,
86683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86684,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,3,1,3,1,3,12,10,440,2,,,1,1,2,1,1,1,1,12,1,3,,,,
86685,3,3,2,1,3,2,1,2,2,,3,3,3,,,,,,3,3,1,2,1,5,1,2,1,2,12,23,29,2,,,2,,,,,,,,,,,,,
