"SEQN","ACD010A","ACD010B","ACD010C","ACQ020","ACQ030","ACD040","ACQ050","ACQ060","ACD070","ACD080"
11165,1,,,,,,,,,
11166,,,,5,5,5,5,5,1,1
11167,1,,,,,,,,,
11168,,,3,,,,,,,
11169,1,,,,,,,,,
11170,,,,1,1,1,1,1,4,4
11171,,,,4,2,2,4,4,4,4
11173,1,,,,,,,,,
11174,1,,,,,,,,,
11175,1,,,,,,,,,
11176,,,,2,1,1,1,1,4,4
11177,1,,,,,,,,,
11178,,,,3,1,3,1,2,1,1
11179,,,,2,1,2,3,3,4,4
11180,,,,1,1,1,1,1,4,4
11181,1,,,,,,,,,
11183,1,,,,,,,,,
11184,1,,,,,,,,,
11186,,,,3,1,3,5,3,1,1
11187,1,,,,,,,,,
11188,,,,4,2,4,3,4,1,1
11189,1,,,,,,,,,
11190,,,,4,2,1,1,3,4,4
11192,1,,,,,,,,,
11193,1,,,,,,,,,
11195,1,,,,,,,,,
11196,1,,,,,,,,,
11197,1,,,,,,,,,
11198,,,,4,1,4,2,4,4,4
11199,1,,,,,,,,,
11200,1,,,,,,,,,
11201,1,,,,,,,,,
11203,,,,1,1,1,1,1,4,4
11205,,,,5,5,5,5,5,2,2
11206,,,,1,1,1,1,1,4,4
11207,1,,,,,,,,,
11209,,,,4,1,3,5,5,5,5
11211,,,,5,5,5,5,5,1,1
11214,1,,,,,,,,,
11216,1,,,,,,,,,
11217,1,,,,,,,,,
11218,,,,3,2,3,3,3,4,4
11221,1,,,,,,,,,
11223,1,,,,,,,,,
11224,1,,,,,,,,,
11225,1,,3,,,,,,,
11226,1,,,,,,,,,
11227,1,,,,,,,,,
11228,,,3,,,,,,,
11230,,,,5,5,5,5,5,4,5
11231,,,,3,1,4,2,3,4,4
11232,1,,,,,,,,,
11233,1,,,,,,,,,
11235,1,,,,,,,,,
11236,,,,3,3,3,9,3,1,1
11238,1,,,,,,,,,
11240,1,,,,,,,,,
11241,1,,,,,,,,,
11246,1,,,,,,,,,
11247,,,,5,4,5,5,5,2,2
11248,,,,3,1,4,4,4,4,4
11249,1,,,,,,,,,
11251,1,,,,,,,,,
11253,1,,,,,,,,,
11257,1,,,,,,,,,
11258,1,,,,,,,,,
11259,1,2,,,,,,,,
11260,,,,5,3,5,5,5,4,1
11261,1,,,,,,,,,
11262,1,,,,,,,,,
11263,,,,5,5,5,5,5,1,1
11265,,,,2,1,1,1,1,4,4
11266,1,,,,,,,,,
11267,1,,,,,,,,,
11268,1,,,,,,,,,
11269,,,,1,1,1,1,1,4,4
11270,1,,,,,,,,,
11271,1,,,,,,,,,
11272,,,,4,5,5,5,5,1,1
11273,1,,,,,,,,,
11274,,,,5,5,5,4,4,4,1
11275,,,,3,3,3,3,3,4,4
11276,1,,3,,,,,,,
11277,1,,,,,,,,,
11278,,,,3,3,3,4,3,2,2
11279,,,,1,1,1,1,1,4,4
11280,,,,1,1,1,1,1,4,4
11281,,,3,,,,,,,
11282,1,,,,,,,,,
11284,1,,,,,,,,,
11285,1,,,,,,,,,
11286,1,,,,,,,,,
11287,1,,,,,,,,,
11288,,,,1,1,1,1,1,4,4
11289,1,,,,,,,,,
11292,,,,1,1,1,1,1,4,1
11293,1,,,,,,,,,
11294,1,,,,,,,,,
11295,1,,,,,,,,,
11296,1,,,,,,,,,
11297,,,,1,1,1,1,1,4,4
11298,1,,,,,,,,,
11302,1,,,,,,,,,
11303,1,,,,,,,,,
11304,1,,,,,,,,,
11305,,,,5,5,5,5,5,1,1
11308,1,,,,,,,,,
11309,1,,,,,,,,,
11311,1,,,,,,,,,
11312,1,,,,,,,,,
11313,,,,4,1,3,4,5,4,4
11314,,,,1,1,1,1,1,4,4
11315,1,,,,,,,,,
11316,1,,,,,,,,,
11317,1,,,,,,,,,
11320,1,,,,,,,,,
11322,1,,3,,,,,,,
11323,,,,1,1,1,1,1,4,4
11324,,,,5,5,5,5,5,1,1
11325,1,,,,,,,,,
11326,1,,,,,,,,,
11327,,,,1,1,1,1,1,4,4
11328,1,,,,,,,,,
11329,1,,,,,,,,,
11331,1,,,,,,,,,
11333,1,,,,,,,,,
11334,,,,4,5,5,5,5,1,1
11335,,,,1,1,1,2,1,5,5
11340,,,,4,3,5,5,5,4,4
11342,1,,,,,,,,,
11343,1,,,,,,,,,
11345,1,,,,,,,,,
11346,,,3,,,,,,,
11351,1,,,,,,,,,
11352,,,,4,2,4,5,4,4,4
11353,1,,,,,,,,,
11354,1,,,,,,,,,
11355,1,,,,,,,,,
11356,1,,,,,,,,,
11358,,,3,,,,,,,
11359,,,,1,1,2,1,2,4,4
11360,,,,1,1,1,1,1,4,4
11361,1,,,,,,,,,
11362,1,,,,,,,,,
11363,1,,,,,,,,,
11364,1,,,,,,,,,
11365,1,,,,,,,,,
11366,1,,,,,,,,,
11371,1,,,,,,,,,
11373,1,,,,,,,,,
11377,1,,,,,,,,,
11379,1,,,,,,,,,
11380,,,,5,5,5,5,5,1,1
11382,,,,3,2,4,4,4,1,1
11383,1,,,,,,,,,
11384,,,,2,1,1,1,3,5,5
11385,1,,,,,,,,,
11386,,,,4,1,4,3,4,1,1
11387,1,,,,,,,,,
11388,1,,,,,,,,,
11389,1,,,,,,,,,
11391,1,,,,,,,,,
11392,1,,,,,,,,,
11393,,,,1,1,1,1,1,4,4
11394,1,,,,,,,,,
11395,1,,,,,,,,,
11396,1,,,,,,,,,
11397,1,,,,,,,,,
11398,1,,,,,,,,,
11399,1,,,,,,,,,
11400,1,,,,,,,,,
11401,,,,5,5,5,5,5,1,1
11402,1,,,,,,,,,
11403,,,,2,1,1,1,1,4,4
11404,1,,,,,,,,,
11407,1,,,,,,,,,
11408,1,,,,,,,,,
11409,1,,,,,,,,,
11410,1,,,,,,,,,
11411,,,,1,1,1,1,1,4,4
11412,1,,,,,,,,,
11413,1,,,,,,,,,
11414,,,,1,1,1,1,1,2,2
11415,1,,,,,,,,,
11417,1,,,,,,,,,
11420,1,,,,,,,,,
11421,,,,2,1,1,1,2,4,4
11422,1,,,,,,,,,
11423,,,,3,2,3,3,3,1,1
11424,1,,,,,,,,,
11426,1,,,,,,,,,
11429,1,,,,,,,,,
11430,1,,,,,,,,,
11431,1,,,,,,,,,
11432,1,,,,,,,,,
11434,1,,,,,,,,,
11436,,,,1,1,1,1,1,4,4
11437,1,,,,,,,,,
11438,1,,,,,,,,,
11440,1,,,,,,,,,
11441,,,,2,1,1,2,2,4,4
11442,,,,4,4,4,4,3,1,1
11443,1,,,,,,,,,
11444,1,,,,,,,,,
11446,,,,3,3,3,3,3,4,4
11449,1,,,,,,,,,
11451,,,,1,1,1,1,1,4,4
11455,1,,,,,,,,,
11458,,,,3,1,2,3,4,4,4
11459,1,,3,,,,,,,
11461,1,,,,,,,,,
11462,1,,,,,,,,,
11463,,,,5,2,4,3,4,4,4
11467,1,,,,,,,,,
11468,1,,,,,,,,,
11469,,,,4,3,4,5,5,1,4
11471,,,,1,1,1,1,1,4,4
11472,1,,,,,,,,,
11473,1,,,,,,,,,
11474,1,,,,,,,,,
11476,,,,3,1,5,3,3,4,4
11477,1,,,,,,,,,
11480,,,3,,,,,,,
11481,1,,,,,,,,,
11485,,,,5,5,5,5,5,1,1
11490,1,,,,,,,,,
11491,1,,,,,,,,,
11492,,,3,,,,,,,
11493,1,,,,,,,,,
11494,1,,,,,,,,,
11495,1,,,,,,,,,
11496,1,,3,,,,,,,
11499,1,,,,,,,,,
11500,1,,,,,,,,,
11501,1,,,,,,,,,
11502,1,,,,,,,,,
11504,1,,,,,,,,,
11506,,,,4,3,5,4,4,2,1
11507,,,,3,2,3,3,4,4,4
11509,1,,,,,,,,,
11510,,,,2,1,1,2,2,4,4
11511,1,,,,,,,,,
11513,1,,,,,,,,,
11514,1,,,,,,,,,
11516,1,,,,,,,,,
11517,1,,,,,,,,,
11518,1,,,,,,,,,
11519,1,,,,,,,,,
11520,1,,,,,,,,,
11523,,,,1,1,1,1,1,4,4
11525,1,,,,,,,,,
11526,1,,,,,,,,,
11527,1,,,,,,,,,
11528,1,,,,,,,,,
11529,1,,,,,,,,,
11532,,,,4,4,4,5,5,1,1
11533,,,3,,,,,,,
11534,,,,4,4,5,5,5,1,1
11536,1,,,,,,,,,
11537,1,,,,,,,,,
11538,,,,5,5,5,5,5,1,1
11539,1,,,,,,,,,
11540,1,,,,,,,,,
11542,1,,,,,,,,,
11543,1,,,,,,,,,
11544,1,,,,,,,,,
11545,1,,,,,,,,,
11546,1,,,,,,,,,
11548,1,,,,,,,,,
11549,1,,,,,,,,,
11550,,,3,,,,,,,
11551,1,,,,,,,,,
11552,1,,,,,,,,,
11556,,,,4,5,5,5,4,1,1
11557,1,,,,,,,,,
11558,,,,3,5,5,3,3,4,1
11559,,,,3,1,1,9,5,4,4
11560,1,,,,,,,,,
11562,,,,3,2,4,3,4,1,1
11563,1,,,,,,,,,
11565,1,,,,,,,,,
11566,1,,,,,,,,,
11568,1,,,,,,,,,
11570,1,,,,,,,,,
11572,,,,3,1,4,2,2,1,4
11573,1,,,,,,,,,
11574,1,,,,,,,,,
11576,1,,,,,,,,,
11577,1,,,,,,,,,
11578,,,,3,1,1,1,4,1,1
11579,1,,,,,,,,,
11582,1,,,,,,,,,
11583,1,,,,,,,,,
11584,1,,,,,,,,,
11585,1,,,,,,,,,
11586,1,,,,,,,,,
11587,1,,,,,,,,,
11589,1,,,,,,,,,
11591,1,,,,,,,,,
11592,1,,,,,,,,,
11593,1,,,,,,,,,
11596,,,,3,3,5,3,3,2,5
11597,,,,3,3,3,3,3,4,4
11598,1,,,,,,,,,
11599,1,,,,,,,,,
11600,,,,4,1,3,2,3,1,1
11601,,,,4,5,5,5,5,1,1
11602,1,,,,,,,,,
11603,1,,,,,,,,,
11604,1,,,,,,,,,
11605,,,,3,3,1,5,5,5,5
11606,,,,5,5,5,5,5,1,1
11607,1,,,,,,,,,
11608,1,,,,,,,,,
11609,,,,3,4,4,4,3,1,1
11610,,,,4,1,4,3,4,4,4
11613,,,,3,4,5,3,5,1,1
11614,1,,,,,,,,,
11615,1,,,,,,,,,
11616,1,,3,,,,,,,
11618,1,,,,,,,,,
11619,1,,,,,,,,,
11621,,,,3,1,4,2,2,4,4
11622,,,,3,1,3,3,3,4,4
11624,,,,1,1,1,1,1,4,4
11625,1,,,,,,,,,
11626,1,,,,,,,,,
11628,1,,,,,,,,,
11630,1,,,,,,,,,
11632,1,,,,,,,,,
11633,,,,3,1,4,4,3,4,1
11634,1,,,,,,,,,
11636,1,,,,,,,,,
11637,1,,,,,,,,,
11638,1,,,,,,,,,
11639,,,,2,1,2,2,2,4,4
11640,1,,,,,,,,,
11641,1,,,,,,,,,
11644,1,,,,,,,,,
11645,1,,,,,,,,,
11646,1,,,,,,,,,
11647,1,,,,,,,,,
11648,1,,,,,,,,,
11652,1,,,,,,,,,
11657,1,,,,,,,,,
11659,1,,,,,,,,,
11660,1,,,,,,,,,
11662,1,,3,,,,,,,
11663,1,,,,,,,,,
11664,,,,3,1,3,2,2,1,1
11665,1,,,,,,,,,
11667,,,3,,,,,,,
11668,1,,,,,,,,,
11671,,,,4,4,4,5,5,1,1
11672,1,,,,,,,,,
11674,1,,,,,,,,,
11675,1,,,,,,,,,
11676,1,,,,,,,,,
11677,1,,,,,,,,,
11678,1,,,,,,,,,
11679,1,,,,,,,,,
11680,1,,,,,,,,,
11682,1,,,,,,,,,
11683,1,,,,,,,,,
11684,,,,2,1,2,5,5,4,4
11685,1,,,,,,,,,
11691,1,,,,,,,,,
11692,1,,,,,,,,,
11694,1,,,,,,,,,
11695,1,,,,,,,,,
11696,1,,,,,,,,,
11697,1,,,,,,,,,
11700,1,,,,,,,,,
11701,1,,,,,,,,,
11702,1,,,,,,,,,
11703,1,,,,,,,,,
11704,1,,,,,,,,,
11705,1,,,,,,,,,
11708,1,,,,,,,,,
11709,1,,,,,,,,,
11711,1,,,,,,,,,
11712,1,,,,,,,,,
11713,1,,,,,,,,,
11714,1,,,,,,,,,
11716,1,,,,,,,,,
11717,1,,,,,,,,,
11719,,,,1,1,1,1,1,4,4
11720,,,,1,1,1,1,1,4,4
11722,,,,1,1,1,1,1,4,4
11724,1,,,,,,,,,
11725,1,,,,,,,,,
11730,,,,2,1,3,3,3,4,4
11731,1,,,,,,,,,
11732,,,,1,1,1,1,1,4,4
11733,1,,,,,,,,,
11734,,,,4,2,2,5,4,1,1
11736,,,,3,3,5,5,5,2,2
11738,,,,4,5,5,5,5,1,1
11739,,,,3,1,4,4,1,4,4
11740,1,,,,,,,,,
11741,1,,,,,,,,,
11742,,,,2,1,1,2,2,4,4
11744,1,,,,,,,,,
11745,1,,,,,,,,,
11746,,,,3,3,1,2,4,4,4
11747,,,,1,1,1,1,1,4,4
11750,1,,,,,,,,,
11751,,,,1,1,1,1,1,4,4
11755,,,,1,1,1,1,1,4,4
11756,1,,,,,,,,,
11758,,,,5,1,3,3,3,4,4
11759,,,,1,1,1,1,1,4,4
11760,,,,2,1,1,1,1,4,4
11763,1,,,,,,,,,
11764,,,,1,1,1,1,1,4,4
11765,1,,,,,,,,,
11766,,,,1,1,1,1,1,4,4
11767,1,,,,,,,,,
11768,1,,,,,,,,,
11769,1,,,,,,,,,
11770,1,,,,,,,,,
11772,1,,,,,,,,,
11775,1,,,,,,,,,
11776,1,,,,,,,,,
11777,1,,,,,,,,,
11778,1,,,,,,,,,
11779,1,,,,,,,,,
11780,1,,,,,,,,,
11782,1,,,,,,,,,
11783,,,,3,2,1,3,2,4,4
11785,1,,,,,,,,,
11786,,,,4,2,2,5,3,4,1
11787,1,,,,,,,,,
11788,1,,,,,,,,,
11789,1,,,,,,,,,
11791,1,,,,,,,,,
11792,1,,,,,,,,,
11793,1,,,,,,,,,
11794,1,,,,,,,,,
11795,1,,,,,,,,,
11796,,,,2,1,1,1,1,4,4
11797,,,,4,3,5,3,3,1,1
11798,1,,,,,,,,,
11799,,,,3,3,3,3,4,4,4
11801,1,,,,,,,,,
11804,1,,,,,,,,,
11805,,,3,,,,,,,
11807,1,,,,,,,,,
11808,1,,,,,,,,,
11809,,,,5,5,5,5,5,1,1
11810,1,,,,,,,,,
11812,1,,,,,,,,,
11813,1,,,,,,,,,
11814,1,,,,,,,,,
11815,1,,,,,,,,,
11816,1,,,,,,,,,
11817,,,,4,1,3,3,3,4,4
11818,1,,,,,,,,,
11819,,,,2,1,1,1,1,4,4
11820,1,,,,,,,,,
11821,,,,1,1,1,1,1,4,4
11822,1,,,,,,,,,
11824,,,,3,1,1,3,3,5,5
11826,1,,,,,,,,,
11828,1,,,,,,,,,
11831,,,,4,2,3,4,4,5,4
11832,,,,3,2,4,2,5,4,4
11833,1,,,,,,,,,
11835,1,,,,,,,,,
11836,1,,,,,,,,,
11837,,,,1,1,1,1,1,4,4
11838,1,,,,,,,,,
11839,,,,4,5,5,5,5,1,1
11840,1,,,,,,,,,
11841,1,,,,,,,,,
11842,1,,,,,,,,,
11843,1,,,,,,,,,
11844,1,,,,,,,,,
11846,1,,,,,,,,,
11847,,,,3,3,2,3,4,4,4
11848,,,,4,4,4,5,5,4,1
11851,1,,,,,,,,,
11852,1,,,,,,,,,
11853,,,,1,1,1,1,1,4,4
11856,1,,,,,,,,,
11858,,,,4,2,4,5,5,1,4
11860,1,,,,,,,,,
11862,,,,4,4,5,5,5,4,4
11863,1,,,,,,,,,
11864,,,,3,1,3,4,4,4,4
11867,1,,,,,,,,,
11868,,,,1,1,1,1,1,4,4
11869,1,,,,,,,,,
11870,1,,,,,,,,,
11873,1,,,,,,,,,
11876,1,,,,,,,,,
11878,,,,3,4,3,5,2,1,1
11881,1,,,,,,,,,
11882,1,,,,,,,,,
11886,1,,,,,,,,,
11887,1,,,,,,,,,
11889,,,,5,5,5,5,5,1,1
11890,1,,,,,,,,,
11893,1,,,,,,,,,
11894,1,,,,,,,,,
11896,1,,,,,,,,,
11898,1,,,,,,,,,
11900,1,,,,,,,,,
11901,1,,,,,,,,,
11902,,,,5,5,5,5,5,1,1
11903,1,,,,,,,,,
11904,1,,,,,,,,,
11906,,,,1,1,1,1,1,5,5
11907,1,,,,,,,,,
11910,1,,,,,,,,,
11912,1,,,,,,,,,
11913,1,,,,,,,,,
11915,,,,4,5,5,5,5,1,4
11917,1,,,,,,,,,
11918,1,,,,,,,,,
11919,1,,,,,,,,,
11921,1,,,,,,,,,
11922,1,,,,,,,,,
11923,1,,,,,,,,,
11924,,,,4,1,3,5,3,4,1
11926,1,,,,,,,,,
11929,1,,,,,,,,,
11930,,,,3,3,5,5,5,4,4
11931,1,,,,,,,,,
11932,1,,,,,,,,,
11933,1,,,,,,,,,
11934,1,,,,,,,,,
11935,1,,,,,,,,,
11937,1,,,,,,,,,
11938,,,,4,3,3,4,4,4,4
11939,1,,,,,,,,,
11940,,,,3,1,4,5,5,4,4
11941,1,,,,,,,,,
11944,1,,,,,,,,,
11946,1,,,,,,,,,
11947,,,,2,1,2,1,2,4,4
11948,,,3,,,,,,,
11950,1,,,,,,,,,
11951,,,,4,1,3,4,5,2,2
11953,1,,,,,,,,,
11954,1,,,,,,,,,
11955,1,,,,,,,,,
11956,1,,3,,,,,,,
11957,,,,2,5,2,1,2,4,4
11959,1,,,,,,,,,
11960,1,,,,,,,,,
11961,1,,,,,,,,,
11963,1,,,,,,,,,
11964,1,,,,,,,,,
11965,1,,,,,,,,,
11966,1,,,,,,,,,
11968,1,,,,,,,,,
11969,,,,3,3,3,4,4,4,4
11970,1,,,,,,,,,
11972,1,,,,,,,,,
11974,1,,,,,,,,,
11975,,,,1,1,1,1,1,4,4
11977,,,,5,5,5,5,5,1,1
11978,1,,3,,,,,,,
11979,1,,,,,,,,,
11981,1,,,,,,,,,
11982,,,,1,1,1,1,1,4,4
11983,1,,,,,,,,,
11984,1,,,,,,,,,
11986,1,,,,,,,,,
11987,,,,2,1,1,1,1,4,4
11990,,,,2,1,1,1,1,4,4
11994,1,,,,,,,,,
11995,1,,,,,,,,,
11996,,,,2,1,1,1,3,4,4
11997,1,,,,,,,,,
11998,,,,1,3,3,3,5,1,5
11999,1,,,,,,,,,
12000,,,,2,1,1,1,2,4,4
12002,1,,,,,,,,,
12003,1,,,,,,,,,
12004,1,,,,,,,,,
12005,,,,5,5,5,5,5,1,1
12006,1,,,,,,,,,
12007,1,,,,,,,,,
12010,1,,,,,,,,,
12012,,,,5,3,5,5,5,1,4
12013,1,,,,,,,,,
12014,1,,,,,,,,,
12015,1,,,,,,,,,
12017,,,,4,2,5,4,5,5,5
12018,1,,3,,,,,,,
12019,1,,,,,,,,,
12021,1,,,,,,,,,
12022,,,,3,3,4,3,4,1,1
12023,,,,2,1,5,3,4,5,5
12024,1,,,,,,,,,
12026,,,,4,4,5,5,5,1,1
12027,,,,3,3,3,3,4,4,4
12028,1,,,,,,,,,
12029,,,,4,3,5,5,4,1,4
12030,1,,,,,,,,,
12032,,,,4,2,2,4,4,4,4
12033,1,,,,,,,,,
12034,1,,,,,,,,,
12035,1,,,,,,,,,
12036,,,,2,1,1,2,1,4,4
12037,1,,,,,,,,,
12041,1,,,,,,,,,
12042,1,,,,,,,,,
12043,1,,,,,,,,,
12044,1,,,,,,,,,
12045,1,,,,,,,,,
12046,1,,,,,,,,,
12047,1,,,,,,,,,
12049,,,,1,1,1,1,1,4,4
12050,1,,,,,,,,,
12052,1,,,,,,,,,
12053,1,,,,,,,,,
12054,1,,,,,,,,,
12055,1,,,,,,,,,
12056,,,,5,5,5,5,5,1,1
12058,,,,1,1,1,1,1,4,4
12059,1,,,,,,,,,
12061,1,,,,,,,,,
12062,1,,,,,,,,,
12063,1,,,,,,,,,
12064,1,,,,,,,,,
12067,,,,4,1,5,5,5,4,4
12070,1,,,,,,,,,
12071,,,,5,4,5,5,5,1,4
12073,1,,,,,,,,,
12077,1,,,,,,,,,
12078,,,,4,4,4,5,4,1,1
12079,1,,,,,,,,,
12080,1,,,,,,,,,
12081,1,,,,,,,,,
12082,,,,5,2,5,5,5,1,4
12085,1,,,,,,,,,
12086,1,,,,,,,,,
12087,1,,,,,,,,,
12088,1,,,,,,,,,
12089,1,,,,,,,,,
12090,,,,3,3,3,3,3,4,4
12091,1,,,,,,,,,
12092,1,,,,,,,,,
12093,1,,,,,,,,,
12094,1,,,,,,,,,
12096,,,,1,1,1,1,1,4,4
12097,1,,,,,,,,,
12098,1,,,,,,,,,
12100,1,,,,,,,,,
12103,1,,,,,,,,,
12104,1,,,,,,,,,
12106,1,,,,,,,,,
12107,1,,,,,,,,,
12108,1,,,,,,,,,
12112,,,,3,1,1,4,3,4,4
12114,1,,,,,,,,,
12115,1,,,,,,,,,
12117,,,,4,2,2,5,5,4,4
12118,1,,,,,,,,,
12120,1,,,,,,,,,
12121,1,,,,,,,,,
12122,1,,,,,,,,,
12123,1,,,,,,,,,
12124,,,,3,3,3,3,3,4,1
12126,,,,1,1,1,1,1,4,4
12127,,,,5,5,5,5,5,1,1
12129,,,,3,1,4,3,3,4,4
12130,,,,2,1,1,3,3,4,4
12131,1,,,,,,,,,
12132,1,,,,,,,,,
12133,,,,4,1,4,5,4,4,4
12134,1,,,,,,,,,
12138,1,,,,,,,,,
12139,1,,,,,,,,,
12140,,,,4,1,3,3,5,4,4
12141,1,,,,,,,,,
12143,,,,5,5,5,5,5,1,1
12144,,,,2,1,2,2,2,4,4
12145,,,,1,1,1,1,1,4,4
12146,1,,,,,,,,,
12147,,,,4,4,5,5,5,1,1
12148,,,,1,1,1,1,1,4,4
12149,,,,1,1,1,1,1,4,4
12150,,,,3,2,4,4,2,1,1
12151,1,,,,,,,,,
12152,1,,,,,,,,,
12153,1,,,,,,,,,
12154,1,,,,,,,,,
12156,,,,5,5,5,5,5,1,1
12157,,,,1,1,1,1,1,5,5
12158,1,,,,,,,,,
12159,1,,,,,,,,,
12160,,,,4,2,5,4,3,1,1
12161,1,,,,,,,,,
12164,1,,,,,,,,,
12165,1,,,,,,,,,
12166,1,,,,,,,,,
12169,1,,3,,,,,,,
12170,,,,3,1,1,4,1,4,4
12172,1,,,,,,,,,
12173,1,,,,,,,,,
12174,,,3,,,,,,,
12175,1,,,,,,,,,
12177,1,,,,,,,,,
12179,,,,4,4,4,5,4,1,1
12181,1,,,,,,,,,
12184,1,,,,,,,,,
12185,1,,,,,,,,,
12186,1,,,,,,,,,
12187,1,,,,,,,,,
12188,1,,,,,,,,,
12189,,,,3,1,3,4,5,4,4
12190,1,,,,,,,,,
12194,,,,4,4,5,5,5,1,1
12195,1,,,,,,,,,
12196,,,,1,1,1,1,1,4,4
12197,1,,3,,,,,,,
12199,1,,,,,,,,,
12200,,,,5,5,5,5,5,1,1
12201,,,,2,1,1,1,2,4,4
12202,,,,4,4,4,4,4,1,4
12203,,,,3,3,3,3,3,4,4
12204,1,,,,,,,,,
12205,1,,,,,,,,,
12206,1,,,,,,,,,
12207,1,,,,,,,,,
12208,1,,,,,,,,,
12210,1,,,,,,,,,
12211,1,,,,,,,,,
12213,,,,2,1,2,1,3,1,1
12214,1,,,,,,,,,
12215,1,,,,,,,,,
12216,1,,,,,,,,,
12217,1,,,,,,,,,
12218,,,,4,4,4,4,4,1,1
12220,1,,,,,,,,,
12222,1,,,,,,,,,
12223,1,,,,,,,,,
12225,1,,,,,,,,,
12226,1,,,,,,,,,
12228,,,,4,4,4,4,3,1,1
12230,1,,,,,,,,,
12231,,,,3,2,3,3,4,4,1
12232,1,,,,,,,,,
12233,1,,,,,,,,,
12235,1,,,,,,,,,
12236,1,,,,,,,,,
12237,1,,,,,,,,,
12238,1,,,,,,,,,
12240,1,,,,,,,,,
12241,,,,3,1,3,1,3,4,4
12242,,,,4,5,3,5,5,4,1
12245,1,,,,,,,,,
12246,1,,,,,,,,,
12248,,,,4,1,3,3,4,4,4
12249,,,,4,2,4,5,5,4,1
12250,1,,,,,,,,,
12251,7,,,,,,,,,
12252,,,,5,4,5,5,2,1,1
12254,1,,,,,,,,,
12256,1,,,,,,,,,
12257,1,,,,,,,,,
12258,,,,3,3,2,1,3,4,4
12260,1,,,,,,,,,
12261,,,,3,2,5,5,5,99,4
12263,1,,,,,,,,,
12264,1,,,,,,,,,
12265,1,,,,,,,,,
12266,,,,3,1,5,5,5,4,4
12268,1,,,,,,,,,
12269,1,,,,,,,,,
12270,1,,,,,,,,,
12271,1,,,,,,,,,
12272,1,,,,,,,,,
12273,,,,4,4,4,5,3,4,1
12274,,,,1,1,1,1,1,4,4
12276,1,,,,,,,,,
12277,1,,,,,,,,,
12278,1,,,,,,,,,
12280,1,,,,,,,,,
12281,1,,,,,,,,,
12282,1,,,,,,,,,
12283,,,3,,,,,,,
12284,1,,,,,,,,,
12287,1,,,,,,,,,
12288,1,,,,,,,,,
12289,1,,,,,,,,,
12290,,,,3,1,1,4,4,4,4
12293,1,,,,,,,,,
12294,1,,,,,,,,,
12295,,,,4,1,3,4,4,4,4
12297,1,,,,,,,,,
12298,,,,4,3,5,5,5,1,1
12300,1,,,,,,,,,
12303,1,,,,,,,,,
12304,1,,,,,,,,,
12305,1,,,,,,,,,
12307,1,,,,,,,,,
12308,1,,,,,,,,,
12310,1,,,,,,,,,
12311,1,,,,,,,,,
12312,,,,4,4,5,5,5,2,2
12313,1,,,,,,,,,
12315,1,,,,,,,,,
12316,,,,3,1,1,9,4,4,4
12317,1,,,,,,,,,
12318,1,,,,,,,,,
12319,,,,1,1,1,1,1,4,4
12320,1,,,,,,,,,
12322,1,,,,,,,,,
12325,1,,,,,,,,,
12326,1,,,,,,,,,
12329,,,,2,1,1,1,1,4,4
12331,1,,,,,,,,,
12334,1,,,,,,,,,
12335,1,,,,,,,,,
12336,,,,5,5,5,5,5,1,1
12338,,,,2,1,2,2,1,4,4
12339,1,,,,,,,,,
12340,1,,,,,,,,,
12341,,,,4,4,4,4,5,1,1
12345,1,,,,,,,,,
12346,1,,,,,,,,,
12347,1,,,,,,,,,
12348,1,,3,,,,,,,
12351,1,,,,,,,,,
12352,,,,2,2,3,3,3,4,4
12353,1,,,,,,,,,
12357,,,,4,1,4,5,5,4,4
12358,1,,,,,,,,,
12359,,,,4,5,3,5,5,4,4
12361,1,,,,,,,,,
12364,1,,,,,,,,,
12366,1,,,,,,,,,
12367,1,,,,,,,,,
12368,1,,,,,,,,,
12369,,,,3,3,3,3,3,2,2
12370,1,,,,,,,,,
12371,1,,,,,,,,,
12372,1,,,,,,,,,
12373,,,,1,1,1,1,1,4,4
12374,1,,,,,,,,,
12376,,,,1,1,1,1,1,4,4
12377,,,3,,,,,,,
12379,1,,,,,,,,,
12381,,,,1,1,1,1,1,4,4
12382,1,,,,,,,,,
12383,1,,,,,,,,,
12384,1,,,,,,,,,
12385,1,,,,,,,,,
12386,1,,,,,,,,,
12391,1,,,,,,,,,
12392,1,,,,,,,,,
12395,,,,3,1,1,1,4,4,4
12396,1,,,,,,,,,
12397,1,,,,,,,,,
12398,1,,,,,,,,,
12399,1,,,,,,,,,
12401,,,,3,1,4,5,5,2,2
12403,,,,5,4,4,4,2,1,1
12404,1,,,,,,,,,
12405,,,,5,5,5,5,5,1,1
12406,1,,,,,,,,,
12407,,,,5,5,5,5,5,1,1
12408,1,,,,,,,,,
12409,,,,1,1,1,1,1,4,4
12410,,,,1,1,1,1,1,4,4
12413,1,,,,,,,,,
12414,1,,,,,,,,,
12416,1,,,,,,,,,
12417,1,,,,,,,,,
12418,,,3,,,,,,,
12420,1,,,,,,,,,
12421,,,,3,3,3,3,3,1,1
12424,1,,,,,,,,,
12425,1,,,,,,,,,
12426,1,,,,,,,,,
12427,,,,2,1,1,1,1,4,4
12428,1,,,,,,,,,
12429,,,3,,,,,,,
12431,1,,,,,,,,,
12432,1,,,,,,,,,
12433,,,,3,1,2,4,4,4,4
12434,,,,2,1,1,1,1,4,4
