"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
102256,2,2,2,1,1,1,2,2,2,,2,2,2,1,1,1,1,2,4,4,4,1,1,2,1,2,1,2,2,25,38,2,,,2,,,,,,,,,,,,,
102257,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,1,6,1,6,12,12,290,2,,,1,1,3,1,1,1,1,20,1,3,,,,
102258,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102259,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102260,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102262,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102263,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102264,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102265,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,1,1,2,18,124,2,,,,,,,,,,,,,,,,
102266,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102267,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
102268,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,29,480,2,,,1,1,2,,,,,,,,,,,
102269,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,2,,,,,,,,,,,,
102270,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102271,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,1,2,1,2,12,24,130,2,,,,,,,,,,,,,,,,
102272,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102273,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102274,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102275,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102276,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102277,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102278,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102279,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102280,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102281,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102282,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,2,300,2,,,1,1,4,1,1,1,,8,1,5,,,,
102283,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102284,2,2,1,1,1,2,1,2,2,,,,,,,,,,4,4,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102285,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102286,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,18,457,2,,,1,1,4,1,1,1,,2,1,5,,,,
102287,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102289,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102290,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,22,253,2,,,1,2,,1,2,1,1,60,1,1,,,,
102291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102292,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102293,1,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,3,1,3,1,3,12,24,106,2,,,2,,,1,2,1,2,12,1,3,,,,
102294,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102295,1,1,1,1,1,2,1,2,2,,2,2,3,2,1,2,2,2,4,4,3,2,1,5,1,5,1,5,12,22,458,2,,,1,1,1,1,2,1,1,12,1,6,,,,
102296,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102297,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102298,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102299,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,1,3,1,3,2,,6,280,490,1,17,99999,2,,,,,,,,,,,,,
102300,2,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102301,2,2,2,1,2,1,2,9,2,,,,,,,,,,4,4,,1,1,1,1,1,1,1,12,14,120,2,,,,,,,,,,,,,,,,
102302,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,15,728,2,,,2,,,,,,,,,,,,,
102303,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102304,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,2,,,,,,,2,,,,,,,,,,,,,,,,
102305,1,1,3,1,1,1,1,2,2,,3,3,3,,,,,,3,4,1,1,1,5,1,5,1,5,12,23,514,2,,,2,,,,,,,,,,,,,
102306,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
102307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102308,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,1,2,1,2,3,25,356,2,,,1,1,4,1,1,1,1,24,1,2,,,,
102309,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102311,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
102312,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,,1,2,4,4,4,1,1,3,1,3,1,3,5,16,540,2,,,2,,,,,,,,,,,,,
102313,3,3,9,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102314,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,2,,5,228,99999,2,,,2,,,,,,,,,,,,,
102315,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102316,2,3,3,2,,2,1,2,2,,2,3,3,2,2,,2,2,3,2,2,2,1,5,1,5,1,5,7,11,196,2,,,1,1,2,,,,,,,,,,,
102317,1,1,2,2,,1,2,2,2,,,,,,,,,,3,3,,2,1,2,1,1,1,1,6,6,16,2,,,,,,,,,,,,,,,,
102318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102319,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,3,1,3,1,3,7,11,504,2,,,2,,,1,2,1,1,36,1,3,,,,
102320,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102321,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102323,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,2,,,,,,,,,,,
102324,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102325,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102326,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102327,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,,2,2,4,4,3,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
102328,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102329,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102330,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102331,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,11,25,265,2,,,,,,,,,,,,,,,,
102332,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102333,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,12,180,2,,,2,,,,,,,,,,,,,
102334,1,2,1,1,1,1,2,2,2,,1,1,3,2,2,,2,2,4,4,3,1,1,4,1,4,2,,6,221,400,2,,,1,2,,,,,,,,,,,,
102335,1,2,3,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102336,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102337,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102338,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102339,2,2,3,1,2,1,1,1,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
102340,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,1,1,1,1,1,1,1,11,33,5,2,,,,,,,,,,,,,,,,
102341,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102342,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,2,1,2,12,4,190,2,,,2,,,,,,,,,,,,,
102343,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102344,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,6,28,500,2,,,2,,,,,,,,,,,,,
102345,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102346,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102347,2,2,3,2,,1,1,2,2,,,,,,,,,,3,3,,1,1,4,1,4,1,4,1,3,180,2,,,,,,,,,,,,,,,,
102348,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,3,,,,,,,,1,3,1,1
102349,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102350,2,2,2,1,3,2,2,2,2,,2,2,2,2,2,,2,2,3,3,3,2,1,3,1,3,1,3,12,14,420,2,,,2,,,,,,,,,,,,,
102351,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,1,1,1,1,12,23,130,2,,,1,2,,1,2,1,1,36,9,,,,,
102352,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,22,253,2,,,1,2,,,,,,,,,,,,
102353,1,1,2,1,1,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102354,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102355,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102357,1,2,2,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,1,1,5,2,,,,,,,2,,,2,,,1,2,1,2,12,1,4,,,,
102358,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
102359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102361,2,1,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102362,3,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102363,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102364,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102365,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102366,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102367,3,2,3,1,2,2,2,1,1,2,,,,,,,,,4,4,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
102368,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102369,2,3,3,2,,2,2,1,2,,2,3,3,2,2,,2,2,3,2,2,1,1,6,1,4,2,,6,99999,200,2,,,1,1,2,,,,,,,,1,4,1,2
102370,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102371,3,3,2,1,3,2,2,2,2,,,,,,,,,,2,2,,1,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,
102372,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,24,197,2,,,,,,,,,,,,,,,,
102373,2,2,3,1,3,2,2,2,2,,3,3,2,2,2,,2,2,3,3,2,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
102374,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,1,2,1,1,18,1,6,,,,
102375,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,26,300,2,,,1,1,1,1,2,1,1,36,9,,,,,
102376,2,2,1,1,2,1,2,2,2,,2,2,3,1,2,,2,2,4,4,3,2,1,3,1,3,2,,8,134,204,2,,,2,,,,,,,,,,,,,
102377,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102378,2,2,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,3,3,2,1,1,2,,,,,,,2,,,1,1,1,,,,,,,,1,2,1,2
102379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102380,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,4,171,230,2,,,2,,,,,,,,,,2,,2,2
102381,2,3,3,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,1,1,1,1,12,16,122,2,,,1,2,,,,,,,,,,,,
102382,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102383,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,2,,,,,,,,,1,4,2,2
102384,3,3,3,,,,,,,,2,2,3,2,2,,2,2,2,1,3,2,1,5,1,5,1,5,12,5,19,2,,,2,,,,,,,,,,,,,
102385,2,1,1,1,2,1,1,2,2,,3,2,3,2,2,,1,2,4,4,3,1,1,7,1,6,1,6,12,23,25,2,,,1,1,1,,,,,,,,,,,
102386,2,2,3,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,2,1,1,1,1,12,16,400,2,,,1,2,,,,,,,,,,,,
102387,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102388,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102389,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102390,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,2,,,,,,,1,99999,99999,2,,,1,2,1,2,12,1,9,,,,
102391,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102392,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102393,2,2,1,1,3,2,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102394,2,2,2,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,2,1,3,1,3,1,3,12,23,252,2,,,1,1,2,,,,,,,,,,,
102395,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102396,1,1,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,1,1,1,1,1,12,11,194,2,,,,,,,,,,,,,,,,
102397,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,2,,3,99999,16,2,,,,,,,,,,,,,,,,
102398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102399,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102400,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102401,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,12,27,397,2,,,1,1,1,,,,,,,,,,,
102402,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,12,21,150,2,,,2,,,,,,,,,,,,,
102403,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102404,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102405,2,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102406,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,1,6,1,6,2,,4,240,690,2,,,1,1,2,,,,,,,,,,,
102407,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
102408,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102409,1,1,1,1,1,2,1,2,2,,2,2,3,2,1,2,2,2,4,4,3,2,1,5,1,5,1,5,12,22,458,2,,,1,1,1,1,2,1,1,24,1,6,,,,
102410,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102411,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102412,2,2,2,1,2,1,1,1,2,,2,2,2,1,2,,2,2,4,4,3,2,1,3,1,3,1,3,12,23,360,2,,,1,1,1,,,,,,,,,,,
102413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102414,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102415,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102416,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102417,2,3,2,1,2,2,2,2,2,,2,1,2,2,9,,9,9,3,3,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102418,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102419,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102420,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
102421,1,1,1,2,,1,2,2,2,,,,,,,,,,3,3,,2,1,2,1,2,2,,3,60,192,2,,,2,,,,,,,,,,,,,
102422,2,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,6,1,6,1,6,3,13,149,2,,,1,1,2,1,1,1,1,36,1,2,,,,
102423,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,2,1,2,1,2,12,2,66,2,,,,,,,,,,,,,,,,
102424,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102425,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,12,500,2,,,1,2,,,,,,,,,,,,
102426,1,1,2,1,2,1,1,2,2,,2,2,2,1,2,,2,2,4,4,3,2,1,7,2,,,,,,,2,,,2,,,,,,,,,,,,,
102427,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102428,2,2,1,2,,2,2,2,,,1,1,2,2,2,,2,2,3,3,3,2,1,1,1,1,2,,3,275,90,2,,,2,,,,,,,,,,,,,
102429,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102430,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102431,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102432,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
102433,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
102434,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102435,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,3,10,150,2,,,1,2,,,,,,,,,,,,
102436,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102437,1,2,1,1,3,1,1,1,2,,2,2,3,2,2,,2,2,4,4,3,2,1,4,2,,,,,,,2,,,1,2,,1,2,1,1,24,1,3,,,,
102438,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
102439,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,10,300,2,,,2,,,1,2,1,2,12,1,2,,,,
102440,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102441,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102442,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102443,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102444,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,1,1,1,1,1,12,25,135,2,,,,,,,,,,,,,,,,
102445,1,1,1,1,2,1,1,2,2,,,,,,,,,,4,4,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102446,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,1,6,,,,
102447,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102448,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102449,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
102450,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,1,3,2,,3,119,502,2,,,2,,,,,,,,,,,,,
102451,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,1,6,2,,7,77777,30,2,,,1,2,,1,2,1,2,12,2,,,,,
102452,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102453,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,1,1,12,28,16,2,,,2,,,,,,,,,,,,,
102454,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
102455,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
102456,2,2,2,2,,2,2,2,,,1,1,1,2,2,,2,2,3,3,3,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
102457,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,5,14,192,2,,,,,,,,,,,,,,,,
102458,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
