"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
94796,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,2,,,,,,,2,,,1,1,2,1,1,1,,4,1,5,,,,
94797,3,2,3,2,,1,2,2,2,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94798,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94799,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,3,1,3,1,3,6,2,99,2,,,2,,,,,,,,,,,,,
94800,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94801,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94802,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94804,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,1,2,,1,147,194,2,,,2,,,,,,,,,,,,,
94805,2,2,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,1,1,2,1,2,1,2,12,2,191,2,,,,,,,,,,,,,,,,
94806,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94807,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94808,1,1,2,1,2,1,2,1,2,,1,1,1,2,2,,2,2,4,4,3,2,1,2,1,2,1,1,12,21,81,1,9,81,2,,,,,,,,,,,,,
94809,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94810,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,,,,7,,,1,1,,,,,,,,,,,,
94811,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,12,26,64,2,,,,,,,,,,,,,,,,
94812,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94813,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94814,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94815,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,4,275,2,,,1,1,3,1,1,1,1,12,1,2,,,,
94816,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,
94818,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94819,1,1,1,1,2,1,1,2,2,,2,2,2,2,1,2,2,2,4,4,4,2,1,2,2,,,,,,,2,,,1,1,2,,,,,,,,1,2,1,1
94820,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94821,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94822,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94823,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,15,337,2,,,1,2,,1,2,1,2,11,1,4,,,,
94824,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94825,1,1,2,2,,1,2,1,2,,3,3,3,,,,,,3,3,1,1,1,1,1,1,1,1,12,99999,99999,2,,,2,,,,,,,,,,,,,
94826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,2,346,2,,,2,,,,,,,,,,,,,
94828,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,2,,,,,,,2,,,1,2,,1,2,1,1,12,1,1,,,,
94829,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
94831,2,2,2,1,2,1,1,2,2,,,,,,,,,,4,4,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94832,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94833,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94834,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94835,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,2,1,1,1,1,1,1,12,11,130,2,,,2,,,,,,,,,,,,,
94836,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94837,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
94838,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,1,1,1,1,1,1,12,19,104,2,,,,,,,,,,,,,,,,
94839,1,1,1,1,2,1,1,2,1,2,2,1,3,2,2,,2,2,4,4,3,1,1,6,1,4,1,4,8,29,354,2,,,1,2,,1,2,1,1,48,1,1,,,,
94840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94841,1,1,1,2,,1,2,2,2,,2,2,2,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
94842,1,1,1,1,3,1,2,2,2,,1,1,1,2,2,,2,2,4,3,3,2,1,3,1,3,1,3,12,24,400,2,,,1,2,,,,,,,,,,,,
94843,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94844,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94845,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,14,290,2,,,1,1,3,1,1,1,,3,1,5,,,,
94846,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,1,2,1,1,24,1,99,,,,
94847,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,3,1,2,1,2,12,21,99999,2,,,,,,,,,,,,,,,,
94848,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,2,,2,2
94849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,2,1,1,1,,7,1,5,,,,
94850,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
94851,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,1,2,1,2,12,8,300,2,,,2,,,,,,,,,,,,,
94852,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
94853,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,14,23,2,,,1,1,1,1,1,1,1,24,1,1,,,,
94854,2,2,2,1,3,1,1,1,1,1,1,3,3,2,2,,2,2,4,4,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94856,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94857,1,1,1,1,1,2,1,1,1,1,,,,,,,,,4,4,,1,1,1,1,1,2,,3,47,185,2,,,2,,,,,,,,,,,,,
94858,2,2,2,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,2,1,3,1,3,1,3,12,23,252,2,,,1,1,2,,,,,,,,,,,
94859,1,1,2,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,1,1,2,1,2,1,2,12,11,178,2,,,2,,,,,,,,,,,,,
94860,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,4,1,4,1,4,12,5,559,2,,,1,1,1,,,,,,,,2,,1,1
94861,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94862,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94863,2,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,2,1,1,2,,1,75,16,2,,,2,,,,,,,,,,,,,
94864,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94865,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,5,1,5,1,5,12,3,478,2,,,2,,,,,,,,,,,,,
94866,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,3,29,600,2,,,1,2,,,,,,,,,,,,
94867,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94868,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
94869,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,1,1,9,1,24,9,,,,,
94870,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,6,2,,,,,,,2,,,2,,,,,,,,,,,,,
94871,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94872,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94874,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94875,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94876,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94877,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94878,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,5,1,5,1,5,12,12,500,2,,,1,2,,,,,,,,,,,,
94879,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94880,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94881,2,2,3,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,2,1,1,1,1,12,16,400,2,,,1,2,,,,,,,,,,,,
94882,1,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94883,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94884,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94885,2,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,3,1,2,1,2,12,23,99999,2,,,2,,,,,,,,,,,,,
94886,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,1,2,,,,,,,,,,,,
94887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94888,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,3,1,3,1,3,12,5,443,2,,,2,,,,,,,,,,,,,
94889,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,1,3,1,2
94890,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94891,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94892,1,1,3,1,3,1,2,1,2,,,,,,,,,,3,3,,1,1,1,1,1,1,1,6,18,16,2,,,,,,,,,,,,,,,,
94893,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94894,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94895,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,,,,7,,,1,1,,,,,,,,,,,,
94896,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,1,1,1,12,18,500,2,,,2,,,,,,,,,,,,,
94897,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,1,2,1,1,24,1,4,,,,
94898,2,2,1,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94899,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,10,300,2,,,2,,,,,,,,,,,,,
94900,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94901,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94902,3,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94903,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94904,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94907,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94908,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94909,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,4,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
94910,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94911,1,1,1,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,1,1,4,1,3,1,3,12,22,187,2,,,2,,,,,,,,,,,,,
94912,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,6,2,,,,,,,2,,,,,,,,,,,,,,,,
94913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94914,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94915,1,2,2,1,1,1,1,2,1,2,2,3,3,2,2,,2,2,4,4,2,2,1,3,1,3,1,2,12,25,464,1,6,464,2,,,,,,,,,,,,,
94916,2,1,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,2,1,2,1,2,2,7,329,9,,,2,,,,,,,,,,,,,
94917,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
94918,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,4,69,2,,,,,,,,,,,,,,,,
94919,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,1,2,,1,2,1,1,48,1,3,,,,
94920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94921,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94922,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94923,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94924,2,2,2,1,2,1,1,2,2,,2,3,3,2,2,,2,2,4,4,2,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
94925,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94926,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,24,580,2,,,2,,,,,,,,,,,,,
94927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94928,2,2,3,1,1,1,1,1,1,2,3,3,3,,,,,,4,4,1,2,1,3,1,3,1,3,12,7,511,2,,,2,,,,,,,,,,,,,
94929,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94930,3,3,3,,,,,,,,,,,,,,,,1,1,,2,7,,,,,,,,,7,,,2,,,,,,,,,,,,,
94931,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,2,1,1,12,20,16,2,,,,,,,,,,,,,,,,
94932,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94933,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,2,1,2,1,2,12,13,197,2,,,2,,,,,,,,,,,,,
94934,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94935,2,2,3,1,2,1,2,1,2,,,,,,,,,,4,4,,1,1,1,1,1,1,1,2,21,12,2,,,1,1,1,,,,,,,,,,,
94936,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,6,1,6,3,4,900,2,,,1,1,2,,,,,,,,1,3,2,2
94937,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,4,14,15,2,,,,,,,,,,,,,,,,
94938,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94939,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,2,1,2,2,,8,55555,386,2,,,,,,,,,,,,,,,,
94940,2,2,1,2,,2,2,2,,,,,,,,,,,3,3,,1,1,2,2,,,,,,,2,,,,,,,,,,,,,,,,
94941,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94942,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94943,2,1,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,7,1,7,1,7,12,4,200,2,,,1,1,1,2,,,,,2,,,,,
94944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94945,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94946,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,8,12,650,2,,,1,1,3,,,,,,,,,,,
94947,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94948,1,2,3,1,2,1,2,2,2,,2,2,3,2,2,,2,2,3,3,3,2,1,3,1,3,1,3,12,27,300,2,,,1,1,1,1,1,1,,10,2,,,,,
94949,2,2,2,1,2,1,2,2,2,,2,3,3,2,2,,2,2,3,4,2,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94950,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94952,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94953,1,1,1,1,3,1,1,2,2,,,,,,,,,,4,4,,1,1,1,1,1,1,1,12,3,192,2,,,2,,,,,,,,,,,,,
94954,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94955,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94956,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94957,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94958,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94959,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94960,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94961,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94962,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94963,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94964,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
94965,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,99,2,,,,,,,2,,,2,,,,,,,,,,,,,
94966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
94967,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94968,1,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94969,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94970,1,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,4,327,2,,,2,,,,,,,,,,,,,
94972,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94973,2,3,3,2,,2,2,1,2,,2,3,3,2,2,,2,2,3,2,2,1,1,6,1,4,2,,6,99999,200,2,,,1,1,2,,,,,,,,,,,
94974,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,3,227,2,,,2,,,1,2,1,1,18,1,3,,,,
94975,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94976,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,1,1,1,12,18,26,2,,,2,,,,,,,,,,,,,
94977,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94978,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,2,1,2,1,1,60,1,4,,,,
94979,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94980,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94981,1,1,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,1,1,3,1,1,1,,2,1,2,,,,
94982,3,3,2,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94983,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
94984,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94985,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94986,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94987,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94988,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94989,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,4,1,3,1,3,11,6,357,2,,,2,,,,,,,,,,,,,
94990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94991,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94992,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94993,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94994,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94995,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94996,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94997,1,2,2,2,,1,1,1,2,,3,3,3,,,,,,3,4,1,2,1,2,1,2,1,2,99,99999,99999,2,,,1,1,1,,,,,,,,,,,
94998,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94999,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
