"SEQN","HOQ011","HOD030","HOQ040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOQ230","HOQ240","HOQ250","HOQ260A","HOQ260B","HOQ260C","HOQ270","HOQ280A","HOQ280B","HOQ280C"
31542,2,,1,5,3,1,2,1,1,2,1,1,2,3,,,,
31543,2,,1,6,1,1,2,1,2,2,1,1,2,3,,,,
31544,2,,6,7,3,1,1,2,1,1,1,,2,,,,,
31545,2,,99,3,1,2,1,2,2,2,2,,,,2,,,
31546,3,,6,5,5,2,1,2,2,2,1,1,,,,,,
31547,2,,99,5,1,2,2,2,2,2,2,,,,2,,,
31548,1,,99,4,3,1,2,2,2,2,1,,2,,,,,
31549,2,,1,6,2,2,1,1,1,2,1,1,,,,,,
31550,4,4,6,4,1,2,1,2,2,2,1,,,3,,,,
31551,2,,2,7,3,1,2,2,2,2,2,,,,2,,,
31552,2,,1,7,4,1,1,2,2,1,1,1,,,,,,
31553,4,5,99,4,2,2,1,2,2,1,2,,,,2,,,
31554,2,,2,6,2,1,1,1,2,2,1,1,2,,,,,
31555,3,,3,3,2,1,2,2,2,2,2,,,,2,,,
31556,2,,99,7,1,3,1,2,2,2,2,,,,9,,,
31557,2,,1,7,3,1,1,1,2,2,2,,,,2,,,
31558,2,,6,6,5,3,1,2,2,2,1,1,,,,,,
31559,2,,3,6,5,1,1,1,2,2,1,,2,,,,,
31560,2,,1,6,3,2,1,2,2,1,2,,,,2,,,
31561,4,1,99,7,2,2,1,2,2,2,2,,,,2,,,
31562,4,7,99,3,2,2,1,2,2,2,2,,,,2,,,
31563,2,,4,5,5,1,1,2,2,2,1,1,,,,,,
31564,1,,1,5,2,3,1,2,2,2,2,,,,2,,,
31565,4,5,99,3,1,2,1,2,2,2,2,,,,2,,,
31566,4,3,2,5,3,2,1,2,2,2,2,,,,2,,,
31567,2,,4,9,5,1,1,1,1,2,1,1,,,,,,
31568,2,,5,6,5,1,1,2,1,2,2,,,,2,,,
31569,2,,1,11,5,1,1,1,2,2,1,1,,,,,,
31570,2,,2,7,4,1,2,2,2,2,2,,,,2,,,
31571,2,,2,8,2,1,1,2,2,2,2,,,,2,,,
31572,4,5,99,4,3,2,1,2,2,1,2,,,,2,,,
31573,4,3,99,4,1,2,1,2,2,2,2,,,,2,,,
31574,2,,2,11,4,1,1,2,2,2,1,1,2,,,,,
31575,2,,1,10,5,1,2,2,2,2,1,1,,,,,,
31576,2,,3,8,4,1,2,2,2,2,1,1,2,,,,,
31577,2,,1,6,1,1,2,1,2,2,1,,2,,,,,
31578,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
31579,2,,5,7,1,1,1,1,1,2,1,1,2,,,,,
31580,2,,3,5,2,1,1,2,2,1,1,,2,,,,,
31581,2,,3,9,5,1,1,2,2,2,2,,,,2,,,
31582,2,,6,6,2,1,1,2,2,1,1,1,,,,,,
31583,4,3,3,3,1,2,1,2,2,1,2,,,,1,1,,
31584,3,,99,4,1,2,1,2,2,2,2,,,,2,,,
31585,2,,99,7,2,1,1,2,2,2,2,,,,2,,,
31586,,,,,,,,,,,,,,,,,,
31587,4,6,99,4,4,1,1,2,2,2,2,,,,2,,,
31588,2,,2,6,5,1,2,2,2,2,1,1,2,,,,,
31589,3,,99,4,1,2,1,2,2,1,1,1,,,,,,
31590,2,,99,3,3,2,1,2,2,1,2,,,,2,,,
31591,3,,3,7,4,1,1,2,1,1,2,,,,2,,,
31592,2,,99,6,4,1,1,2,2,1,2,,,,2,,,
31593,2,,4,6,5,1,1,1,2,2,1,1,2,,,,,
31594,2,,3,6,4,1,1,2,2,2,2,,,,2,,,
31595,2,,1,9,3,1,1,1,2,2,2,,,,2,,,
31596,2,,1,8,2,1,1,2,2,2,2,,,,2,,,
31597,2,,99,5,3,2,1,2,2,2,1,,2,,,,,
31598,2,,99,3,4,1,2,1,2,2,2,,,,2,,,
31599,2,,1,7,3,1,1,2,2,2,1,,2,,,,,
31600,2,,1,6,3,2,1,2,2,2,2,,,,1,1,,
31601,2,,4,6,5,1,1,2,2,2,1,,2,,,,,
31602,3,,5,6,4,1,1,2,2,2,1,,2,,,,,
31603,1,,3,4,4,1,1,2,2,2,2,,,,2,,,
31604,4,5,1,6,3,1,1,2,2,2,1,1,2,,,,,
31605,2,,6,7,5,1,1,2,1,2,1,,2,,,,,
31606,2,,5,7,5,1,3,2,2,2,2,,,,2,,,
31607,4,3,99,4,3,2,1,2,2,2,2,,,,2,,,
31608,2,,3,7,5,1,2,1,1,2,1,1,,,,,,
31609,2,,99,6,1,1,1,2,2,2,2,,,,2,,,
31610,2,,1,7,2,1,1,2,2,2,1,1,,,,,,
31611,2,,1,8,2,1,1,1,2,2,2,,,,2,,,
31612,1,,1,5,3,1,1,2,2,2,2,,,,1,,2,
31613,2,,3,4,3,1,1,1,2,2,2,,,,2,,,
31614,4,5,99,4,3,2,1,1,2,1,2,,,,2,,,
31615,2,,5,7,4,1,1,1,1,1,2,,,,2,,,
31616,2,,3,7,1,1,1,2,2,2,1,,2,,,,,
31617,2,,2,6,1,1,1,2,2,2,1,1,,,,,,
31618,3,,99,6,5,2,1,2,2,2,2,,,,2,,,
31619,2,,1,5,2,2,1,2,2,2,2,,,,2,,,
31620,2,,1,6,1,1,1,1,2,2,2,,,,2,,,
31621,4,99,99,6,1,2,9,2,2,1,2,,,,2,,,
31622,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
31623,2,,99,5,2,2,1,1,2,2,1,1,,,,,,
31624,2,,1,8,1,1,2,1,2,2,2,,,,2,,,
31625,3,,99,3,1,2,1,2,2,2,2,,,,2,,,
31626,2,,1,12,4,1,2,2,2,2,2,,,,2,,,
31627,2,,4,9,5,1,1,2,2,2,1,1,,,,,,
31628,2,,1,10,1,1,1,1,2,2,1,1,2,,,,,
31629,6,,3,1,1,3,1,1,1,2,2,,,,2,,,
31630,2,,6,8,3,1,1,2,2,2,1,1,,,,,,
31631,2,,99,4,3,2,1,2,2,2,2,,,,2,,,
31632,4,3,99,4,2,2,1,2,2,2,2,,,,2,,,
31633,3,,3,4,5,1,1,2,2,2,2,,,,2,,,
31634,2,,99,6,2,1,1,9,2,2,2,,,,2,,,
31635,2,,99,5,1,2,1,1,2,1,2,,,,2,,,
31636,2,,4,6,3,2,1,2,2,2,1,1,,,,,,
31637,2,,1,11,3,1,2,1,2,2,2,,,,2,,,
31638,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
31639,2,,99,5,1,2,1,2,2,2,1,1,2,,,,,
31640,2,,99,3,1,2,1,2,2,2,2,,,,2,,,
31641,2,,5,7,5,1,1,2,1,2,2,,,,2,,,
31642,4,5,99,4,1,2,1,2,1,1,2,,,,2,,,
31643,2,,4,6,3,1,1,2,2,2,1,1,,,,,,
31644,4,4,99,4,3,2,1,1,2,2,2,,,,2,,,
31645,4,4,99,4,1,2,1,2,2,2,2,,,,2,,,
31646,4,1,6,2,2,2,1,2,2,1,2,,,,2,,,
31647,3,,99,6,4,2,1,2,2,1,1,,2,,,,,
31648,2,,99,4,3,2,1,2,1,2,2,,,,2,,,
31649,2,,6,8,4,1,1,1,2,2,1,,2,,,,,
31650,4,3,99,4,3,2,1,2,1,1,2,,,,2,,,
31651,2,,99,8,1,2,1,2,2,2,2,,,,2,,,
31652,2,,2,8,4,1,2,2,2,2,2,,,,2,,,
31653,2,,2,8,5,1,1,2,2,2,2,,,,2,,,
31654,2,,2,10,5,1,2,1,2,2,2,,,,2,,,
31655,2,,1,8,1,1,1,2,2,2,1,1,,,,,,
31656,3,,99,6,1,2,1,2,1,1,2,,,,2,,,
31657,2,,99,7,1,1,1,2,2,2,2,,,,2,,,
31658,3,,99,7,4,2,1,2,1,2,2,,,,2,,,
31659,1,,2,4,1,1,1,1,2,2,1,,,3,,,,
31660,2,,3,5,5,1,1,1,1,2,2,,,,2,,,
31661,4,4,99,6,1,2,1,2,1,1,2,,,,2,,,
31662,3,,3,8,4,1,1,1,2,2,1,1,,,,,,
31663,2,,3,6,5,1,1,1,2,2,1,1,,,,,,
31664,3,,6,8,5,1,1,2,2,2,1,1,,,,,,
31665,2,,2,6,4,1,2,2,2,2,1,1,2,,,,,
31666,3,,1,4,2,2,1,2,2,2,2,,,,2,,,
31667,4,4,99,2,1,2,1,1,2,1,2,,,,2,,,
31668,2,,4,5,5,1,1,2,2,2,2,,,,2,,,
31669,4,5,99,4,2,2,1,2,1,2,2,,,,2,,,
31670,3,,99,6,1,2,1,2,1,1,2,,,,2,,,
31671,2,,4,5,4,2,2,1,2,2,1,,2,,,,,
31672,2,,1,9,4,1,1,2,2,2,1,1,,,,,,
31673,3,,99,7,2,2,1,2,2,2,2,,,,1,,,3
31674,2,,3,8,2,1,1,2,2,2,1,1,2,,,,,
31675,2,,2,5,5,1,2,2,2,2,1,1,2,,,,,
31676,4,3,6,6,4,1,1,1,2,2,2,,,,2,,,
31677,1,,1,7,2,1,1,1,2,2,2,,,,2,,,
31678,2,,1,4,3,1,1,2,2,2,2,,,,1,1,,
31679,2,,3,7,3,1,1,2,1,1,2,,,,2,,,
31680,4,3,99,3,1,2,1,2,2,2,2,,,,2,,,
31681,4,5,99,4,1,2,1,2,2,2,2,,,,2,,,
31682,2,,6,11,3,1,1,2,2,2,2,,,,2,,,
31683,2,,3,9,4,1,2,1,1,2,1,1,2,,,,,
31684,3,,3,5,2,2,1,2,2,2,1,,2,,,,,
31685,2,,6,7,5,1,1,2,2,2,2,,,,1,1,,
31686,4,3,99,4,4,2,1,2,2,1,2,,,,2,,,
31687,2,,1,5,3,1,1,2,2,2,2,,,,2,,,
31688,4,5,99,4,1,2,1,2,1,1,2,,,,2,,,
31689,2,,4,5,1,2,1,2,2,1,2,,,,2,,,
31690,2,,4,7,2,1,1,2,2,2,2,,,,2,,,
31691,2,,2,4,1,2,2,1,2,2,2,,,,2,,,
31692,2,,2,8,5,1,1,2,2,2,2,,,,2,,,
31693,2,,1,8,5,1,2,1,2,2,2,,,,2,,,
31694,2,,1,9,3,1,1,2,2,2,1,1,,3,,,,
31695,2,,5,5,5,1,2,2,2,2,2,,,,2,,,
31696,2,,1,5,3,1,1,1,2,2,2,,,,2,,,
31697,2,,99,7,1,2,1,2,2,2,2,,,,2,,,
31698,3,,1,6,4,1,1,2,2,2,1,1,,,,,,
31699,2,,3,7,3,1,1,2,2,2,2,,,,2,,,
31700,4,3,99,4,2,2,1,1,2,2,2,,,,2,,,
31701,4,4,99,4,1,2,1,2,2,2,2,,,,2,,,
31702,4,4,99,4,2,2,9,2,2,2,2,,,,1,1,,
31703,4,4,99,5,1,2,1,2,2,2,2,,,,2,,,
31704,4,3,5,4,3,2,1,2,2,1,2,,,,2,,,
31705,2,,1,3,5,1,2,2,2,2,2,,,,2,,,
31706,2,,1,11,4,1,2,1,2,2,2,,,,2,,,
31707,2,,6,7,5,1,1,1,1,2,2,,,,2,,,
31708,2,,99,5,5,2,1,2,2,1,2,,,,2,,,
31709,2,,3,8,3,1,1,2,2,2,1,1,,,,,,
31710,2,,1,7,3,1,2,1,2,2,1,1,,,,,,
31711,3,,3,7,2,2,1,1,2,2,2,,,,2,,,
31712,4,1,99,7,2,2,1,2,2,2,2,,,,2,,,
31713,2,,99,8,4,1,1,2,2,2,2,,,,2,,,
31714,1,,1,5,2,1,1,2,2,1,2,,,,2,,,
31715,2,,5,5,4,1,1,2,1,1,2,,,,2,,,
31716,2,,2,9,5,1,2,2,2,2,1,1,,,,,,
31717,2,,99,11,3,1,1,1,2,2,1,,2,,,,,
31718,2,,99,5,2,2,1,2,2,1,2,,,,2,,,
31719,2,,4,5,5,1,1,2,2,2,1,1,2,,,,,
31720,3,,4,4,1,2,1,2,2,1,2,,,,2,,,
31721,2,,99,6,5,1,1,1,2,2,2,,,,2,,,
31722,2,,1,7,5,1,2,2,2,2,1,1,,,,,,
31723,6,,99,1,1,2,1,2,2,1,2,,,,2,,,
31724,2,,5,6,4,1,1,2,2,2,1,1,,,,,,
31725,2,,4,6,3,1,1,2,2,2,2,,,,2,,,
31726,2,,4,7,2,1,1,2,2,2,2,,,,2,,,
31727,3,,1,6,1,2,1,2,2,2,2,,,,2,,,
31728,2,,2,6,2,2,2,2,1,2,2,,,,2,,,
31729,2,,1,8,2,1,1,1,2,2,1,1,,,,,,
31730,2,,4,6,4,1,1,2,1,2,1,,2,,,,,
31731,2,,99,5,1,2,1,2,2,2,2,,,,2,,,
31732,2,,2,5,4,1,1,2,2,2,1,,2,,,,,
31733,2,,6,8,4,1,2,1,2,2,2,,,,2,,,
31734,2,,1,5,2,1,1,2,2,2,1,,2,,,,,
31735,2,,1,9,3,1,2,1,2,2,2,,,,1,1,,
31736,4,6,99,2,1,2,1,2,2,1,2,,,,2,,,
31737,4,7,99,4,1,2,1,2,2,2,2,,,,2,,,
31738,1,,2,5,2,1,1,2,2,2,2,,,,2,,,
31739,4,6,99,4,1,2,1,2,2,2,1,,,3,,,,
31740,2,,3,8,2,1,1,2,2,2,2,,,,2,,,
31741,2,,3,5,5,1,1,2,2,2,1,,,3,,,,
31742,2,,6,5,2,1,1,2,2,1,2,,,,2,,,
31743,2,,5,6,3,1,1,2,2,2,1,1,,3,,,,
31744,2,,1,6,3,1,2,1,2,1,2,,,,2,,,
31745,3,,99,6,1,2,1,2,1,1,2,,,,2,,,
31746,2,,2,7,5,1,1,2,2,2,1,1,2,3,,,,
31747,2,,2,6,3,1,2,2,2,2,1,,2,,,,,
31748,4,3,99,4,1,2,2,2,2,2,2,,,,2,,,
31749,1,,2,6,77,7,2,2,2,2,1,1,,,,,,
31750,2,,1,8,2,1,1,1,2,2,2,,,,2,,,
31751,6,,3,4,1,2,2,2,1,1,2,,,,2,,,
31752,2,,6,5,2,1,2,1,2,2,1,1,,,,,,
31753,2,,2,7,3,1,1,2,2,2,1,1,,,,,,
31754,2,,4,6,2,1,1,2,2,2,2,,,,2,,,
31755,4,5,99,3,1,2,2,1,2,1,2,,,,2,,,
31756,2,,6,7,5,1,1,2,1,2,1,,2,,,,,
31757,2,,3,6,2,1,2,2,2,2,2,,,,2,,,
31758,2,,2,4,2,1,1,2,2,2,2,,,,2,,,
31759,1,,99,4,3,2,1,1,1,1,2,,,,2,,,
31760,2,,6,6,5,3,2,2,2,2,2,,,,2,,,
31761,2,,3,5,1,2,1,2,2,2,2,,,,2,,,
31762,4,1,99,3,2,2,1,1,1,1,2,,,,2,,,
31763,3,,3,8,3,2,1,2,2,2,2,,,,1,,,3
31764,2,,2,4,3,1,1,2,2,2,2,,,,2,,,
31765,2,,1,8,5,1,2,1,2,2,2,,,,2,,,
31766,,,,,,,,,,,,,,,,,,
31767,2,,6,5,5,1,1,1,1,2,1,1,2,,,,,
31768,2,,5,4,3,1,1,2,2,2,1,1,,,,,,
31769,2,,3,7,5,1,1,2,1,2,2,,,,2,,,
31770,3,,6,4,2,2,1,2,1,2,1,,2,,,,,
31771,4,5,99,3,1,2,1,2,2,1,2,,,,2,,,
31772,2,,99,6,3,2,1,2,1,1,2,,,,2,,,
31773,2,,3,7,5,1,1,2,2,2,1,1,,,,,,
31774,3,,3,6,3,1,1,2,2,1,2,,,,2,,,
31775,3,,1,8,2,1,1,1,2,2,1,1,,,,,,
31776,2,,1,8,1,1,2,1,2,2,2,,,,2,,,
31777,1,,99,3,1,2,1,2,2,1,2,,,,2,,,
31778,4,3,99,3,3,2,1,2,2,2,2,,,,1,1,,
31779,2,,99,4,4,1,1,2,2,1,2,,,,2,,,
31780,2,,1,11,4,1,2,1,2,2,2,,,,2,,,
31781,2,,3,9,4,1,1,2,2,1,2,,,,2,,,
31782,2,,2,10,3,1,1,1,2,2,1,1,2,,,,,
31783,3,,4,4,2,2,1,1,2,1,2,,,,2,,,
31784,2,,1,4,3,2,1,2,2,2,2,,,,1,,,3
31785,2,,5,10,5,1,1,2,2,2,1,1,,,,,,
31786,3,,6,8,2,1,1,2,2,2,2,,,,2,,,
31787,2,,5,6,5,1,1,2,1,1,2,,,,2,,,
31788,4,5,2,4,2,2,1,2,1,2,2,,,,2,,,
31789,4,3,6,7,5,1,1,2,2,2,2,,,,2,,,
31790,2,,3,4,5,1,1,2,2,2,2,,,,2,,,
31791,2,,6,6,4,1,1,2,2,2,2,,,,2,,,
31792,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
31793,2,,4,4,3,2,1,2,1,1,2,,,,2,,,
31794,2,,99,6,4,1,1,2,2,2,2,,,,2,,,
31795,2,,5,4,4,2,1,2,2,1,2,,,,2,,,
31796,2,,2,9,3,2,1,2,2,2,2,,,,2,,,
31797,3,,99,5,4,2,1,1,1,1,1,1,2,,,,,
31798,1,,3,3,3,1,2,1,2,2,2,,,,1,1,,
31799,2,,1,12,5,1,1,1,2,2,1,1,,,,,,
31800,3,,2,7,5,1,1,2,2,2,1,,2,,,,,
31801,3,,99,6,4,2,1,2,2,1,1,,2,,,,,
31802,2,,3,8,5,1,1,1,2,2,2,,,,2,,,
31803,1,,2,5,4,1,2,1,2,2,2,,,,2,,,
31804,2,,2,6,2,2,1,1,2,2,1,1,,,,,,
31805,4,5,99,4,2,2,1,1,2,2,1,1,,,,,,
31806,6,,1,1,1,2,1,2,2,2,2,,,,2,,,
31807,2,,6,7,5,1,1,2,2,2,1,,2,,,,,
31808,2,,3,5,5,1,1,2,2,2,2,,,,2,,,
31809,2,,5,7,1,1,1,1,2,2,1,1,,,,,,
31810,4,4,99,5,3,2,1,2,2,2,2,,,,2,,,
31811,2,,5,4,2,2,1,2,1,2,1,1,,3,,,,
31812,1,,99,4,2,1,1,2,2,2,2,,,,2,,,
31813,2,,4,6,5,1,1,2,2,2,2,,,,2,,,
31814,2,,4,4,5,1,3,2,2,2,1,1,2,,,,,
31815,2,,1,9,1,1,1,1,2,2,2,,,,2,,,
31816,3,,2,5,3,2,1,2,1,2,2,,,,2,,,
31817,1,,1,6,3,1,1,1,2,2,1,1,,3,,,,
31818,4,4,99,5,1,2,1,1,2,2,2,,,,2,,,
31819,2,,99,7,1,2,1,2,1,2,1,1,,,,,,
31820,3,,2,5,5,3,1,1,2,2,2,,,,2,,,
31821,2,,99,9,3,2,1,1,2,2,1,,2,,,,,
31822,2,,1,7,3,1,2,1,2,2,2,,,,2,,,
31823,4,4,99,5,3,2,1,2,1,1,2,,,,2,,,
31824,6,,99,3,2,3,9,1,1,2,2,,,,2,,,
31825,2,,6,5,4,1,1,1,2,2,2,,,,2,,,
31826,2,,1,7,1,2,1,2,2,2,1,1,2,,,,,
31827,6,,6,2,2,2,1,2,2,2,2,,,,2,,,
31828,4,99,99,4,1,1,1,2,2,1,2,,,,2,,,
31829,3,,99,5,3,2,1,2,1,1,2,,,,2,,,
31830,2,,4,3,3,1,1,1,2,2,1,1,,,,,,
31831,2,,1,7,4,1,1,2,2,2,1,1,,,,,,
31832,2,,3,7,5,1,1,1,2,2,1,1,2,,,,,
31833,2,,2,3,3,2,1,2,2,2,2,,,,2,,,
31834,2,,6,6,3,1,1,2,1,2,1,1,,,,,,
31835,1,,1,5,2,1,1,2,2,1,2,,,,2,,,
31836,2,,99,6,3,1,1,2,2,1,2,,,,2,,,
31837,1,,2,4,3,2,1,2,2,2,2,,,,2,,,
31838,2,,99,6,1,2,1,2,2,1,1,1,,,,,,
31839,,,,,,,,,,,,,,,,,,
31840,4,5,2,4,1,2,1,2,2,1,2,,,,2,,,
31841,3,,1,5,2,2,1,2,2,2,2,,,,2,,,
31842,2,,4,6,4,1,1,1,2,2,2,,,,2,,,
31843,2,,5,9,5,1,1,1,2,2,2,,,,2,,,
31844,3,,1,8,4,1,1,2,2,2,2,,,,2,,,
31845,2,,99,7,1,2,1,2,1,2,2,,,,2,,,
31846,2,,4,8,5,1,1,1,2,2,2,,,,2,,,
31847,2,,5,9,1,2,1,2,2,2,1,,2,,,,,
31848,2,,5,8,3,1,1,2,1,1,1,1,2,,,,,
31849,2,,4,6,2,2,1,2,2,2,2,,,,2,,,
31850,2,,1,7,3,1,2,1,2,2,1,1,2,,,,,
31851,2,,1,5,4,1,1,2,2,2,2,,,,2,,,
31852,4,4,99,4,1,2,1,2,2,2,1,1,,,,,,
31853,2,,1,8,2,1,1,2,2,2,2,,,,1,1,,
31854,2,,1,6,1,1,1,2,2,2,2,,,,2,,,
31855,2,,99,3,1,2,1,2,2,2,2,,,,2,,,
31856,2,,1,4,3,1,2,1,2,2,1,1,,,,,,
31857,2,,3,7,5,1,1,1,1,2,2,,,,2,,,
31858,4,4,99,7,1,2,1,2,1,2,2,,,,2,,,
31859,2,,1,7,5,1,1,2,2,2,2,,,,2,,,
31860,2,,1,11,1,1,1,2,2,2,1,,2,,,,,
31861,4,6,2,3,1,1,1,2,2,2,2,,,,2,,,
31862,2,,6,6,5,1,1,2,1,1,1,1,,,,,,
31863,2,,1,9,2,1,1,1,2,1,1,1,,,,,,
31864,3,,99,6,5,1,1,2,2,2,2,,,,2,,,
31865,4,4,99,4,3,2,1,2,1,2,2,,,,2,,,
31866,2,,3,5,1,1,1,2,2,2,2,,,,2,,,
31867,2,,99,9,1,1,1,1,2,2,1,1,,,,,,
31868,2,,3,6,2,1,1,2,2,2,2,,,,2,,,
31869,4,7,99,3,1,2,1,2,2,2,2,,,,2,,,
31870,4,4,99,4,2,2,1,1,1,1,2,,,,2,,,
31871,1,,1,5,1,1,1,2,2,2,2,,,,2,,,
31872,1,,1,6,4,1,1,2,2,2,1,1,,,,,,
31873,4,3,99,3,1,2,1,2,1,2,2,,,,2,,,
31874,2,,1,6,3,1,2,2,1,2,1,1,,,,,,
31875,2,,5,6,2,1,1,2,2,2,1,1,2,,,,,
31876,4,7,99,5,4,2,1,2,2,2,2,,,,2,,,
31877,4,3,99,4,2,2,1,2,1,2,2,,,,2,,,
31878,2,,2,6,5,1,2,1,1,2,1,1,2,,,,,
31879,2,,4,5,4,1,1,2,2,2,1,1,2,,,,,
31880,3,,99,8,1,2,1,2,2,2,1,1,,,,,,
31881,2,,6,7,2,2,1,2,1,1,1,1,2,,,,,
31882,2,,6,8,1,3,2,2,1,2,1,1,2,,,,,
31883,2,,4,7,4,1,1,1,2,2,1,,2,,,,,
31884,2,,4,7,3,1,2,1,2,2,2,,,,2,,,
31885,2,,1,10,1,1,1,2,2,2,2,,,,1,1,,
31886,2,,1,9,1,1,1,2,2,2,1,1,2,,,,,
31887,3,,4,7,4,1,1,1,1,2,2,,,,2,,,
31888,2,,99,6,1,1,1,2,2,2,2,,,,2,,,
31889,4,5,99,5,4,2,1,1,2,1,2,,,,2,,,
31890,2,,3,7,5,1,1,2,2,2,1,1,,3,,,,
31891,3,,99,5,3,2,1,1,1,1,2,,,,2,,,
31892,1,,1,4,3,1,2,2,2,2,1,1,,,,,,
31893,2,,5,5,5,1,1,2,1,2,1,1,,,,,,
31894,2,,6,5,5,1,1,2,2,1,1,1,2,,,,,
31895,2,,6,10,4,1,1,1,2,1,2,,,,2,,,
31896,4,5,99,5,5,2,1,2,1,2,1,1,,,,,,
31897,2,,2,7,5,1,1,2,2,2,2,,,,2,,,
31898,3,,3,8,5,1,1,1,2,1,2,,,,2,,,
31899,4,3,2,6,3,2,1,2,2,1,2,,,,2,,,
31900,4,7,99,4,2,2,1,2,2,2,2,,,,2,,,
31901,2,,1,11,1,1,1,2,2,2,1,,2,,,,,
31902,2,,5,12,3,1,1,2,1,1,1,1,,,,,,
31903,2,,2,7,5,1,1,2,2,2,2,,,,2,,,
31904,4,3,99,4,2,2,2,2,2,2,1,1,,,,,,
31905,2,,1,7,4,1,1,1,2,2,2,,,,2,,,
31906,4,1,99,6,1,2,1,2,2,2,2,,,,2,,,
31907,2,,1,7,3,1,1,1,2,2,2,,,,2,,,
31908,2,,99,4,4,3,1,2,2,2,2,,,,2,,,
31909,2,,1,8,2,1,1,1,2,2,1,,2,,,,,
31910,4,5,99,4,2,2,1,2,2,2,2,,,,2,,,
31911,2,,4,6,3,1,1,2,2,2,2,,,,2,,,
31912,2,,5,4,3,2,1,2,1,2,2,,,,2,,,
31913,2,,1,7,5,1,2,1,2,2,2,,,,2,,,
31914,2,,6,8,4,1,2,2,1,2,1,1,,,,,,
31915,2,,6,4,4,1,1,2,2,2,2,,,,1,1,,
31916,2,,1,9,3,1,1,2,2,2,1,,2,,,,,
31917,4,4,2,6,3,2,1,2,2,2,2,,,,2,,,
31918,4,7,99,4,1,2,1,2,2,2,2,,,,2,,,
31919,2,,2,7,5,1,1,2,1,2,1,1,2,,,,,
31920,4,5,1,3,1,2,1,2,2,2,2,,,,1,,2,
31921,2,,6,10,4,1,1,2,2,2,1,1,,,,,,
31922,2,,2,7,2,1,1,2,2,2,1,1,2,,,,,
31923,2,,2,8,5,1,1,1,2,2,2,,,,2,,,
31924,2,,1,12,1,1,1,2,2,2,1,1,,,,,,
31925,2,,99,5,2,2,1,2,2,2,2,,,,2,,,
31926,1,,3,6,5,1,1,2,2,2,2,,,,2,,,
31927,3,,5,5,5,1,1,2,2,2,1,1,2,,,,,
31928,2,,4,5,3,1,2,1,2,2,2,,,,1,1,,
31929,2,,4,5,4,1,1,1,2,1,2,,,,2,,,
31930,1,,2,4,1,2,1,2,2,1,1,1,2,,,,,
31931,2,,1,7,5,1,1,2,2,1,1,1,,,,,,
31932,2,,5,6,5,1,1,2,1,2,2,,,,2,,,
31933,2,,99,7,3,2,1,2,2,2,2,,,,2,,,
31934,2,,1,10,4,1,1,2,2,2,1,1,2,,,,,
31935,2,,99,7,3,1,1,9,2,2,2,,,,2,,,
31936,4,4,99,5,1,2,1,1,2,2,2,,,,2,,,
31937,1,,2,6,5,1,2,2,2,2,1,,2,,,,,
31938,2,,2,5,2,1,1,1,1,2,2,,,,2,,,
31939,2,,2,6,4,1,1,2,2,2,2,,,,2,,,
31940,3,,99,3,4,2,1,2,2,1,2,,,,2,,,
31941,2,,6,6,4,1,1,2,2,2,1,1,,,,,,
31942,2,,1,8,1,1,2,2,2,2,2,,,,2,,,
31943,2,,6,9,5,1,1,2,1,2,1,1,,,,,,
31944,2,,4,5,5,1,1,9,2,2,2,,,,1,1,,
31945,2,,1,6,3,1,2,2,2,2,1,1,2,,,,,
31946,2,,2,6,5,1,1,2,1,1,1,1,,,,,,
31947,3,,5,4,1,2,1,2,2,1,2,,,,2,,,
31948,2,,99,8,3,2,1,2,2,2,2,,,,2,,,
31949,2,,1,7,3,1,1,2,2,2,1,1,,,,,,
31950,2,,2,6,2,1,1,1,2,2,1,1,,,,,,
31951,2,,3,8,2,1,1,2,1,2,1,1,,,,,,
31952,2,,3,9,5,1,1,2,2,2,1,1,2,,,,,
31953,3,,2,7,1,2,1,1,2,2,1,,2,,,,,
31954,2,,6,12,4,1,1,1,2,2,1,1,2,,,,,
31955,3,,3,9,2,1,1,2,2,2,2,,,,2,,,
31956,4,7,6,4,1,2,1,2,2,2,2,,,,2,,,
31957,2,,5,4,3,2,1,2,1,2,2,,,,2,,,
31958,2,,3,6,3,1,1,2,2,2,2,,,,2,,,
31959,2,,1,8,5,1,1,2,2,2,2,,,,2,,,
31960,2,,4,6,3,1,1,2,2,2,2,,,,2,,,
31961,4,4,99,4,2,2,1,2,2,2,1,1,,,,,,
31962,2,,4,2,2,3,1,2,2,2,1,1,,,,,,
31963,4,7,99,3,1,2,1,2,2,1,2,,,,2,,,
31964,2,,2,7,4,1,1,1,2,2,2,,,,1,1,,
31965,2,,99,5,1,2,1,2,2,1,2,,,,2,,,
31966,2,,4,5,5,1,1,2,1,2,2,,,,2,,,
31967,2,,99,6,5,1,1,2,2,2,2,,,,2,,,
31968,3,,99,5,1,2,1,2,1,1,2,,,,2,,,
31969,2,,4,5,1,2,1,2,2,1,2,,,,2,,,
31970,3,,6,7,1,3,1,2,2,2,1,1,,,,,,
31971,2,,2,8,1,1,1,1,2,2,2,,,,1,1,,
