"SEQN","HOD011","HOD030","HOD040","HOD050","HOD060","HOQ065","HOQ070","HOQ080","HOD140","HOD150","HOD160","HOD170","HOD180","HOD190","HOD210","HOD220"
22738,3,,3,8,4,1,1,2,2,,2,,,2,,1
22739,1,,3,7,5,1,1,2,,,,,,,,
22740,4,5,5,4,1,2,1,2,,,,,,,,
22741,2,,4,7,4,2,1,2,,,,,,,,
22742,3,,3,7,4,1,1,2,,,,,,,,
22743,2,,3,10,4,1,1,2,,,,,,,,
22744,2,,4,6,4,1,2,2,,,,,,,,
22745,2,,3,6,5,1,1,2,,,,,,,,
22746,2,,2,12,1,1,1,2,,,,,,,,
22747,4,5,1,5,2,2,1,2,2,,2,,,2,,2
22748,4,4,99,4,1,2,1,1,,,,,,,,
22749,3,,3,5,4,1,1,2,,,,,,,,
22750,2,,4,6,4,1,1,1,,,,,,,,
22751,2,,3,7,4,1,1,1,,,,,,,,
22752,,,,,,,,,,,,,,,,
22753,4,7,99,4,1,2,1,2,,,,,,,,
22754,2,,5,4,4,1,2,2,,,,,,,,
22755,2,,2,7,2,1,1,2,,,,,,,,
22756,4,7,3,4,4,2,1,2,,,,,,,,
22757,4,3,6,4,3,2,1,1,,,,,,,,
22758,2,,1,7,4,1,1,2,,,,,,,,
22759,2,,99,4,1,2,1,2,2,,2,,,2,,2
22760,2,,6,10,4,1,1,1,1,1,2,,,2,,2
22761,2,,99,5,5,1,1,2,,,,,,,,
22762,1,,2,5,5,1,1,2,,,,,,,,
22763,2,,99,7,4,1,1,2,,,,,,,,
22764,4,4,99,6,5,2,1,2,,,,,,,,
22765,2,,3,6,5,1,1,1,,,,,,,,
22766,1,,3,5,5,1,1,2,,,,,,,,
22767,2,,2,6,3,1,1,1,,,,,,,,
22768,2,,4,8,1,1,1,2,,,,,,,,
22769,2,,4,8,1,1,1,2,,,,,,,,
22770,2,,6,3,5,1,1,2,,,,,,,,
22771,3,,1,5,3,1,1,2,,,,,,,,
22772,1,,1,5,1,1,1,2,,,,,,,,
22773,2,,6,10,5,1,1,2,,,,,,,,
22774,3,,1,7,3,2,1,2,,,,,,,,
22775,2,,1,8,5,1,1,2,,,,,,,,
22776,4,5,3,3,1,2,1,2,1,2,1,1,1,2,,1
22777,1,,2,5,2,1,1,1,,,,,,,,
22778,,,,,,,,,,,,,,,,
22779,2,,3,8,3,1,1,2,,,,,,,,
22780,2,,4,5,5,1,1,2,,,,,,,,
22781,2,,4,7,5,1,1,2,,,,,,,,
22782,2,,5,6,5,1,1,2,,,,,,,,
22783,2,,6,4,5,1,1,2,,,,,,,,
22784,3,,6,7,5,1,1,2,,,,,,,,
22785,,,,,,,,,,,,,,,,
22786,1,,1,7,2,3,2,1,,,,,,,,
22787,3,,6,10,5,1,1,2,,,,,,,,
22788,3,,99,7,5,2,1,2,,,,,,,,
22789,3,,6,6,3,1,1,2,,,,,,,,
22790,4,3,99,5,1,2,1,2,,,,,,,,
22791,2,,99,2,1,2,2,2,,,,,,,,
22792,2,,99,7,4,2,1,2,,,,,,,,
22793,2,,4,7,4,1,1,1,,,,,,,,
22794,2,,3,5,5,1,2,1,,,,,,,,
22795,2,,4,5,2,1,1,2,,,,,,,,
22796,2,,99,6,2,1,1,2,,,,,,,,
22797,3,,6,8,5,1,1,2,,,,,,,,
22798,2,,3,4,4,1,1,2,,,,,,,,
22799,2,,99,5,2,1,1,1,2,,2,,,2,,2
22800,2,,3,6,5,1,1,2,,,,,,,,
22801,2,,2,6,5,1,1,2,,,,,,,,
22802,2,,1,6,3,2,1,2,,,,,,,,
22803,4,3,6,6,5,1,1,1,,,,,,,,
22804,2,,99,4,1,2,1,2,2,,2,,,2,,2
22805,2,,4,6,3,1,1,1,2,,2,,,2,,2
22806,2,,99,6,5,2,1,2,,,,,,,,
22807,4,7,99,4,2,2,1,2,1,2,2,,,2,,1
22808,4,3,99,5,3,2,1,2,,,,,,,,
22809,1,,3,4,3,1,1,2,,,,,,,,
22810,2,,3,8,1,2,1,2,,,,,,,,
22811,2,,4,10,3,1,1,2,1,2,1,2,,1,2,1
22812,2,,6,7,2,1,1,2,,,,,,,,
22813,2,,2,9,5,1,1,2,,,,,,,,
22814,2,,6,7,4,1,2,2,1,1,1,2,,1,1,2
22815,3,,2,6,3,1,1,1,,,,,,,,
22816,2,,3,13,2,1,1,1,,,,,,,,
22817,1,,2,5,5,1,1,2,,,,,,,,
22818,2,,1,5,5,1,1,2,,,,,,,,
22819,1,,2,4,5,1,1,2,,,,,,,,
22820,2,,99,5,3,1,1,2,,,,,,,,
22821,4,4,99,7,4,2,1,1,,,,,,,,
22822,2,,6,4,5,1,1,2,,,,,,,,
22823,4,1,99,4,3,2,1,2,,,,,,,,
22824,2,,3,7,3,1,1,2,,,,,,,,
22825,1,,1,3,2,1,1,2,,,,,,,,
22826,2,,1,7,3,1,1,1,,,,,,,,
22827,2,,3,7,4,1,1,1,,,,,,,,
22828,2,,4,7,5,1,1,1,,,,,,,,
22829,1,,1,6,4,3,2,2,,,,,,,,
22830,2,,6,6,1,2,1,2,1,9,2,,,2,,2
22831,2,,4,5,5,1,1,2,,,,,,,,
22832,2,,3,6,2,1,1,2,2,,2,,,2,,2
22833,2,,4,6,5,1,1,1,,,,,,,,
22834,4,5,6,4,3,2,1,2,,,,,,,,
22835,4,6,4,4,2,2,1,1,,,,,,,,
22836,2,,99,4,5,1,1,1,,,,,,,,
22837,4,7,2,3,2,2,1,2,,,,,,,,
22838,2,,99,10,5,1,1,1,,,,,,,,
22839,2,,6,4,5,1,1,2,,,,,,,,
22840,2,,3,7,4,1,1,1,,,,,,,,
22841,2,,6,10,5,1,1,2,,,,,,,,
22842,2,,5,5,4,1,1,2,,,,,,,,
22843,4,3,99,4,4,2,1,1,,,,,,,,
22844,2,,1,6,3,2,1,2,,,,,,,,
22845,2,,6,9,5,1,1,2,,,,,,,,
22846,3,,99,8,1,2,1,2,,,,,,,,
22847,2,,2,5,5,1,1,1,,,,,,,,
22848,2,,99,3,1,2,1,2,,,,,,,,
22849,4,3,3,5,4,3,1,2,,,,,,,,
22850,2,,3,6,5,1,1,2,,,,,,,,
22851,2,,6,9,1,2,1,2,,,,,,,,
22852,2,,3,7,3,1,1,2,,,,,,,,
22853,1,,99,5,1,2,1,2,,,,,,,,
22854,4,3,6,4,3,2,1,2,,,,,,,,
22855,4,1,6,4,2,1,1,2,,,,,,,,
22856,2,,6,7,4,1,1,1,,,,,,,,
22857,2,,3,7,1,1,1,1,,,,,,,,
22858,3,,1,5,3,1,1,2,,,,,,,,
22859,2,,3,5,5,1,2,2,,,,,,,,
22860,2,,4,6,2,2,1,2,,,,,,,,
22861,2,,1,5,3,1,1,2,,,,,,,,
22862,4,6,99,3,2,2,1,2,,,,,,,,
22863,2,,1,5,4,1,1,2,1,1,2,,,2,,2
22864,2,,5,4,3,2,1,2,,,,,,,,
22865,4,3,2,4,1,2,1,2,,,,,,,,
22866,2,,99,4,1,2,1,2,,,,,,,,
22867,2,,4,6,5,1,1,2,,,,,,,,
22868,4,4,99,4,1,2,1,1,,,,,,,,
22869,2,,4,7,2,1,1,2,,,,,,,,
22870,,,,,,,,,,,,,,,,
22871,1,,1,7,3,1,1,1,,,,,,,,
22872,2,,1,6,5,1,1,1,,,,,,,,
22873,4,1,2,3,1,2,2,2,,,,,,,,
22874,1,,1,5,2,1,9,2,2,,2,,,2,,1
22875,2,,1,7,4,1,1,2,,,,,,,,
22876,3,,4,5,5,1,1,1,,,,,,,,
22877,6,,1,1,1,3,1,2,,,,,,,,
22878,4,4,4,4,4,2,1,2,,,,,,,,
22879,2,,6,8,3,1,1,2,,,,,,,,
22880,4,6,1,5,1,2,1,2,,,,,,,,
22881,,,,,,,,,,,,,,,,
22882,2,,4,6,3,2,1,2,,,,,,,,
22883,2,,3,7,5,1,1,1,,,,,,,,
22884,2,,3,6,5,1,1,1,,,,,,,,
22885,2,,99,4,3,2,1,2,,,,,,,,
22886,2,,3,6,3,1,1,2,,,,,,,,
22887,2,,99,5,5,1,2,2,,,,,,,,
22888,4,1,5,5,3,1,1,1,,,,,,,,
22889,2,,3,7,5,1,1,2,,,,,,,,
22890,2,,99,6,3,2,1,2,,,,,,,,
22891,2,,3,4,5,3,1,2,,,,,,,,
22892,2,,99,6,2,2,1,2,1,2,2,,,2,,1
22893,2,,4,5,5,1,1,2,,,,,,,,
22894,2,,6,6,1,1,1,2,1,2,2,,,2,,2
22895,4,1,99,6,1,2,1,2,,,,,,,,
22896,2,,5,7,3,2,1,2,,,,,,,,
22897,4,3,2,3,3,3,1,1,,,,,,,,
22898,2,,3,7,1,2,1,2,1,1,1,2,,1,2,2
22899,2,,3,6,2,2,1,2,,,,,,,,
22900,4,4,99,4,1,2,1,1,,,,,,,,
22901,4,6,99,4,4,2,1,2,1,9,2,,,2,,2
22902,4,6,3,6,5,1,1,2,1,2,2,,,2,,1
22903,2,,1,5,3,1,1,2,,,,,,,,
22904,2,,3,7,5,1,1,2,,,,,,,,
22905,2,,3,6,1,1,1,1,,,,,,,,
22906,2,,6,11,3,2,1,2,1,1,2,,,2,,1
22907,2,,99,7,1,2,2,2,,,,,,,,
22908,2,,1,5,4,1,1,2,2,,2,,,2,,2
22909,2,,6,8,5,1,1,2,,,,,,,,
22910,3,,6,7,3,2,1,2,,,,,,,,
22911,4,3,99,4,3,2,1,2,,,,,,,,
22912,2,,3,9,5,1,1,1,,,,,,,,
22913,4,7,2,2,1,2,1,2,,,,,,,,
22914,2,,99,4,5,1,1,2,,,,,,,,
22915,2,,3,9,5,1,1,1,,,,,,,,
22916,2,,99,6,1,1,1,2,,,,,,,,
22917,2,,3,7,5,1,1,1,,,,,,,,
22918,2,,5,4,2,2,1,2,,,,,,,,
22919,4,99,99,3,1,2,1,2,,,,,,,,
22920,2,,2,7,5,1,2,2,,,,,,,,
22921,2,,6,4,5,1,1,2,,,,,,,,
22922,2,,1,11,1,1,1,2,,,,,,,,
22923,2,,2,7,2,1,1,2,,,,,,,,
22924,2,,6,7,2,1,1,2,,,,,,,,
22925,2,,1,5,2,1,1,2,,,,,,,,
22926,3,,6,6,3,1,1,2,,,,,,,,
22927,1,,1,5,1,1,1,2,,,,,,,,
22928,2,,4,777,77,1,1,2,,,,,,,,
22929,1,,2,4,1,1,1,2,,,,,,,,
22930,4,7,4,2,2,2,1,2,,,,,,,,
22931,3,,6,6,5,1,1,2,,,,,,,,
22932,2,,1,6,3,1,1,2,2,,2,,,2,,2
22933,2,,3,7,1,1,1,1,,,,,,,,
22934,2,,3,8,5,1,1,1,,,,,,,,
22935,2,,4,2,2,2,1,2,,,,,,,,
22936,3,,99,4,1,2,1,2,1,2,2,,,2,,2
22937,2,,3,5,5,1,1,1,,,,,,,,
22938,2,,3,4,5,1,1,2,,,,,,,,
22939,4,4,99,6,1,2,1,2,,,,,,,,
22940,2,,3,9,2,1,1,2,,,,,,,,
22941,2,,5,4,5,1,1,2,,,,,,,,
22942,2,,3,6,4,1,1,2,,,,,,,,
22943,1,,1,5,1,1,1,2,,,,,,,,
22944,4,1,99,4,2,2,1,2,,,,,,,,
22945,4,7,99,4,4,2,1,1,,,,,,,,
22946,2,,99,6,3,1,1,2,2,,1,2,,1,2,2
22947,2,,2,4,4,1,1,1,,,,,,,,
22948,2,,2,8,5,1,1,2,,,,,,,,
22949,3,,99,4,2,2,1,2,,,,,,,,
22950,4,3,99,4,1,2,1,2,,,,,,,,
22951,2,,4,8,4,2,1,1,,,,,,,,
22952,2,,3,6,5,1,2,2,,,,,,,,
22953,4,7,99,3,4,2,1,2,2,,1,2,,1,1,1
22954,2,,3,7,5,1,1,1,,,,,,,,
22955,2,,4,8,3,1,1,1,,,,,,,,
22956,3,,99,3,5,2,1,2,2,,2,,,2,,2
22957,2,,4,6,4,1,1,2,,,,,,,,
22958,2,,6,7,5,1,2,2,,,,,,,,
22959,2,,4,6,1,1,1,1,,,,,,,,
22960,2,,1,8,2,1,1,2,,,,,,,,
22961,2,,4,5,5,1,1,2,,,,,,,,
22962,4,3,99,4,2,2,1,2,2,,2,,,2,,2
22963,2,,3,8,3,1,1,1,1,2,2,,,2,,2
22964,2,,2,6,1,2,1,1,,,,,,,,
22965,4,3,99,5,2,2,1,2,,,,,,,,
22966,2,,99,7,3,1,1,2,,,,,,,,
22967,4,6,3,4,4,1,1,2,,,,,,,,
22968,1,,99,4,2,1,1,2,2,,2,,,2,,2
22969,4,7,99,5,3,2,1,2,,,,,,,,
22970,2,,3,9,2,1,1,2,,,,,,,,
22971,2,,2,7,3,1,1,2,,,,,,,,
22972,4,4,99,4,2,2,1,2,,,,,,,,
22973,4,5,3,4,1,2,1,2,,,,,,,,
22974,4,5,99,5,1,2,1,2,,,,,,,,
22975,2,,99,7,1,1,1,2,1,2,2,,,2,,2
22976,2,,4,6,3,1,1,2,,,,,,,,
22977,2,,3,6,5,1,1,2,,,,,,,,
22978,2,,6,5,2,1,1,2,,,,,,,,
22979,2,,99,5,1,1,1,2,,,,,,,,
22980,2,,2,7,5,1,1,1,,,,,,,,
22981,4,5,99,3,2,2,1,2,,,,,,,,
22982,1,,1,4,1,1,2,2,,,,,,,,
22983,1,,99,5,5,1,1,2,,,,,,,,
22984,4,6,99,3,1,2,1,2,,,,,,,,
22985,4,4,99,4,1,2,1,1,,,,,,,,
22986,4,4,99,3,1,2,1,2,1,9,2,,,2,,9
22987,2,,6,6,1,1,1,2,,,,,,,,
22988,4,4,99,3,1,2,1,2,,,,,,,,
22989,4,1,99,4,3,2,1,2,,,,,,,,
22990,2,,1,6,3,1,1,2,2,,2,,,2,,2
22991,4,3,99,4,3,2,1,2,,,,,,,,
22992,2,,3,6,3,1,1,2,,,,,,,,
22993,4,4,99,4,5,2,1,2,2,,2,,,2,,2
22994,2,,4,8,5,1,1,2,,,,,,,,
22995,,,,,,,,,,,,,,,,
22996,2,,2,9,1,3,1,1,2,,2,,,2,,2
22997,2,,4,8,5,1,1,1,,,,,,,,
22998,4,1,6,6,2,2,1,2,,,,,,,,
22999,4,1,3,4,1,2,1,2,,,,,,,,
23000,2,,99,7,1,2,2,2,,,,,,,,
23001,2,,3,6,5,1,1,1,,,,,,,,
23002,4,1,99,5,1,2,1,2,,,,,,,,
23003,1,,1,4,2,1,2,2,,,,,,,,
23004,2,,3,10,4,1,1,2,,,,,,,,
23005,2,,6,5,5,1,1,2,,,,,,,,
23006,2,,3,6,5,1,1,1,,,,,,,,
23007,2,,99,4,1,1,1,2,,,,,,,,
23008,2,,99,5,3,2,1,2,,,,,,,,
23009,2,,99,5,1,1,1,2,,,,,,,,
23010,2,,2,8,5,1,1,2,,,,,,,,
23011,6,,2,1,1,2,1,2,,,,,,,,
23012,4,3,6,4,3,2,1,2,,,,,,,,
23013,5,,5,7,3,1,1,2,2,,2,,,2,,2
23014,2,,6,8,3,1,1,1,1,2,1,2,,2,,1
23015,2,,3,6,2,1,2,1,1,2,2,,,2,,2
23016,2,,3,5,4,1,1,2,2,,2,,,1,2,2
23017,4,3,99,6,1,2,1,2,1,9,2,,,2,,2
23018,2,,1,7,4,1,1,2,,,,,,,,
23019,3,,99,5,2,2,1,2,2,,2,,,2,,2
23020,1,,1,4,2,1,1,1,,,,,,,,
23021,2,,4,7,4,2,1,2,1,2,2,,,2,,2
23022,1,,1,4,3,1,1,2,2,,2,,,2,,2
23023,2,,2,7,5,1,1,1,,,,,,,,
23024,2,,5,7,5,1,1,2,,,,,,,,
23025,2,,5,7,3,1,1,1,1,1,1,1,1,1,2,1
23026,3,,1,6,3,2,1,2,,,,,,,,
23027,4,3,99,4,2,2,1,2,,,,,,,,
23028,4,6,99,1,1,2,1,1,,,,,,,,
23029,2,,6,7,5,1,1,1,,,,,,,,
23030,3,,2,5,2,1,1,1,,,,,,,,
23031,2,,5,8,4,1,1,2,,,,,,,,
23032,2,,4,6,5,1,1,2,,,,,,,,
23033,2,,5,5,5,1,1,2,1,2,1,2,,1,1,2
23034,2,,99,6,1,1,1,2,1,9,2,,,2,,2
23035,1,,3,5,1,2,1,2,,,,,,,,
23036,4,5,1,5,1,2,1,2,,,,,,,,
23037,1,,1,6,2,1,1,2,,,,,,,,
23038,2,,4,5,1,2,1,2,,,,,,,,
23039,3,,4,4,5,1,1,2,,,,,,,,
23040,2,,3,6,2,2,1,2,2,,2,,,2,,2
23041,2,,1,4,3,1,1,1,,,,,,,,
23042,2,,1,7,4,1,1,2,,,,,,,,
23043,1,,2,4,4,1,1,2,,,,,,,,
23044,3,,3,7,4,1,1,2,,,,,,,,
23045,2,,1,7,3,1,2,2,,,,,,,,
23046,2,,3,7,2,1,1,2,,,,,,,,
23047,2,,3,9,4,1,1,2,,,,,,,,
23048,2,,3,5,4,1,2,1,,,,,,,,
23049,1,,1,5,4,1,2,2,,,,,,,,
23050,4,5,2,5,1,2,1,2,,,,,,,,
23051,2,,4,9,3,1,1,2,,,,,,,,
23052,2,,2,9,5,1,1,2,,,,,,,,
23053,4,1,99,5,2,2,1,2,,,,,,,,
23054,4,4,99,4,1,2,1,2,,,,,,,,
23055,2,,5,6,3,2,2,2,,,,,,,,
23056,4,6,99,3,4,2,1,2,2,,1,1,1,2,,2
23057,2,,2,7,2,1,1,2,,,,,,,,
23058,3,,99,4,2,2,1,2,1,9,1,2,,9,,2
23059,2,,1,7,3,1,1,2,,,,,,,,
23060,2,,6,10,5,1,1,2,,,,,,,,
23061,2,,3,8,5,1,1,2,,,,,,,,
23062,2,,6,5,5,2,1,2,,,,,,,,
23063,4,7,5,3,5,2,1,2,,,,,,,,
23064,2,,4,7,5,1,1,2,,,,,,,,
23065,2,,6,5,5,1,1,2,,,,,,,,
23066,4,3,1,4,2,2,2,1,,,,,,,,
23067,4,3,3,4,2,2,1,2,,,,,,,,
23068,2,,1,8,3,1,1,2,,,,,,,,
23069,2,,99,8,5,1,1,1,,,,,,,,
23070,2,,3,5,5,1,1,1,,,,,,,,
23071,3,,1,6,4,1,1,2,,,,,,,,
23072,2,,3,7,2,2,2,2,2,,2,,,2,,2
23073,4,3,99,3,1,2,1,2,9,,1,2,,9,,2
23074,2,,99,5,2,1,1,2,,,,,,,,
23075,4,6,99,2,3,2,1,2,,,,,,,,
23076,2,,4,8,1,1,1,1,,,,,,,,
23077,3,,99,7,3,1,1,2,2,,2,,,2,,2
23078,4,6,99,5,4,2,1,2,1,1,1,1,1,2,,1
23079,2,,2,9,4,1,1,1,,,,,,,,
23080,3,,6,7,3,2,1,2,,,,,,,,
23081,4,6,99,4,2,2,1,2,2,,2,,,2,,2
23082,3,,6,4,4,2,1,2,,,,,,,,
23083,4,1,3,4,1,2,1,2,2,,2,,,2,,2
23084,2,,3,7,4,1,1,1,,,,,,,,
23085,2,,4,6,2,1,1,2,,,,,,,,
23086,3,,1,5,4,1,1,2,,,,,,,,
23087,3,,4,6,5,1,1,2,,,,,,,,
23088,,,,,,,,,,,,,,,,
23089,2,,99,5,1,2,1,2,2,,2,,,2,,1
23090,2,,5,4,3,1,1,2,,,,,,,,
23091,2,,2,6,5,1,1,1,,,,,,,,
23092,4,5,2,5,1,2,1,2,,,,,,,,
23093,3,,6,6,3,1,1,2,,,,,,,,
23094,4,1,99,6,1,1,1,2,,,,,,,,
23095,2,,99,6,3,2,1,2,,,,,,,,
23096,3,,99,5,4,1,1,2,,,,,,,,
23097,3,,99,5,3,2,1,2,,,,,,,,
23098,2,,5,6,2,2,1,2,2,,1,1,2,1,2,1
23099,3,,6,7,3,2,1,2,,,,,,,,
23100,2,,6,11,5,1,1,2,,,,,,,,
23101,4,7,2,4,1,2,1,1,,,,,,,,
23102,2,,99,6,4,1,1,2,,,,,,,,
23103,2,,2,6,5,1,1,2,,,,,,,,
23104,4,3,99,4,2,2,1,2,,,,,,,,
23105,2,,3,4,5,2,1,2,,,,,,,,
23106,2,,99,5,4,1,1,2,,,,,,,,
23107,2,,2,3,3,1,1,1,,,,,,,,
23108,2,,1,5,3,1,2,1,,,,,,,,
23109,2,,3,6,5,1,1,2,,,,,,,,
23110,2,,6,9,2,1,1,2,,,,,,,,
23111,2,,1,9,5,1,2,1,,,,,,,,
23112,2,,1,6,4,1,1,2,,,,,,,,
23113,2,,3,6,3,1,1,2,,,,,,,,
23114,2,,1,8,2,1,1,2,,,,,,,,
23115,3,,99,4,1,2,1,2,,,,,,,,
23116,2,,99,6,5,1,1,2,,,,,,,,
23117,2,,6,9,5,1,1,2,2,,1,2,,2,,2
23118,2,,2,8,4,1,1,2,,,,,,,,
23119,4,7,2,2,3,2,1,2,,,,,,,,
23120,2,,2,5,3,1,1,2,,,,,,,,
23121,4,4,99,4,3,2,1,2,,,,,,,,
23122,2,,99,7,2,2,1,2,,,,,,,,
23123,1,,1,4,3,1,2,9,,,,,,,,
23124,2,,99,7,1,3,1,2,2,,2,,,2,,2
23125,4,5,99,4,2,2,1,2,,,,,,,,
23126,2,,3,6,5,1,1,2,,,,,,,,
23127,2,,3,9,3,1,1,2,,,,,,,,
23128,,,,,,,,,,,,,,,,
23129,2,,99,6,2,1,1,2,,,,,,,,
23130,2,,99,5,2,2,1,2,,,,,,,,
23131,2,,6,6,5,2,1,2,,,,,,,,
23132,2,,5,6,4,1,1,2,,,,,,,,
23133,2,,4,5,2,1,1,2,2,,1,2,,1,2,1
23134,2,,6,5,5,1,1,2,,,,,,,,
23135,4,5,99,5,3,2,1,2,,,,,,,,
23136,2,,3,7,5,1,1,2,,,,,,,,
23137,2,,6,7,5,2,1,2,,,,,,,,
23138,2,,4,6,5,1,1,2,,,,,,,,
23139,4,1,99,5,1,2,1,2,,,,,,,,
23140,3,,6,9,2,1,1,1,,,,,,,,
23141,3,,6,6,4,1,1,1,,,,,,,,
23142,2,,3,8,3,1,1,1,,,,,,,,
23143,1,,2,5,2,2,1,2,2,,1,2,,2,,2
23144,2,,4,6,5,1,1,2,,,,,,,,
23145,2,,99,5,1,2,1,2,1,1,2,,,2,,2
23146,4,4,99,5,4,2,1,1,,,,,,,,
23147,4,1,99,4,5,2,1,2,,,,,,,,
23148,2,,3,6,2,1,1,2,,,,,,,,
23149,2,,6,7,5,1,2,1,,,,,,,,
23150,2,,6,9,3,1,1,2,,,,,,,,
23151,2,,99,7,3,2,1,1,,,,,,,,
23152,4,6,99,4,4,2,1,2,,,,,,,,
23153,4,1,99,4,3,2,1,2,,,,,,,,
23154,6,,1,1,1,3,1,2,,,,,,,,
23155,2,,6,6,2,1,1,2,,,,,,,,
23156,2,,99,6,1,2,2,2,,,,,,,,
23157,2,,99,6,3,1,1,2,1,2,2,,,2,,2
23158,4,5,99,2,1,2,1,2,1,9,1,2,,9,,1
23159,4,5,1,6,2,2,1,2,2,,2,,,2,,2
23160,4,4,99,6,1,2,1,2,1,9,2,,,2,,2
23161,2,,2,11,5,1,1,1,,,,,,,,
23162,2,,4,8,5,1,1,2,,,,,,,,
23163,2,,6,5,5,1,1,2,,,,,,,,
23164,4,7,99,7,4,2,1,2,,,,,,,,
23165,2,,6,10,2,2,1,2,,,,,,,,
23166,2,,6,5,5,1,1,2,,,,,,,,
23167,3,,2,5,2,2,1,2,2,,2,,,2,,2
23168,2,,3,6,5,1,1,2,,,,,,,,
23169,4,7,5,5,5,2,1,2,,,,,,,,
23170,2,,6,4,2,2,1,2,,,,,,,,
23171,4,5,3,4,1,2,1,2,,,,,,,,
23172,2,,6,4,4,1,2,1,,,,,,,,
23173,2,,99,3,4,2,1,2,,,,,,,,
23174,2,,6,6,5,1,1,2,,,,,,,,
23175,2,,4,9,1,1,1,1,,,,,,,,
23176,4,5,2,5,4,2,1,2,,,,,,,,
23177,1,,2,4,1,1,1,2,,,,,,,,
23178,2,,4,5,5,1,1,2,,,,,,,,
23179,3,,6,4,2,2,1,2,,,,,,,,
23180,2,,99,5,1,1,1,2,,,,,,,,
23181,2,,3,7,3,1,1,2,,,,,,,,
23182,2,,6,8,4,1,2,1,,,,,,,,
23183,2,,4,6,5,1,1,1,,,,,,,,
23184,2,,6,6,5,1,1,2,,,,,,,,
23185,4,5,1,5,1,2,1,2,,,,,,,,
23186,2,,3,6,4,1,1,2,,,,,,,,
23187,4,4,99,4,1,2,1,2,,,,,,,,
23188,2,,3,7,4,1,2,2,,,,,,,,
23189,4,3,99,4,5,2,1,2,,,,,,,,
23190,4,4,99,5,1,2,1,2,,,,,,,,
23191,2,,99,6,4,1,1,2,,,,,,,,
23192,6,,3,1,1,2,1,2,,,,,,,,
23193,2,,2,7,2,1,1,1,,,,,,,,
23194,1,,99,4,1,1,1,2,2,,2,,,2,,2
23195,2,,99,6,5,1,1,2,,,,,,,,
23196,4,1,4,5,1,2,1,2,,,,,,,,
23197,2,,2,6,3,1,2,2,,,,,,,,
23198,4,4,99,5,4,2,1,2,,,,,,,,
23199,2,,4,5,2,2,1,2,,,,,,,,
23200,2,,3,6,5,1,1,1,,,,,,,,
23201,4,3,99,7,2,2,1,2,,,,,,,,
23202,3,,99,4,2,2,1,2,2,,2,,,2,,2
23203,2,,4,2,1,2,1,2,9,,2,,,2,,9
23204,2,,3,8,1,2,1,2,,,,,,,,
23205,2,,2,5,1,3,1,2,,,,,,,,
23206,2,,3,7,5,1,2,2,,,,,,,,
23207,2,,99,6,2,2,1,2,,,,,,,,
23208,2,,3,4,2,2,1,2,,,,,,,,
23209,4,7,99,3,4,2,1,2,,,,,,,,
23210,3,,99,4,2,2,1,2,,,,,,,,
23211,4,1,99,6,1,2,1,2,,,,,,,,
23212,2,,1,8,3,1,3,2,,,,,,,,
23213,2,,6,6,2,1,1,2,2,,2,,,2,,2
23214,2,,3,8,3,1,1,1,,,,,,,,
23215,2,,2,9,3,1,1,1,,,,,,,,
23216,4,5,6,3,3,2,1,2,1,2,2,,,2,,2
23217,2,,2,11,5,1,1,2,,,,,,,,
23218,2,,3,5,5,1,1,2,,,,,,,,
23219,3,,99,5,1,2,1,1,,,,,,,,
23220,2,,2,6,3,2,1,1,,,,,,,,
23221,4,1,99,3,2,2,1,2,,,,,,,,
23222,2,,2,9,2,1,1,1,,,,,,,,
23223,2,,3,5,5,1,1,2,,,,,,,,
23224,2,,4,6,4,1,1,2,,,,,,,,
23225,2,,4,7,5,1,1,2,,,,,,,,
23226,4,5,3,5,1,2,1,2,2,,2,,,2,,2
23227,1,,2,7,1,1,1,1,,,,,,,,
23228,4,3,99,5,3,1,1,2,,,,,,,,
23229,3,,6,7,77,3,1,2,,,,,,,,
23230,2,,99,6,3,2,1,1,1,2,1,2,,1,1,2
23231,2,,3,9,5,1,1,2,,,,,,,,
23232,2,,3,6,5,1,1,2,,,,,,,,
23233,2,,99,5,5,1,1,2,,,,,,,,
23234,2,,99,8,3,1,1,2,1,2,1,2,,1,2,2
23235,2,,99,5,4,3,1,2,,,,,,,,
23236,2,,3,9,3,1,1,2,,,,,,,,
23237,2,,99,7,1,2,1,2,1,2,2,,,2,,2
23238,2,,99,9,2,2,1,2,,,,,,,,
23239,2,,5,5,3,1,1,2,1,2,1,2,,2,,2
23240,2,,3,6,3,1,1,1,,,,,,,,
23241,4,4,99,5,1,2,1,1,,,,,,,,
23242,1,,1,2,3,1,1,2,,,,,,,,
23243,2,,99,5,2,2,1,2,,,,,,,,
23244,2,,4,5,2,1,1,2,1,2,1,2,,1,2,2
23245,4,4,99,5,3,2,1,1,,,,,,,,
23246,3,,99,4,1,2,1,2,,,,,,,,
23247,2,,4,6,5,1,1,2,,,,,,,,
23248,4,4,99,4,2,2,1,2,,,,,,,,
23249,2,,99,5,4,1,1,1,,,,,,,,
23250,2,,5,6,5,1,1,2,,,,,,,,
23251,4,99,99,2,1,2,1,2,2,,2,,,2,,2
23252,1,,1,5,1,2,1,2,,,,,,,,
23253,2,,4,7,2,1,1,2,,,,,,,,
23254,2,,6,9,3,1,1,2,,,,,,,,
