"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
99697,1,35,,1,3,1,,2,
99698,4,,,,,,7,1,12
99700,4,,,,,,3,1,240
99702,4,,,,,,3,1,96
99703,4,,,,,,3,1,120
99705,1,18,2,99,0,3,,1,240
99707,1,48,,1,36,3,,2,
99708,4,,,,,,3,1,120
99709,1,20,2,99,7,1,,2,
99710,3,,,,,,,1,60
99711,4,,,,,,4,1,180
99714,4,,,,,,1,1,42
99715,3,,,,,,,1,48
99716,1,40,,1,2,3,,1,144
99717,1,40,,2,192,2,,2,
99719,4,,,,,,5,1,36
99720,1,60,,1,18,1,,2,
99721,1,37,,1,12,5,,2,
99724,4,,,,,,3,1,348
99726,4,,,,,,4,1,600
99727,4,,,,,,3,1,72
99736,1,32,1,4,480,5,,2,
99739,4,,,,,,2,4,
99740,1,50,,1,324,5,,2,
99741,4,,,,,,3,1,180
99742,4,,,,,,6,1,36
99743,4,,,,,,3,1,120
99744,1,36,,1,21,5,,1,120
99745,1,65,,2,60,5,,3,72
99747,4,,,,,,3,1,144
99749,1,40,,4,48,3,,1,84
99751,1,50,,1,96,1,,2,
99754,1,50,,5,12,1,,2,
99757,1,25,2,1,12,5,,2,
99758,4,,,,,,3,1,156
99759,1,51,,1,12,1,,1,240
99760,1,40,,5,480,1,,2,
99761,4,,,,,,4,1,24
99762,1,40,,4,204,1,,2,
99763,1,54,,1,24,2,,1,192
99765,1,40,,1,84,1,,2,
99766,1,45,,1,120,1,,2,
99768,1,48,,4,3,1,,1,99999
99770,4,,,,,,7,4,
99771,4,,,,,,2,4,
99772,1,40,,1,48,1,,2,
99773,4,,,,,,7,4,
99774,4,,,,,,3,1,360
99775,1,40,,1,12,3,,1,48
99776,4,,,,,,3,1,360
99777,1,35,,1,2,1,,1,24
99778,1,30,1,5,36,5,,1,120
99779,1,45,,4,18,1,,2,
99780,1,16,1,1,12,2,,2,
99782,1,40,,1,6,1,,2,
99783,1,78,,1,72,3,,2,
99785,4,,,,,,3,1,240
99786,3,,,,,,,1,48
99788,1,16,2,1,11,2,,2,
99790,3,,,,,,,1,8
99792,1,5,2,1,300,1,,2,
99793,1,40,,1,9,1,,1,14
99794,1,60,,1,84,1,,1,120
99795,1,15,1,1,22,3,,1,24
99796,4,,,,,,6,9,
99797,4,,,,,,3,1,204
99798,1,43,,1,2,3,,1,48
99799,4,,,,,,2,4,
99800,1,39,,1,27,2,,2,
99801,3,,,,,,,1,36
99804,4,,,,,,6,1,180
99806,4,,,,,,3,1,360
99807,1,18,2,5,12,5,,1,96
99808,1,40,,5,144,1,,2,
99811,1,48,,1,168,2,,2,
99813,1,40,,1,252,1,,2,
99815,4,,,,,,3,1,120
99816,2,,1,1,48,5,,1,96
99817,4,,,,,,7,1,264
99819,1,60,,5,240,1,,2,
99820,4,,,,,,3,1,264
99821,1,50,,1,60,1,,2,
99822,1,50,,1,2,1,,2,
99824,1,55,,1,132,3,,2,
99825,1,40,,5,216,1,,1,204
99826,4,,,,,,7,4,
99828,1,6,2,1,2,5,,2,
99830,1,20,1,1,0,5,,2,
99831,3,,,,,,,1,156
99833,1,38,,1,420,5,,2,
99834,1,50,,3,144,1,,2,
99838,4,,,,,,6,1,240
99839,1,40,,1,12,1,,1,72
99840,1,30,1,5,60,5,,1,240
99841,4,,,,,,2,4,
99842,1,48,,4,48,5,,2,
99844,1,40,,1,1,5,,2,
99847,4,,,,,,7,4,
99848,3,,,,,,,1,84
99851,4,,,,,,3,1,300
99852,1,40,,1,12,3,,2,
99854,4,,,,,,4,1,252
99855,1,16,1,1,24,5,,1,96
99856,1,32,1,2,312,2,,2,
99857,1,40,,1,36,5,,1,96
99858,4,,,,,,3,1,336
99860,4,,,,,,1,1,60
99861,2,,2,3,0,1,,1,36
99863,1,30,1,1,60,2,,3,108
99864,1,50,,1,48,1,,2,
99866,4,,,,,,3,1,300
99867,1,45,,1,12,5,,1,96
99868,4,,,,,,3,1,480
99869,1,39,,1,2,2,,3,24
99870,4,,,,,,3,1,336
99871,4,,,,,,1,1,8
99872,4,,,,,,4,1,12
99873,1,40,,1,5,2,,1,96
99874,1,40,,1,24,1,,2,
99876,1,36,,1,6,2,,1,48
99879,1,62,,1,1,1,,2,
99881,1,40,,1,180,5,,2,
99883,1,42,,5,180,5,,2,
99884,4,,,,,,3,1,300
99885,1,40,,1,0,1,,1,120
99886,1,49,,5,7,5,,1,60
99887,1,36,,1,36,1,,2,
99890,4,,,,,,3,1,168
99891,1,50,,4,60,1,,1,180
99892,3,,,,,,,1,6
99893,4,,,,,,4,1,120
99894,4,,,,,,7,1,216
99895,4,,,,,,4,1,300
99896,1,40,,1,2,1,,2,
99898,1,50,,1,36,3,,1,60
99899,1,40,,5,420,1,,2,
99900,4,,,,,,6,1,156
99901,1,40,,1,12,5,,1,144
99905,1,45,,3,120,1,,2,
99906,4,,,,,,7,1,600
99907,4,,,,,,3,1,516
99908,4,,,,,,3,1,108
99909,1,48,,5,6,3,,2,
99910,1,43,,1,6,1,,1,36
99913,1,48,,1,2,2,,2,
99914,4,,,,,,3,1,264
99915,4,,,,,,2,4,
99918,1,40,,1,72,1,,2,
99919,4,,,,,,6,1,120
99920,1,16,2,1,3,5,,1,60
99922,1,32,1,1,120,1,,1,144
99924,1,40,,1,2,1,,1,24
99925,1,55,,1,24,1,,2,
99926,4,,,,,,1,1,180
99927,1,5,1,1,3,5,,2,
99928,1,30,1,1,36,3,,2,
99929,1,48,,1,18,1,,1,192
99930,4,,,,,,3,1,216
99931,4,,,,,,7,4,
99932,1,50,,1,36,3,,1,48
99933,4,,,,,,2,1,24
99934,3,,,,,,,1,60
99935,1,40,,4,32,1,,2,
99937,1,40,,4,36,3,,2,
99938,4,,,,,,2,1,36
99939,4,,,,,,2,1,120
99941,4,,,,,,1,1,48
99942,1,32,1,5,60,1,,2,
99945,4,,,,,,3,1,288
99947,1,40,,3,24,1,,1,300
99948,4,,,,,,3,1,240
99949,1,40,,2,19,2,,1,24
99950,4,,,,,,6,1,240
99951,3,,,,,,,1,60
99952,1,69,,1,6,3,,1,324
99953,4,,,,,,3,1,480
99954,4,,,,,,3,1,540
99957,4,,,,,,3,4,
99959,1,43,,1,36,1,,1,84
99961,1,40,,1,132,5,,2,
99962,1,45,,1,12,1,,1,24
99964,1,15,2,1,24,2,,2,
99966,1,30,1,1,9,1,,1,180
99968,3,,,,,,,1,5
99969,4,,,,,,3,1,60
99970,4,,,,,,4,1,12
99971,1,25,2,1,6,2,,2,
99974,4,,,,,,1,1,30
99977,4,,,,,,3,1,240
99979,4,,,,,,3,1,360
99982,1,35,,1,6,2,,2,
99983,4,,,,,,6,1,12
99984,1,40,,1,132,1,,2,
99985,1,50,,5,30,5,,1,108
99986,1,35,,1,3,3,,1,48
99987,2,,1,1,480,1,,1,444
99988,3,,,,,,,4,
99989,4,,,,,,2,1,5
99990,4,,,,,,3,1,504
99991,1,30,2,3,96,3,,1,120
99992,4,,,,,,6,1,288
99993,4,,,,,,1,1,24
99994,1,38,,99,1,3,,2,
99996,4,,,,,,7,1,5
99997,1,10,1,1,3,2,,2,
99999,1,40,,1,84,3,,2,
100000,1,20,2,1,12,5,,2,
100001,1,40,,1,36,1,,3,108
100003,4,,,,,,2,1,24
100004,1,25,2,1,24,5,,2,
100007,1,40,,2,120,1,,1,240
100008,4,,,,,,7,1,156
100009,1,30,2,1,24,2,,2,
100010,4,,,,,,4,1,600
100012,1,40,,4,36,1,,1,120
100013,1,32,1,1,72,2,,2,
100014,1,60,,1,36,1,,2,
100015,1,46,,1,60,1,,2,
100016,1,50,,1,7,1,,1,18
100018,1,5,2,1,4,3,,1,8
100019,4,,,,,,1,1,5
100020,4,,,,,,3,1,168
100023,1,32,1,1,36,5,,1,72
100024,1,35,,1,60,1,,2,
100025,1,30,1,5,72,5,,1,144
100026,1,40,,1,11,2,,2,
100029,4,,,,,,5,1,12
100030,4,,,,,,4,1,108
100032,1,40,,1,48,1,,2,
100033,4,,,,,,4,1,360
100035,1,7,2,1,8,2,,2,
100037,1,40,,4,204,1,,2,
100039,1,37,,1,48,2,,2,
100040,1,40,,1,0,5,,1,60
100041,1,50,,1,168,1,,2,
100042,4,,,,,,2,4,
100043,4,,,,,,3,1,492
100044,1,35,,1,2,1,,1,6
100046,4,,,,,,6,1,192
100047,1,8,2,1,180,5,,2,
100051,4,,,,,,3,1,492
100053,4,,,,,,3,1,240
100055,1,60,,1,48,5,,2,
100056,1,30,1,4,240,1,,2,
100059,1,20,2,2,4,1,,1,18
100061,1,40,,5,144,5,,2,
100062,1,30,2,3,84,1,,2,
100064,4,,,,,,3,1,24
100067,4,,,,,,3,1,528
100068,1,15,2,1,0,5,,2,
100069,4,,,,,,2,1,5
100070,1,52,,1,108,2,,2,
100071,4,,,,,,6,1,420
100072,4,,,,,,4,1,5
100073,4,,,,,,7,1,36
100074,4,,,,,,3,1,504
100076,1,48,,1,204,5,,2,
100077,4,,,,,,1,4,
100078,4,,,,,,3,1,420
100079,4,,,,,,3,1,12
100082,4,,,,,,1,4,
100083,4,,,,,,3,1,96
100085,1,50,,5,360,5,,2,
100087,1,41,,1,3,1,,2,
100088,2,,1,5,60,5,,1,600
100089,1,45,,1,48,5,,2,
100090,1,12,1,1,12,2,,2,
100092,1,45,,1,4,1,,1,30
100094,1,34,2,1,204,5,,1,384
100095,3,,,,,,,1,12
100098,2,,2,5,48,5,,2,
100099,1,48,,1,96,5,,1,204
100100,1,34,2,1,60,2,,2,
100102,1,40,,1,144,5,,2,
100103,1,40,,1,84,1,,1,180
100105,4,,,,,,6,1,9
100107,1,30,1,1,6,1,,2,
100108,1,37,,4,6,5,,1,48
100110,1,40,,4,12,2,,1,24
100111,1,30,2,4,48,5,,2,
100112,1,45,,3,192,1,,2,
100113,4,,,,,,3,1,420
100114,1,16,1,1,480,3,,1,180
100115,1,45,,1,144,1,,1,144
100116,1,40,,5,324,1,,2,
100117,4,,,,,,7,1,36
100118,4,,,,,,7,1,372
100119,1,28,2,1,60,1,,2,
100122,1,30,2,4,24,3,,1,264
100123,4,,,,,,6,1,144
100127,1,40,,1,36,1,,2,
100128,1,43,,1,60,1,,2,
100129,4,,,,,,3,1,432
100132,3,,,,,,,4,
100133,1,8,2,1,24,2,,2,
100136,4,,,,,,4,1,5
100137,4,,,,,,4,1,99999
100141,1,20,2,6,12,5,,2,
100142,2,,2,5,60,5,,2,
100143,4,,,,,,3,1,252
100144,2,,1,5,168,5,,2,
100145,4,,,,,,2,1,120
100148,3,,,,,,,1,10
100149,4,,,,,,3,1,360
100150,1,30,1,5,30,5,,2,
100151,3,,,,,,,1,300
100152,1,35,,1,4,3,,2,
100153,1,12,2,1,11,5,,2,
100154,1,35,,1,36,1,,1,120
100158,4,,,,,,4,3,36
100160,4,,,,,,1,4,
100162,4,,,,,,4,1,96
100163,1,20,2,1,204,5,,2,
100165,1,40,,1,108,1,,2,
100167,4,,,,,,3,1,480
100168,1,50,,5,84,5,,2,
100171,1,20,2,3,12,5,,2,
100172,1,40,,1,48,1,,2,
100173,1,45,,1,5,3,,2,
100174,1,40,,1,24,5,,1,24
100175,1,60,,99,18,5,,1,60
100176,4,,,,,,2,4,
100178,4,,,,,,1,4,
100180,1,55,,1,5,1,,1,192
100181,1,40,,1,108,1,,2,
100185,4,,,,,,6,3,240
100186,1,20,1,5,12,5,,2,
100188,4,,,,,,1,1,144
100189,1,40,,5,24,1,,1,240
100190,4,,,,,,5,1,24
100191,4,,,,,,1,1,36
100192,1,50,,1,96,3,,1,264
100194,1,40,,1,240,5,,2,
100195,1,32,1,1,120,1,,2,
100196,1,40,,1,7,1,,2,
100200,1,40,,1,60,1,,1,264
100201,1,43,,1,96,2,,1,84
100202,2,,2,1,34,5,,1,48
100203,1,48,,1,132,5,,2,
100204,1,20,2,1,12,5,,2,
100205,1,50,,1,60,2,,1,144
100206,4,,,,,,3,1,60
100208,4,,,,,,2,4,
100210,4,,,,,,1,1,192
100211,1,56,,1,2,2,,1,120
100212,4,,,,,,6,1,168
100213,4,,,,,,3,1,216
100214,4,,,,,,6,1,168
100216,2,,1,3,84,5,,2,
100219,4,,,,,,3,1,180
100221,1,20,2,1,14,5,,1,96
100222,4,,,,,,4,1,144
100223,1,40,,1,36,1,,2,
100228,4,,,,,,3,1,360
100229,4,,,,,,4,1,12
100230,1,30,1,1,48,3,,2,
100231,4,,,,,,3,1,48
100233,1,40,,2,24,1,,1,444
100234,1,40,,3,18,1,,2,
100235,4,,,,,,3,1,396
100236,4,,,,,,3,1,504
100238,1,20,2,5,360,5,,1,444
100241,1,38,,1,156,5,,2,
100242,4,,,,,,1,4,
100243,4,,,,,,3,1,240
100244,3,,,,,,,1,24
100246,4,,,,,,2,4,
100247,4,,,,,,3,1,420
100248,1,44,,1,30,1,,1,36
100250,1,5,2,5,24,5,,1,204
100251,1,10,2,1,2,5,,1,60
100252,4,,,,,,3,1,600
100253,1,51,,2,96,5,,2,
100254,1,40,,1,24,3,,2,
100257,4,,,,,,7,1,420
100258,1,43,,1,132,2,,2,
100260,4,,,,,,2,1,5
100261,4,,,,,,3,1,192
100262,2,,2,99,3,3,,1,5
100263,4,,,,,,7,1,24
100264,4,,,,,,6,1,12
100265,4,,,,,,2,1,300
100266,4,,,,,,7,1,132
100268,1,48,,1,18,5,,2,
100269,4,,,,,,7,1,12
100270,4,,,,,,4,3,42
100271,1,36,,1,120,2,,2,
100272,1,51,,5,36,3,,2,
100273,4,,,,,,3,1,420
100274,1,15,2,5,2,5,,2,
100276,1,54,,1,11,5,,2,
100277,4,,,,,,7,4,
100278,4,,,,,,3,1,420
100280,4,,,,,,1,1,144
100281,1,40,,1,288,3,,2,
100282,4,,,,,,6,1,108
100283,4,,,,,,3,1,192
100285,1,15,2,1,8,2,,2,
100286,4,,,,,,6,1,144
100287,1,22,2,1,2,5,,1,7
100288,4,,,,,,1,1,5
100289,1,40,,4,204,1,,2,
100291,4,,,,,,1,4,
100292,1,10,2,4,7,2,,2,
100293,4,,,,,,1,1,24
100294,4,,,,,,7,1,96
100295,1,40,,1,24,1,,1,48
100297,1,60,,5,300,5,,2,
100298,1,35,,1,180,3,,2,
100299,2,,2,1,108,5,,2,
100301,1,40,,1,120,1,,1,444
100302,4,,,,,,7,1,96
100303,1,40,,5,480,1,,2,
100305,1,65,,1,4,1,,1,240
100309,4,,,,,,3,1,144
100311,1,40,,1,48,1,,2,
100313,1,17,2,1,3,5,,1,96
100315,1,40,,1,240,3,,2,
100318,4,,,,,,6,3,24
100319,1,41,,1,72,1,,1,96
100321,3,,,,,,,1,132
100324,4,,,,,,7,1,120
100325,1,28,2,1,120,1,,2,
100326,3,,,,,,,1,5
100327,4,,,,,,2,4,
100329,1,40,,1,48,1,,2,
100332,2,,1,1,60,5,,1,144
100333,1,40,,1,48,1,,2,
100334,3,,,,,,,1,7
100336,4,,,,,,2,1,12
100338,1,26,1,1,5,1,,1,168
100342,4,,,,,,7,1,6
100346,4,,,,,,3,1,48
100347,1,45,,1,84,1,,2,
100348,2,,1,2,324,5,,2,
100353,4,,,,,,3,1,180
100354,4,,,,,,6,1,18
100356,1,56,,1,2,5,,2,
100357,4,,,,,,1,4,
100358,4,,,,,,7,1,180
100359,1,40,,1,48,1,,2,
100361,1,70,,1,72,1,,1,216
100362,4,,,,,,3,1,180
100363,3,,,,,,,1,300
100365,1,20,2,1,12,5,,1,24
100366,4,,,,,,3,1,204
100369,1,40,,4,9,2,,1,120
100373,4,,,,,,3,1,348
100376,1,50,,1,48,5,,1,180
100377,1,40,,1,120,3,,2,
100378,1,45,,1,36,1,,2,
100380,4,,,,,,6,1,24
100382,4,,,,,,4,1,84
100385,1,40,,1,168,3,,1,228
100386,1,35,,4,8,1,,1,84
100387,4,,,,,,4,4,
100388,4,,,,,,6,1,324
100389,4,,,,,,6,1,36
100390,1,5,2,4,36,3,,1,144
100393,1,40,,4,24,1,,1,276
100394,3,,,,,,,4,
100395,4,,,,,,4,1,60
100396,4,,,,,,7,1,132
100399,4,,,,,,3,1,216
100402,4,,,,,,1,4,
100404,4,,,,,,2,1,216
100405,1,20,2,1,18,5,,2,
100406,4,,,,,,6,1,36
100407,4,,,,,,3,1,180
100409,3,,,,,,,4,
100410,1,60,,5,18,5,,2,
100411,4,,,,,,3,1,408
100412,4,,,,,,3,1,168
100414,4,,,,,,3,1,480
100415,1,20,1,1,72,1,,1,300
100418,1,30,1,1,24,1,,2,
100419,4,,,,,,6,1,36
100420,1,46,,2,2,5,,1,60
100421,1,73,,1,36,5,,1,48
100422,1,40,,1,192,5,,2,
100424,4,,,,,,3,1,516
100425,4,,,,,,3,1,216
100427,1,5,2,1,2,5,,1,60
100428,1,30,2,4,60,5,,2,
100429,1,70,,1,24,5,,2,
100431,1,80,,1,72,5,,2,
100432,1,42,,1,12,1,,1,60
100433,1,40,,1,168,5,,2,
100434,1,35,,1,144,1,,2,
100436,4,,,,,,4,1,36
100438,1,40,,1,7,5,,2,
100439,3,,,,,,,1,5
100440,1,42,,1,60,2,,1,72
100441,1,40,,1,36,2,,2,
100442,4,,,,,,3,1,300
100443,1,48,,4,1,2,,1,36
100445,4,,,,,,6,1,180
100446,1,50,,1,216,5,,2,
100447,1,30,1,1,12,5,,1,120
100448,4,,,,,,2,4,
100451,1,40,,1,24,2,,2,
100453,4,,,,,,3,1,240
100454,1,32,1,1,120,1,,2,
100455,4,,,,,,3,1,372
100457,1,51,,1,12,2,,2,
100460,1,40,,1,12,2,,1,84
100461,4,,,,,,2,1,7
100463,1,40,,1,3,2,,1,48
100464,3,,,,,,,1,72
100465,4,,,,,,1,1,84
100466,1,40,,1,2,2,,2,
100467,1,50,,1,2,1,,1,24
100468,1,40,,1,60,1,,1,300
100469,4,,,,,,3,1,264
100470,4,,,,,,2,4,
100473,3,,,,,,,1,5
100474,4,,,,,,3,1,336
100476,1,50,,1,18,5,,2,
100479,3,,,,,,,1,12
100480,4,,,,,,7,1,480
100481,4,,,,,,3,1,132
100482,4,,,,,,3,1,300
100483,1,40,,1,336,3,,2,
100484,4,,,,,,6,1,108
100485,4,,,,,,3,1,132
100486,4,,,,,,3,1,432
100488,4,,,,,,7,4,
100490,4,,,,,,3,1,60
100492,3,,,,,,,1,36
100494,1,20,1,1,5,5,,2,
100495,4,,,,,,2,1,5
100497,4,,,,,,3,1,240
100499,1,43,,1,16,1,,1,108
100500,1,35,,1,18,2,,1,120
100501,4,,,,,,6,1,96
100505,1,48,,99,120,5,,2,
100508,4,,,,,,3,1,396
100509,4,,,,,,3,1,252
100510,3,,,,,,,1,204
100511,1,5,2,3,12,2,,1,180
100513,1,5,2,5,36,1,,2,
100514,1,37,,1,36,1,,2,
100515,4,,,,,,1,1,84
100516,4,,,,,,3,1,360
100517,2,,1,2,240,1,,2,
100521,1,30,2,5,372,1,,2,
100524,3,,,,,,,1,7
100526,4,,,,,,1,1,120
100528,1,32,2,1,264,5,,2,
100530,1,40,,99,108,1,,2,
100531,4,,,,,,3,1,360
100532,1,40,,1,48,1,,1,180
100534,4,,,,,,3,1,504
100535,1,36,,1,10,2,,2,
100537,4,,,,,,1,1,120
100540,1,38,,1,108,1,,2,
100544,4,,,,,,3,1,288
100546,1,40,,1,16,1,,1,72
100548,1,5,1,3,96,9,,2,
100549,4,,,,,,3,1,120
100551,4,,,,,,3,1,180
100554,4,,,,,,3,1,216
100556,4,,,,,,6,1,42
100557,3,,,,,,,1,144
100558,1,40,,1,72,3,,1,240
100560,4,,,,,,3,1,420
100561,1,41,,1,24,5,,1,60
100563,4,,,,,,4,1,18
100565,4,,,,,,3,1,300
100566,4,,,,,,2,1,5
100568,1,45,,1,24,5,,1,240
100570,4,,,,,,3,1,180
100571,1,40,,1,24,5,,2,
100572,1,50,,5,36,5,,1,276
100574,4,,,,,,6,1,36
100575,1,36,,1,60,2,,2,
100576,4,,,,,,3,1,300
100577,1,28,1,1,3,5,,1,36
100578,4,,,,,,6,1,336
100579,1,40,,1,36,2,,1,84
100580,4,,,,,,3,1,216
100581,4,,,,,,3,1,204
100582,4,,,,,,4,1,96
100583,4,,,,,,1,1,8
100584,1,42,,4,408,2,,2,
100586,4,,,,,,3,1,276
100589,4,,,,,,1,1,18
100590,1,46,,1,6,5,,1,9
100592,4,,,,,,2,1,5
100594,4,,,,,,6,1,12
100597,4,,,,,,3,1,480
100599,1,40,,1,360,3,,2,
100602,1,36,,1,20,1,,2,
100605,1,70,,1,12,5,,1,60
100607,4,,,,,,2,1,24
100608,4,,,,,,3,1,120
100610,1,48,,5,12,5,,2,
100611,1,40,,1,108,3,,1,168
100613,1,60,,77,120,5,,2,
100614,4,,,,,,2,4,
100617,4,,,,,,3,1,276
100619,1,48,,1,60,2,,2,
100621,1,45,,1,60,1,,2,
100622,4,,,,,,4,1,60
100623,1,56,,1,1,5,,1,72
100624,1,60,,5,30,1,,2,
100625,1,40,,1,24,2,,1,264
100627,1,68,,1,168,3,,2,
100628,2,,1,4,144,1,,2,
100629,9,,,,,,,1,384
100630,4,,,,,,2,1,5
100631,1,40,,1,12,1,,2,
100632,1,30,1,1,12,1,,1,12
100633,1,40,,1,48,5,,2,
100634,1,48,,5,60,5,,1,60
100635,2,,1,4,120,1,,2,
100636,4,,,,,,4,1,60
100637,3,,,,,,,4,
100638,4,,,,,,6,1,144
100639,4,,,,,,3,1,240
100641,1,20,2,1,12,2,,2,
100642,1,30,2,1,204,5,,2,
100644,4,,,,,,1,1,36
100646,4,,,,,,3,1,480
100647,4,,,,,,6,4,
100648,1,60,,5,240,5,,1,360
100649,1,50,,1,12,1,,2,
100650,4,,,,,,6,1,24
100653,4,,,,,,7,1,8
100654,4,,,,,,3,1,432
100656,4,,,,,,2,4,
100657,1,37,,1,348,5,,2,
100658,1,40,,1,2,5,,1,12
100662,4,,,,,,3,1,480
100663,1,24,2,1,144,1,,2,
100667,1,40,,1,14,3,,2,
100670,1,48,,1,216,5,,2,
100671,4,,,,,,7,4,
100672,1,40,,1,1,5,,2,
100673,1,40,,1,84,2,,2,
100674,4,,,,,,3,1,600
100675,4,,,,,,1,1,5
100677,1,20,2,3,108,3,,2,
100680,4,,,,,,7,1,5
100681,4,,,,,,6,1,180
100684,1,50,,1,144,1,,2,
100685,1,40,,2,480,1,,2,
100686,3,,,,,,,1,5
100687,1,12,1,1,0,5,,1,24
100689,1,54,,2,1,1,,1,30
100692,1,40,,3,108,3,,1,264
100693,1,45,,3,12,1,,1,216
100696,4,,,,,,3,1,300
100697,1,50,,1,36,2,,2,
100698,4,,,,,,1,1,96
100699,1,40,,1,12,2,,1,120
100701,1,56,,1,6,5,,2,
100705,1,50,,1,204,5,,2,
100706,4,,,,,,4,1,228
100707,1,40,,2,5,1,,1,84
100709,1,45,,1,144,1,,2,
100710,4,,,,,,6,1,6
100711,1,35,,4,384,1,,2,
100713,1,44,,1,18,1,,2,
100714,1,30,2,4,48,1,,2,
100715,4,,,,,,6,1,180
100716,4,,,,,,3,1,384
100717,1,27,2,1,36,1,,1,96
100718,1,40,,1,12,3,,2,
100720,3,,,,,,,1,144
100721,4,,,,,,4,1,96
100723,4,,,,,,4,9,
100725,4,,,,,,3,1,192
100726,4,,,,,,3,1,7
100727,1,60,,4,2,1,,1,36
100728,4,,,,,,3,1,120
100730,1,40,,1,48,1,,2,
100732,1,52,,1,84,2,,2,
100733,1,58,,2,156,2,,2,
100735,4,,,,,,3,1,240
100738,1,28,1,1,240,1,,2,
100739,4,,,,,,3,1,360
100740,1,32,2,1,3,2,,1,12
100741,4,,,,,,7,1,324
100742,1,50,,1,84,1,,2,
100743,1,50,,1,276,1,,1,360
100745,4,,,,,,3,1,120
100747,4,,,,,,3,1,180
100748,1,18,2,1,12,5,,1,60
100749,1,10,2,1,24,5,,2,
100750,1,50,,5,360,5,,2,
100752,1,40,,2,24,1,,2,
100754,1,25,2,4,192,5,,1,120
100756,1,48,,1,36,2,,1,276
100759,1,48,,1,0,5,,1,60
100760,1,20,1,3,420,1,,2,
100761,4,,,,,,3,1,324
100762,4,,,,,,4,1,24
100764,1,34,1,1,24,5,,1,24
100765,1,27,2,1,12,3,,2,
100768,1,8,2,4,24,5,,2,
100771,4,,,,,,3,1,216
100772,1,20,2,1,3,1,,1,36
100774,1,50,,1,120,3,,2,
100775,1,24,1,1,0,1,,2,
100777,1,27,2,1,0,2,,2,
100778,1,25,2,1,1,5,,1,7
100780,4,,,,,,6,1,168
100781,1,35,,1,48,3,,2,
100782,1,20,2,5,84,5,,1,60
100787,4,,,,,,3,1,264
100788,1,72,,4,16,5,,1,216
100789,3,,,,,,,1,24
100790,1,60,,1,12,1,,2,
100792,4,,,,,,3,1,504
100794,4,,,,,,2,4,
100795,1,8,2,1,48,1,,2,
100796,1,25,2,1,3,5,,2,
100797,1,10,2,1,36,3,,1,360
100800,1,20,2,1,36,5,,1,276
100801,1,30,1,1,84,5,,2,
100802,3,,,,,,,1,204
100805,4,,,,,,3,1,72
100808,4,,,,,,2,4,
100813,4,,,,,,2,4,
100814,3,,,,,,,1,5
100815,4,,,,,,6,1,408
100816,4,,,,,,4,1,24
100817,1,46,,1,36,3,,2,
100818,1,36,,1,48,5,,2,
100819,1,40,,1,15,1,,2,
100821,4,,,,,,3,1,96
100825,1,48,,1,120,5,,2,
100827,1,50,,1,180,1,,2,
100829,1,60,,1,276,5,,2,
100831,4,,,,,,3,1,288
100832,4,,,,,,6,1,6
100834,4,,,,,,3,1,480
100836,4,,,,,,3,1,120
100837,2,,2,5,360,1,,2,
100838,2,,2,5,0,5,,1,144
100840,4,,,,,,3,1,300
100841,2,,1,3,12,5,,2,
100843,2,,2,1,0,5,,1,24
100844,4,,,,,,6,1,192
100846,1,40,,5,36,5,,2,
100847,1,45,,1,264,1,,2,
100848,4,,,,,,3,1,204
100849,1,48,,1,36,5,,2,
100851,4,,,,,,7,1,180
100853,1,40,,1,468,1,,2,
100855,1,30,2,1,0,5,,1,48
100856,4,,,,,,3,1,360
100859,4,,,,,,7,4,
100860,1,40,,1,0,5,,2,
100861,1,40,,1,9,2,,1,180
100862,4,,,,,,7,1,96
100865,4,,,,,,4,1,108
100866,1,42,,1,108,1,,2,
100872,4,,,,,,4,1,60
100874,1,50,,1,48,3,,2,
100875,2,,2,1,36,5,,1,600
100876,4,,,,,,3,1,240
100877,1,20,2,1,60,2,,2,
100879,4,,,,,,3,1,408
100880,1,10,2,5,60,5,,1,240
100881,1,25,2,5,12,5,,1,24
100882,4,,,,,,2,4,
100884,1,15,2,1,2,2,,2,
100886,4,,,,,,7,1,180
100887,1,24,2,4,144,3,,1,216
100889,4,,,,,,2,4,
100890,4,,,,,,6,1,60
100892,1,40,,1,9,1,,2,
100894,4,,,,,,2,1,5
100895,1,40,,1,240,1,,1,240
100896,4,,,,,,1,1,24
100898,1,35,,4,24,1,,1,108
100901,1,15,2,1,7,5,,2,
100902,1,36,,1,120,1,,2,
100904,1,18,2,1,5,5,,2,
100905,4,,,,,,3,1,456
100907,1,40,,1,240,1,,2,
100909,4,,,,,,3,1,600
100910,1,45,,1,42,5,,1,48
100911,1,40,,3,24,2,,1,30
100913,4,,,,,,4,1,36
100914,4,,,,,,4,1,72
100915,4,,,,,,3,1,576
100917,1,5,2,1,4,1,,1,5
100918,4,,,,,,3,1,408
100919,1,9,2,5,480,5,,1,504
100920,1,15,2,1,48,5,,1,300
100923,1,40,,1,3,2,,1,36
100924,1,34,1,1,11,3,,1,24
100925,4,,,,,,6,1,24
100926,1,40,,1,36,1,,2,
100928,1,48,,1,36,5,,2,
100929,1,40,,1,24,3,,2,
100930,4,,,,,,3,1,168
100933,1,35,,3,252,1,,2,
100934,1,45,,1,36,3,,1,120
100935,3,,,,,,,1,12
