"SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
43562,1,2,2,2,2,2,2,2,2,99,,3,,
43563,1,2,2,2,2,2,1,2,2,4,1.31,2,2,1
43564,1,2,2,2,2,2,2,2,2,6,1.7,2,,
43565,1,1,2,2,2,2,2,2,2,6,0.96,1,2,1
43566,1,2,2,2,2,2,2,1,2,11,4.77,3,,
43567,2,2,1,2,1,2,1,1,2,6,1.81,2,1,
43568,1,2,2,2,2,2,2,2,2,5,1.36,2,2,1
43569,,,,,,,,,,,,,,
43570,1,2,1,2,2,2,2,2,2,10,3.4,3,,
43571,1,2,2,2,2,2,2,1,2,5,2.19,3,,
43572,1,2,2,2,2,2,2,2,2,,,,,
43573,1,2,1,2,1,2,2,1,2,,,,,
43574,2,2,2,2,2,2,2,2,1,6,3.27,3,,
43575,1,1,1,2,2,1,2,2,2,8,2.94,3,2,1
43576,1,1,2,2,2,2,2,2,2,4,0.79,1,2,1
43577,1,2,2,2,2,2,1,2,2,2,0.3,1,2,1
43578,1,2,2,2,2,2,2,2,1,3,0.5,1,2,1
43579,2,2,1,1,2,2,2,2,2,,,,,
43580,1,2,2,2,2,2,2,2,2,4,0.58,1,2,1
43581,1,2,2,2,1,1,2,2,2,6,1.75,2,,
43582,1,2,2,2,2,2,2,2,2,7,1.74,2,,
43583,1,2,2,2,2,2,2,2,1,8,1.54,2,2,1
43584,1,2,2,2,2,2,2,2,1,8,1.54,2,2,1
43585,1,1,2,2,2,2,1,2,2,11,2.45,3,,
43586,1,2,2,2,2,2,2,2,2,3,0.7,1,2,1
43587,1,2,2,2,2,2,2,2,2,3,1.15,1,,
43588,1,2,2,2,2,2,2,2,1,10,4.19,3,,
43589,2,2,1,2,2,2,2,2,2,2,0.87,1,2,1
43590,1,2,1,2,2,2,2,1,2,3,0.96,1,1,
43591,2,2,1,2,1,2,2,2,2,3,1.31,2,2,1
43592,2,2,1,2,1,1,2,2,2,4,1.29,1,2,1
43593,1,1,2,2,1,2,2,2,2,99,,3,9,
43594,1,2,2,2,2,2,2,1,2,6,1.06,1,1,
43595,1,2,2,2,2,2,2,1,2,11,5,3,,
43596,2,2,1,2,1,2,2,2,2,99,,2,,
43597,1,2,2,2,1,2,2,2,2,2,0.34,1,2,1
43598,1,2,2,2,2,2,2,2,2,12,5,3,,
43599,1,1,1,2,2,2,2,2,2,7,2.49,3,,
43600,1,2,2,2,2,2,2,2,2,7,3.75,3,,
43601,1,2,2,2,2,2,2,2,2,,,,,
43602,1,2,2,2,2,2,2,1,2,99,,3,,
43603,1,2,2,2,2,2,2,2,2,4,1.31,2,2,1
43604,1,2,2,2,2,2,2,2,1,3,0.58,1,2,1
43605,1,2,2,2,2,2,2,2,2,6,1.45,2,2,1
43606,2,2,1,2,2,2,2,2,2,3,1.34,2,2,1
43607,1,2,2,2,1,2,2,1,2,8,3.86,3,,
43608,1,2,2,2,2,2,2,2,2,4,1.05,1,2,1
43609,1,2,2,2,2,2,2,1,2,10,4.09,3,,
43610,1,2,1,2,1,2,2,2,2,8,4,3,,
43611,1,2,2,2,2,2,2,2,2,8,1.65,2,,
43612,1,2,1,1,2,1,2,2,2,6,1.82,2,2,1
43613,1,2,2,2,2,2,2,2,2,7,4.11,3,,
43614,1,2,1,2,2,2,2,1,1,3,1.38,2,1,
43615,2,2,1,2,1,2,2,2,2,8,3.69,3,,
43616,1,1,2,2,2,2,2,1,2,7,2.17,3,,
43617,1,2,2,2,2,2,2,2,1,4,1.75,2,2,1
43618,,,,,,,,,,,,,,
43619,1,2,2,2,2,2,2,2,2,2,0.42,1,2,1
43620,1,2,1,1,2,2,2,2,2,8,1.99,3,2,2
43621,1,2,1,1,2,2,2,2,2,10,5,3,,
43622,1,2,2,2,2,2,2,2,2,4,1.62,2,,
43623,1,2,2,2,2,2,2,1,2,77,,3,1,
43624,1,2,2,1,2,2,2,2,2,9,4.29,3,,
43625,1,2,2,2,2,2,2,2,2,3,0.55,1,2,1
43626,1,2,2,2,2,2,2,2,2,4,0.59,1,2,99
43627,2,2,2,2,2,2,2,2,2,3,0.58,1,2,1
43628,1,2,2,2,2,2,2,2,2,6,1.96,3,,
43629,1,2,2,2,2,2,2,2,2,9,1.69,2,,
43630,1,1,2,2,2,2,2,2,2,12,5,3,,
43631,1,2,2,2,2,2,2,2,2,11,4.7,3,,
43632,1,2,1,2,2,2,2,2,2,2,0.53,1,2,4
43633,1,2,2,2,2,1,1,2,1,4,0.65,1,2,1
43634,1,2,2,2,2,2,2,1,2,3,0.92,1,1,
43635,1,2,1,2,1,2,2,2,2,8,0.92,1,2,1
43636,1,1,2,2,2,2,2,1,2,10,3.49,3,,
43637,1,2,2,2,2,2,2,1,2,12,5,3,,
43638,1,2,2,2,2,2,2,1,2,12,5,3,,
43639,2,2,1,2,2,2,2,1,2,5,1.58,2,1,
43640,1,2,2,2,2,2,2,2,1,3,0.7,1,2,1
43641,2,2,2,2,2,1,1,2,2,2,0.39,1,2,1
43642,1,2,2,2,2,2,2,2,2,8,2.86,3,,
43643,1,2,2,2,2,2,2,2,2,12,5,3,,
43644,1,2,2,2,2,2,2,2,2,3,0.94,1,2,1
43645,1,1,1,2,2,2,2,2,2,99,,1,1,
43646,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
43647,1,2,2,2,2,2,2,2,2,8,3.07,3,,
43648,1,2,2,2,2,2,2,2,2,4,0.8,1,2,1
43649,1,2,2,2,2,2,2,2,2,77,,2,2,1
43650,1,2,2,2,2,2,2,2,2,7,1.74,2,2,1
43651,1,2,2,2,2,2,2,2,2,12,5,3,2,77
43652,1,2,2,2,2,2,2,2,2,7,2.09,3,2,2
43653,1,2,2,2,2,2,2,2,2,12,4.35,3,,
43654,1,2,2,2,2,2,2,2,2,3,0.58,1,2,1
43655,1,2,2,2,2,2,2,1,2,8,1.69,2,,
43656,1,2,1,2,1,2,2,1,2,7,2.11,3,,
43657,1,2,2,1,2,2,2,2,2,3,0.7,1,9,
43658,1,2,2,2,2,2,2,2,1,1,0.03,1,2,1
43659,1,2,2,2,2,2,2,2,2,7,1.74,2,,
43660,1,1,1,2,2,1,2,2,2,8,2.94,3,2,1
43661,1,2,2,2,2,2,2,2,1,5,1.16,1,2,1
43662,2,2,2,2,2,2,1,2,1,3,0.7,1,2,1
43663,1,2,2,2,2,2,2,2,2,5,1.21,1,2,3
43664,1,1,2,2,2,2,2,1,2,8,2.38,3,,
43665,1,1,2,2,2,2,2,1,2,77,,7,2,77
43666,1,2,2,2,2,2,2,2,2,5,1.63,2,2,1
43667,1,1,2,2,2,2,2,2,2,8,2.21,3,2,1
43668,1,2,2,2,2,2,2,2,2,4,0.85,1,2,1
43669,1,2,2,2,2,2,2,2,2,6,1.51,2,2,1
43670,1,2,2,2,2,2,2,2,2,3,1.15,1,2,1
43671,2,2,1,2,2,2,2,1,2,4,1.34,2,1,
43672,1,2,1,2,2,2,2,1,2,77,,7,7,
43673,2,2,2,1,2,1,1,2,1,3,0.31,1,2,1
43674,1,2,2,2,2,2,2,1,1,7,2.63,3,,
43675,1,1,1,2,2,2,2,2,2,6,1.42,2,,
43676,1,1,2,2,2,2,2,2,1,3,0.5,1,2,1
43677,1,2,2,2,2,2,2,2,2,7,1.74,2,2,4
43678,1,2,1,1,2,2,2,2,1,4,1.05,1,2,1
43679,2,2,2,2,2,2,2,2,2,7,2.63,3,,
43680,1,2,2,2,2,2,2,2,2,12,5,3,,
43681,1,2,2,2,2,2,2,2,2,4,0.8,1,2,1
43682,2,2,1,2,2,2,2,1,2,4,1.51,2,,
43683,1,2,2,2,1,2,2,1,2,9,4.38,3,,
43684,2,2,1,2,2,1,2,1,2,5,1.71,2,1,
43685,1,1,2,2,2,2,2,2,2,8,2.21,3,2,1
43686,1,2,2,2,2,2,2,2,2,4,0.65,1,,
43687,1,2,2,2,2,2,2,1,1,11,4.65,3,,
43688,1,2,2,2,2,2,2,1,2,11,4.18,3,,
43689,1,2,2,2,2,2,2,1,2,12,5,3,,
43690,1,2,1,2,1,2,2,2,2,7,3.09,3,,
43691,2,2,2,2,2,2,2,2,1,2,0.56,1,1,
43692,1,2,2,1,2,2,2,2,2,6,1.3,1,2,1
43693,1,2,2,2,2,2,2,2,2,3,0.42,1,2,1
43694,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
43695,1,2,2,2,2,2,2,1,2,99,,3,,
43696,1,1,2,2,2,2,2,2,2,,,,,
43697,2,2,1,2,1,2,2,1,2,5,1.75,2,,
43698,2,2,2,2,2,2,1,2,1,2,0.34,1,2,1
43699,1,2,2,2,2,2,2,2,2,12,5,3,,
43700,2,2,2,2,2,2,2,1,1,1,0.25,1,,
43701,1,2,2,2,2,2,2,2,2,11,4.53,3,,
43702,2,2,1,2,2,2,2,2,2,,,,,
43703,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1
43704,1,2,2,2,2,2,2,1,2,12,4.97,3,,
43705,2,2,2,2,2,1,2,2,2,77,,2,2,1
43706,1,2,2,2,2,2,2,2,2,3,0.68,1,2,1
43707,1,2,2,2,2,2,2,2,2,5,1.21,1,2,3
43708,2,1,2,2,2,2,2,1,2,12,5,3,,
43709,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1
43710,1,2,2,2,2,2,2,1,2,12,5,3,,
43711,2,2,2,2,2,2,2,2,2,,,,,
43712,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1
43713,1,1,2,2,2,2,2,2,2,6,0.96,1,2,1
43714,1,1,2,2,2,2,2,2,2,7,1.45,2,2,5
43715,1,2,2,2,2,2,2,2,2,9,2.83,3,,
43716,1,2,1,2,2,2,2,1,1,11,4.53,3,,
43717,1,1,2,2,2,2,2,2,2,11,4.77,3,,
43718,1,2,1,1,2,2,2,2,1,6,2.88,3,,
43719,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1
43720,2,2,1,1,2,2,2,2,1,11,5,3,,
43721,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
43722,2,2,1,2,2,2,2,2,2,99,,1,2,99
43723,1,1,2,2,2,2,2,1,2,11,4.53,3,,
43724,2,2,2,2,2,1,2,2,2,5,1.02,1,2,1
43725,1,1,2,2,2,2,1,2,2,3,0.42,1,2,1
43726,2,2,1,2,1,2,2,2,2,8,3.31,3,,
43727,1,2,2,2,2,2,2,1,2,9,1.59,2,1,
43728,2,2,1,2,2,1,2,1,1,8,2.93,3,,
43729,1,2,2,2,2,2,2,2,2,6,2.19,3,,
43730,1,2,2,2,2,2,2,2,2,99,,1,2,99
43731,1,2,2,2,2,2,2,2,2,12,5,3,2,1
43732,1,2,2,2,2,2,2,1,2,6,3.12,3,,
43733,2,2,2,1,2,2,2,2,2,,,,,
43734,1,2,2,2,2,2,2,2,2,4,0.75,1,2,1
43735,1,1,2,2,2,2,2,2,2,10,2.83,3,,
43736,1,2,2,2,2,2,2,1,2,11,5,3,,
43737,1,2,1,2,1,2,2,2,1,12,3.8,3,,
43738,1,1,2,2,2,2,2,2,2,7,1.13,1,2,1
43739,1,2,2,2,2,2,2,2,2,77,,1,2,1
43740,1,2,2,2,2,2,2,2,2,12,5,3,1,
43741,1,2,2,2,2,2,1,2,1,2,0.51,1,2,1
43742,1,2,2,2,2,2,2,2,1,7,1.35,2,2,1
43743,2,2,1,2,2,2,2,1,2,5,2.13,3,,
43744,1,2,2,2,2,2,1,2,1,3,0.5,1,2,1
43745,2,2,2,2,2,2,1,2,2,5,0.58,1,2,1
43746,1,2,1,2,2,1,2,1,2,12,5,3,,
43747,1,2,2,2,2,2,2,2,2,7,2.03,3,,
43748,2,2,1,2,1,2,2,1,1,4,1.62,2,1,
43749,1,2,2,2,2,2,2,2,2,5,1.75,2,,
43750,1,1,2,2,2,2,2,2,1,6,1.24,1,2,1
43751,1,2,2,2,2,2,2,1,2,9,3.49,3,,
43752,1,1,2,2,2,2,2,2,2,7,1.21,1,2,1
43753,1,2,2,2,2,2,2,2,2,3,0.32,1,2,1
43754,1,2,2,2,2,2,2,2,1,5,0.99,1,2,1
43755,1,2,2,2,2,2,2,2,2,6,1.24,1,2,1
43756,2,2,2,2,2,2,2,2,2,5,0.65,1,2,1
43757,1,2,2,2,2,2,2,2,2,1,0.11,1,2,1
43758,1,2,2,2,1,2,2,2,2,10,4.09,3,,
43759,1,2,2,2,2,2,2,2,2,7,2.39,3,,
43760,1,2,2,2,2,2,2,2,1,2,0.4,1,2,1
43761,2,2,1,1,2,2,2,2,2,6,1.63,2,2,2
43762,2,2,2,2,2,2,2,2,2,5,1.26,1,2,77
43763,1,2,2,2,2,2,2,2,2,,,,,
43764,1,2,2,2,2,2,2,2,2,8,2.55,3,,
43765,1,2,2,2,2,2,2,2,1,10,2.98,3,,
43766,2,2,1,2,1,2,2,1,2,5,1.99,3,1,
43767,2,2,1,2,1,2,2,1,2,4,1.73,2,,
43768,1,2,2,2,2,2,2,2,2,3,0.73,1,2,1
43769,2,2,1,2,2,2,2,1,1,3,1.18,1,1,
43770,1,1,2,2,2,2,2,1,2,12,5,3,,
43771,1,2,1,2,2,2,2,2,2,6,1.47,2,2,2
43772,1,2,2,2,2,1,2,2,2,5,1.36,2,2,1
43773,2,2,1,2,1,2,2,1,2,12,5,3,,
43774,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
43775,1,2,2,2,1,2,2,2,2,11,5,3,,
43776,1,1,2,2,2,2,2,2,2,12,5,3,,
43777,1,2,2,2,2,2,2,1,2,3,1.38,2,,
43778,1,2,1,1,2,1,2,1,2,99,,3,1,
43779,1,2,2,2,2,2,2,2,2,8,2.32,3,2,3
43780,1,2,1,1,2,2,2,2,1,4,1.05,1,2,1
43781,1,2,2,2,2,2,2,2,2,2,0.26,1,2,1
43782,1,1,2,2,2,2,2,2,2,9,3.41,3,2,1
43783,1,2,2,2,2,2,2,2,1,3,0.56,1,2,1
43784,1,2,2,2,2,2,2,2,2,6,2.94,3,,
43785,1,2,2,2,2,2,2,1,2,7,1.27,1,,
43786,1,2,2,2,1,2,2,2,2,9,3.41,3,,
43787,1,2,1,2,2,1,2,2,2,5,1.05,1,2,1
43788,1,1,2,2,2,2,2,2,2,4,0.77,1,2,1
43789,1,2,2,2,2,2,2,2,1,3,0.7,1,1,
43790,1,2,2,2,2,2,2,2,2,7,3.17,3,,
43791,2,2,1,1,2,2,2,2,2,3,0.7,1,2,1
43792,1,2,1,2,2,2,2,1,2,9,4.16,3,,
43793,1,1,2,2,2,2,2,2,2,99,,9,1,
43794,2,1,1,1,1,2,2,2,2,2,0.71,1,2,1
43795,1,1,1,2,2,1,2,2,2,99,,1,2,1
43796,1,2,2,2,2,2,2,2,2,8,2.24,3,,
43797,1,1,2,2,2,2,2,1,2,11,3.84,3,,
43798,1,2,2,2,2,2,2,2,2,2,0.47,1,2,2
43799,1,2,2,2,2,1,2,2,2,77,,1,2,1
43800,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1
43801,2,2,1,2,1,2,2,1,2,7,4.04,3,,
43802,1,2,1,1,2,2,2,2,1,4,1.31,2,2,1
43803,1,2,2,2,2,2,2,2,1,8,2.73,3,2,1
43804,1,1,2,2,2,2,2,2,2,5,1.36,2,,
43805,1,2,2,2,2,2,2,1,2,10,3.4,3,,
43806,2,2,1,2,2,2,2,1,2,5,1.71,2,1,
43807,1,2,2,2,2,2,2,2,2,8,3.86,3,,
43808,1,2,2,2,2,2,2,2,2,4,1.12,1,2,1
43809,1,2,1,2,2,2,2,2,1,7,1.48,2,2,1
43810,1,2,2,2,2,2,2,1,2,12,5,3,,
43811,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
43812,,,,,,,,,,,,,,
43813,2,2,1,2,1,2,2,1,2,7,3.17,3,,
43814,1,2,2,2,2,2,2,2,2,3,0.45,1,2,1
43815,2,2,1,2,2,2,2,2,2,3,0.56,1,2,1
43816,1,1,1,1,2,2,2,2,2,6,2.19,3,2,3
43817,1,2,2,2,2,2,2,1,2,11,4.53,3,,
43818,1,2,2,2,2,2,2,2,2,11,4.65,3,,
43819,1,2,2,2,2,2,1,2,2,7,1.49,2,2,1
43820,1,2,2,2,2,2,2,1,2,12,5,3,,
43821,1,2,2,2,2,2,2,2,2,6,1.57,2,2,2
43822,1,2,1,1,2,2,2,2,2,8,3.86,3,,
43823,1,2,2,2,2,1,2,2,2,4,0.53,1,2,1
43824,2,2,1,2,1,2,2,1,2,7,2.57,3,,
43825,1,2,2,2,2,2,2,2,2,9,2.83,3,,
43826,1,1,2,2,2,2,2,1,2,99,,3,1,
43827,1,2,2,2,2,2,2,1,1,7,2.57,3,,
43828,1,2,2,2,2,2,2,2,2,6,0.96,1,1,
43829,1,2,2,2,7,7,7,7,2,77,,9,2,77
43830,1,2,2,2,2,2,2,1,2,12,5,3,,
43831,1,2,2,2,2,2,2,2,2,5,0.97,1,2,1
43832,1,2,2,2,2,2,2,1,1,7,2.32,3,,
43833,2,2,1,2,1,2,2,1,2,99,,9,,
43834,1,2,2,2,2,2,2,2,2,6,2.23,3,,
43835,1,2,2,2,2,2,2,2,1,3,0.79,1,2,1
43836,1,2,2,2,2,2,2,2,2,10,5,3,,
43837,1,2,2,2,2,2,2,1,2,,,,,
43838,1,1,2,2,2,2,2,2,2,8,2.26,3,,
43839,1,2,1,2,2,2,2,2,2,,,,,
43840,2,2,1,2,1,2,2,2,2,3,0.97,1,2,1
43841,1,2,1,2,1,2,2,2,2,10,5,3,,
43842,1,2,1,2,2,2,2,1,2,6,2.14,3,,
43843,1,2,2,1,1,2,2,1,2,77,,3,7,
43844,1,2,2,2,2,2,2,1,2,12,5,3,,
43845,1,2,2,2,2,2,2,2,2,77,,2,2,1
43846,1,2,2,2,2,2,2,2,2,99,,3,2,1
43847,1,2,1,2,2,2,2,2,2,3,1.18,1,2,99
43848,1,2,2,2,2,2,2,2,2,7,1.74,2,2,1
43849,1,2,1,2,2,2,2,2,2,7,2.45,3,,
43850,1,2,2,2,2,2,2,1,2,4,0.98,1,1,
43851,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
43852,1,2,2,2,2,2,2,2,1,3,0.77,1,2,1
43853,1,2,1,2,2,2,2,2,2,3,0.88,1,2,2
43854,1,2,2,2,2,2,2,1,2,12,5,3,,
43855,1,1,2,2,2,2,2,2,2,3,0.46,1,2,1
43856,1,2,2,2,2,2,2,2,2,12,4.35,3,,
43857,1,2,2,2,2,2,2,2,2,3,0.58,1,2,1
43858,1,1,2,2,2,2,2,2,2,7,1.45,2,2,5
43859,2,2,1,2,2,2,2,2,2,4,1.31,2,1,
43860,1,1,2,2,2,2,2,2,2,4,1.12,1,,
43861,2,2,1,2,1,2,2,1,2,5,1.96,3,,
43862,1,2,2,2,2,2,2,1,2,11,3.98,3,,
43863,1,2,2,2,2,2,2,1,2,11,3.48,3,,
43864,2,2,1,2,1,2,2,1,2,4,1.31,2,1,
43865,1,1,2,2,2,2,2,2,2,,,,,
43866,1,2,2,2,2,2,2,2,2,7,1.35,2,2,3
43867,2,2,1,2,2,2,2,2,2,3,0.92,1,2,1
43868,1,2,1,2,1,2,2,2,2,1,0.19,1,1,
43869,1,2,2,2,2,2,2,1,2,7,1.49,2,,
43870,1,1,2,2,2,2,2,1,1,9,2.42,3,,
43871,1,2,2,2,1,2,2,1,2,9,4.38,3,,
43872,1,2,2,2,2,2,2,1,2,8,2.62,3,,
43873,1,2,1,1,1,2,2,1,1,9,2.59,3,,
43874,1,2,2,2,2,2,2,2,2,10,2.06,3,2,3
43875,1,2,2,2,2,2,2,2,2,9,2.29,3,,
43876,1,2,2,2,2,2,2,2,1,5,1.67,2,2,1
43877,2,2,1,2,1,2,2,1,2,8,4.96,3,,
43878,1,2,2,2,2,2,2,2,2,7,2.39,3,,
43879,2,2,1,2,2,2,1,2,2,3,0.37,1,2,1
43880,1,2,2,2,2,2,2,2,1,3,0.7,1,2,1
43881,1,1,2,2,2,2,2,1,2,12,5,3,,
43882,1,2,2,2,2,2,2,2,2,7,2.39,3,,
43883,1,2,2,2,2,2,2,2,1,3,0.55,1,2,1
43884,2,2,2,2,2,1,2,2,2,2,0.22,1,2,1
43885,1,2,2,2,2,2,2,2,2,5,2.35,3,,
43886,1,2,2,2,2,2,1,2,2,3,0.7,1,2,1
43887,1,2,2,2,2,1,2,2,2,6,1.75,2,2,99
43888,,,,,,,,,,,,,,
43889,1,2,2,2,2,2,2,1,2,5,2.35,3,,
43890,2,2,1,2,1,2,2,2,2,4,1.29,1,,
43891,1,2,1,2,2,1,2,2,2,6,1.8,2,,
43892,1,2,2,2,2,2,2,2,2,7,1.55,2,2,1
43893,2,2,1,2,2,1,2,2,2,7,1.69,2,2,1
43894,1,2,2,2,2,2,2,1,2,77,,3,1,
43895,1,1,2,2,2,2,2,2,2,11,5,3,,
43896,1,2,1,2,1,1,2,2,2,,,,,
43897,1,2,2,2,2,2,2,2,2,7,2.03,3,,
43898,1,2,2,2,2,2,2,2,2,5,1.05,1,2,1
43899,1,1,2,2,2,2,2,2,2,7,2.45,3,,
43900,1,2,2,2,2,2,2,2,2,3,0.64,1,2,1
43901,2,1,2,2,2,2,2,2,2,6,1.21,1,2,99
43902,2,1,2,2,2,2,2,2,2,3,0.7,1,2,1
43903,2,2,1,2,1,2,2,2,2,5,2.12,3,1,
43904,1,2,1,2,2,1,2,1,2,4,0.95,1,1,
43905,1,1,1,2,2,2,2,1,2,11,5,3,,
43906,2,2,1,2,1,2,2,2,2,6,2.45,3,2,1
43907,1,1,2,2,2,1,2,2,1,6,1.16,1,2,1
43908,1,1,2,2,2,2,2,1,2,99,,3,1,
43909,1,2,2,2,2,2,2,2,2,1,0,1,2,1
43910,1,2,2,2,2,2,2,2,2,5,1.16,1,1,
43911,1,2,2,1,1,2,2,2,2,1,0,1,2,1
43912,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
43913,1,1,2,2,2,2,2,2,1,12,5,3,,
43914,1,2,1,2,2,2,2,2,2,2,0.69,1,2,1
43915,1,1,2,2,2,2,2,2,2,99,,9,2,1
43916,1,2,1,2,2,2,2,2,2,6,2.23,3,,
43917,1,2,2,2,2,2,2,2,2,3,0.62,1,2,1
43918,1,2,2,2,2,2,2,2,2,7,1.6,2,,
43919,1,2,2,2,2,2,2,1,2,,,,,
43920,1,2,2,2,2,2,2,1,1,9,3.41,3,,
43921,7,7,7,7,7,7,7,7,7,,,,,
43922,1,1,2,2,2,2,2,2,2,3,0.7,1,2,1
43923,2,2,1,2,2,2,2,2,2,3,0.96,1,2,1
43924,1,2,2,2,2,2,2,2,2,5,1.75,2,,
43925,1,1,2,2,2,2,2,2,1,12,5,3,,
43926,2,2,1,2,1,2,2,1,2,3,1.41,2,1,
43927,1,2,2,2,2,2,2,2,2,,,,,
43928,1,2,2,2,2,2,2,2,2,8,2.32,3,,
43929,2,2,1,1,2,2,2,2,2,5,2.35,3,,
43930,1,2,2,2,2,2,2,2,2,7,2.05,3,2,1
43931,1,2,2,2,2,2,2,2,2,8,2.73,3,,
43932,1,2,2,2,2,2,2,2,2,7,1.7,2,,
43933,1,2,2,2,2,2,2,2,2,11,3.96,3,,
43934,2,2,1,2,2,2,2,1,2,12,5,3,,
43935,1,2,2,2,2,2,2,2,2,3,1.41,2,2,1
43936,1,2,2,2,2,2,1,2,1,7,0.63,1,2,1
43937,1,2,2,2,2,2,2,2,1,3,0.7,1,2,1
43938,1,2,2,2,2,2,2,2,1,12,2.4,3,,
43939,1,2,2,2,2,2,2,1,2,10,3.2,3,2,3
43940,2,2,1,2,2,1,2,2,2,4,0.89,1,2,1
43941,2,1,2,2,2,2,2,2,1,3,1.41,2,2,3
43942,1,1,2,2,2,2,2,1,2,12,5,3,,
43943,1,2,2,2,2,2,2,2,2,99,,3,2,77
43944,1,2,2,2,2,2,2,2,2,6,1.54,2,2,2
43945,2,1,1,2,1,2,2,2,2,7,2.57,3,,
43946,1,2,2,2,2,2,2,1,2,11,5,3,,
43947,1,2,2,2,2,2,2,1,2,5,1.36,2,,
43948,1,2,2,2,2,2,2,2,2,7,1.45,2,2,1
43949,2,2,1,1,2,2,2,2,2,,,,,
43950,1,2,2,2,2,2,2,2,2,6,1.58,2,,
43951,1,2,2,2,2,2,2,1,2,9,3.55,3,,
43952,1,2,2,2,2,2,2,2,1,2,0.35,1,2,1
43953,1,2,2,2,2,2,1,2,2,7,1.74,2,2,1
43954,1,2,2,1,2,2,2,2,2,4,0.6,1,2,2
43955,1,2,2,2,2,2,2,2,2,3,0.7,1,2,1
43956,1,1,2,2,2,1,2,1,2,99,,3,1,
43957,2,1,1,2,2,2,2,1,2,,,,,
43958,1,2,2,2,2,2,2,2,2,4,0.62,1,2,1
43959,1,2,2,2,2,2,2,2,2,5,2.31,3,,
43960,1,2,2,2,2,2,2,2,2,4,1.31,2,2,1
43961,1,2,2,2,2,2,2,2,2,4,0.5,1,2,1
43962,2,2,1,2,2,2,2,1,2,6,2.19,3,,
43963,1,2,1,2,1,9,2,1,2,12,5,3,,
43964,2,2,1,2,2,2,2,2,2,4,1.14,1,2,2
43965,1,2,2,2,2,2,2,2,2,4,0.59,1,2,99
43966,1,2,1,2,1,2,2,2,2,7,2.63,3,,
43967,1,2,2,2,2,2,2,1,1,8,2.62,3,,
43968,1,2,1,2,1,2,2,2,2,6,1.16,1,2,1
43969,1,2,2,2,2,2,2,2,2,8,4.85,3,,
43970,1,2,2,2,2,2,2,1,2,12,5,3,,
43971,1,2,2,2,2,2,2,2,2,10,5,3,,
43972,1,1,2,2,2,2,2,2,2,99,,1,2,1
43973,1,1,2,2,2,2,2,2,2,7,3.07,3,,
43974,1,1,2,2,2,2,2,2,1,7,1.69,2,1,
43975,1,2,1,2,2,2,2,2,1,7,1.7,2,,
43976,1,2,2,2,2,2,2,2,2,99,,2,,
43977,1,2,1,1,2,2,2,2,1,3,0.84,1,2,1
43978,1,2,1,2,2,1,2,1,1,2,0.34,1,2,1
43979,2,2,1,2,2,2,2,2,1,6,1.77,2,2,4
43980,1,1,2,2,2,2,2,2,2,3,0.7,1,2,1
43981,2,2,2,2,2,1,2,2,1,2,0.64,1,2,77
43982,2,2,1,2,1,2,2,2,2,6,1.75,2,2,6
43983,1,2,2,2,2,2,2,2,2,7,2.1,3,,
43984,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1
43985,1,2,2,2,2,2,1,2,1,7,0.63,1,2,1
43986,1,2,2,2,2,2,2,2,2,7,1.7,2,,
43987,1,2,2,2,2,2,2,1,1,4,1.15,1,,
43988,1,1,2,2,2,2,2,2,2,12,5,3,2,1
43989,1,2,2,2,2,2,2,2,2,5,2.31,3,,
43990,1,2,2,2,2,2,2,2,2,12,5,3,,
43991,1,2,2,2,2,2,2,2,2,5,0.97,1,2,1
43992,1,2,2,2,2,2,2,2,2,8,2.24,3,,
43993,2,2,1,2,2,2,2,1,2,4,1.73,2,2,1
43994,1,2,2,2,2,2,2,2,2,7,4.04,3,,
43995,2,2,2,2,1,2,2,1,2,5,1.62,2,1,
43996,1,2,2,2,2,2,2,2,2,4,0.95,1,2,1
43997,1,2,1,2,2,2,2,2,2,6,2.31,3,,
43998,2,2,2,2,2,2,2,2,2,99,,1,2,1
43999,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
44000,1,1,2,2,1,2,2,2,2,99,,1,,
44001,1,2,2,2,2,2,2,1,2,12,5,3,,
44002,1,2,1,2,1,2,2,1,2,6,1.24,1,,
44003,2,1,1,2,2,2,2,2,2,3,0.79,1,2,3
44004,1,2,2,2,2,2,2,2,2,77,,3,2,1
44005,1,2,2,2,2,2,2,2,2,3,0.7,1,,
44006,1,2,2,2,2,2,2,2,2,2,0.26,1,2,1
