"SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
64060,1,2,2,2,2,2,2,2,1,3,0.75,1,2,1
64061,2,2,2,2,2,2,2,2,1,2,0.49,1,2,1
64062,1,2,2,2,2,2,2,2,2,9,2.79,3,,
64063,2,2,1,2,2,2,2,2,2,2,0.77,1,2,1
64064,1,2,2,2,2,2,2,2,2,11,5,3,,
64065,1,2,2,2,2,2,2,2,2,12,5,3,,
64066,1,2,2,2,2,2,2,2,2,4,0.53,1,2,1
64067,1,2,2,2,2,2,2,2,2,3,0.4,1,2,1
64068,1,1,2,2,2,2,2,2,2,6,1.11,1,2,1
64069,2,2,1,2,2,2,2,1,1,6,1.63,2,2,1
64070,1,2,2,2,2,2,2,2,2,6,1.16,1,2,1
64071,1,2,2,2,2,2,2,2,1,4,0.81,1,2,1
64072,1,2,2,2,2,2,2,2,2,7,1.24,1,2,1
64073,1,2,2,2,2,2,2,2,1,8,1.82,2,,
64074,1,2,2,2,2,2,2,2,2,7,2.45,3,,
64075,1,2,2,2,2,1,2,2,1,3,0.75,1,2,1
64076,1,2,2,2,2,2,2,2,2,9,2.29,3,,
64077,2,1,2,2,2,2,2,2,2,99,,3,9,
64078,1,2,2,2,2,2,2,2,2,12,4.62,3,,
64079,1,2,2,2,2,2,2,2,1,99,,3,,
64080,1,2,2,2,2,2,2,1,2,5,1.1,1,2,3
64081,1,1,2,1,2,2,2,2,1,4,0.72,1,2,1
64082,1,1,2,2,2,2,2,2,2,8,3.29,3,,
64083,1,2,1,2,2,2,2,1,2,9,3.24,3,,
64084,1,2,1,2,1,2,2,2,2,99,,2,2,99
64085,1,2,2,2,2,2,2,2,2,12,5,3,,
64086,1,2,2,2,2,2,2,1,2,7,2.78,3,,
64087,1,1,2,2,2,2,2,2,2,8,2.15,3,,
64088,2,1,2,2,2,2,2,2,1,1,0,1,2,1
64089,1,2,2,2,2,2,2,2,2,9,3.36,3,,
64090,1,1,2,2,2,2,2,2,2,12,5,3,,
64091,1,1,2,2,2,2,2,2,2,7,1.89,3,2,1
64092,2,2,2,2,2,1,2,2,2,4,0.75,1,2,1
64093,1,2,2,2,2,2,2,1,2,12,5,3,,
64094,1,2,2,2,2,2,2,2,2,6,1.5,2,2,1
64095,1,1,2,2,2,2,2,1,2,12,5,3,,
64096,2,1,2,2,2,2,2,2,2,3,1.1,1,7,
64097,1,2,2,1,2,2,2,2,2,2,0.28,1,2,1
64098,1,1,2,2,2,2,2,1,2,4,0.78,1,2,1
64099,1,2,1,2,2,2,2,1,2,99,,3,,
64100,1,2,1,2,2,2,2,2,2,12,4.89,3,,
64101,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1
64102,1,2,1,2,2,2,2,2,2,1,0.21,1,2,1
64103,1,2,2,2,2,2,2,2,2,8,1.74,2,,
64104,1,2,2,2,2,2,2,2,2,6,1.11,1,2,1
64105,1,2,2,2,2,2,2,2,2,9,2.68,3,,
64106,1,1,2,2,2,2,2,2,2,7,3.22,3,1,
64107,2,2,1,2,1,2,2,1,2,8,3.26,3,,
64108,1,2,2,2,2,2,2,2,1,5,1.04,1,2,1
64109,1,7,7,7,7,7,7,7,7,,,,,
64110,1,2,2,2,2,2,2,2,2,5,1.59,2,2,1
64111,2,2,2,2,2,2,1,2,2,1,0.14,1,2,1
64112,1,1,2,2,2,2,2,2,2,99,,9,7,
64113,2,2,1,2,2,2,2,2,2,3,1,1,2,77
64114,1,2,2,2,2,2,2,2,2,6,0.89,1,2,5
64115,1,2,2,2,2,2,2,2,2,12,5,3,,
64116,1,2,2,2,2,2,2,1,2,8,2.08,3,1,
64117,1,1,2,2,2,2,2,2,2,11,4.46,3,,
64118,1,2,2,2,2,2,2,2,2,6,1.43,2,2,2
64119,1,2,2,2,2,2,2,2,2,7,1.33,2,,
64120,9,9,2,2,2,2,2,2,2,99,,9,9,
64121,1,2,2,2,2,2,2,2,1,6,1.48,2,2,1
64122,1,2,2,2,2,2,2,2,2,99,,1,2,1
64123,1,2,2,2,2,2,2,2,2,1,0.11,1,2,1
64124,1,2,2,2,2,2,2,2,2,8,1.83,2,2,1
64125,1,2,2,2,2,2,2,2,2,11,3.11,3,,
64126,7,7,2,2,2,2,2,2,2,77,,7,2,1
64127,1,2,2,2,1,2,2,1,2,9,2.29,3,1,
64128,2,2,2,2,1,2,2,1,2,4,1.54,2,,
64129,1,2,2,2,2,2,1,2,2,3,0.28,1,2,1
64130,1,2,2,1,2,2,2,2,2,,,,,
64131,2,2,1,1,2,2,2,2,2,5,1.55,2,2,1
64132,1,2,2,2,2,2,2,2,2,12,4,3,,
64133,1,2,2,2,2,2,2,1,2,8,2.08,3,,
64134,1,1,2,2,2,2,2,1,2,12,5,3,,
64135,1,2,2,2,2,2,2,2,2,12,5,3,,
64136,1,2,2,2,2,2,2,2,2,7,1.24,1,,
64137,1,1,2,2,2,1,1,2,2,77,,1,2,1
64138,1,2,2,2,2,2,2,1,2,11,5,3,,
64139,1,2,2,2,2,2,2,2,2,3,0.54,1,2,1
64140,2,2,1,1,2,2,2,2,2,5,1.07,1,2,1
64141,1,2,1,2,2,2,2,2,2,5,1.77,2,2,1
64142,2,2,1,2,2,2,2,2,2,,,,,
64143,1,2,2,2,2,2,1,2,2,5,0.56,1,2,1
64144,1,2,2,2,2,2,1,2,1,10,2.32,3,,
64145,1,2,2,2,2,2,1,2,2,2,0.47,1,2,1
64146,1,2,2,2,2,2,2,1,2,12,4.26,3,,
64147,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
64148,1,2,1,2,1,2,1,2,2,6,1.55,2,,
64149,1,2,2,2,2,2,2,2,2,6,1.57,2,2,1
64150,1,2,1,1,2,1,2,2,2,6,1.15,1,2,1
64151,1,2,2,2,2,2,2,2,2,7,2.27,3,,
64152,1,2,1,2,2,2,2,2,2,4,0.97,1,2,1
64153,1,2,2,2,2,2,2,2,2,6,1.28,1,2,1
64154,1,2,2,2,2,2,2,2,2,9,3.24,3,,
64155,1,1,2,2,2,2,2,2,2,2,0.31,1,2,1
64156,1,2,2,2,2,2,2,1,2,12,5,3,,
64157,2,2,1,2,2,2,2,2,2,5,2.15,3,,
64158,1,2,2,2,2,2,2,2,2,1,0,1,,
64159,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1
64160,1,2,2,2,2,2,2,1,2,7,1.56,2,2,3
64161,1,2,2,2,2,2,2,2,2,11,5,3,,
64162,2,2,1,1,2,2,2,2,2,99,,9,2,1
64163,1,2,2,2,2,2,2,1,2,12,5,3,,
64164,1,2,2,2,2,2,2,1,2,9,3.14,3,,
64165,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1
64166,1,1,2,2,2,2,2,2,2,12,5,3,2,1
64167,2,2,2,2,2,2,2,2,1,1,0.33,1,2,1
64168,1,2,2,2,2,2,2,1,2,10,4.89,3,,
64169,2,2,1,2,2,2,1,2,2,6,0.89,1,2,1
64170,1,2,2,2,2,2,2,2,1,7,1.67,2,2,1
64171,1,2,2,2,2,2,2,2,1,5,1.07,1,2,1
64172,2,2,1,2,2,2,2,2,2,3,0.95,1,2,1
64173,1,1,2,2,2,2,2,2,1,9,2.6,3,1,
64174,1,2,2,2,2,2,2,2,2,11,2.95,3,,
64175,2,2,1,2,2,2,2,2,2,2,0.85,1,2,77
64176,1,2,2,2,2,2,2,1,2,9,3.97,3,,
64177,2,2,2,2,2,1,1,2,2,2,0.21,1,2,1
64178,1,1,2,2,2,2,2,1,2,12,5,3,,
64179,1,1,2,2,2,2,2,2,2,5,1.63,2,2,4
64180,1,2,2,2,2,2,2,2,2,8,2.08,3,,
64181,1,2,2,2,2,2,2,2,2,8,4.41,3,,
64182,1,2,1,2,2,2,2,1,2,6,2.04,3,,
64183,1,2,2,2,2,2,2,2,1,7,1.55,2,2,1
64184,1,1,1,2,2,2,2,2,2,3,0.79,1,2,1
64185,1,2,2,2,2,2,2,2,2,8,1.78,2,2,1
64186,1,2,2,2,2,2,2,2,2,8,3.25,3,,
64187,1,2,2,2,2,2,2,2,2,8,1.78,2,,
64188,2,2,1,1,2,2,2,2,1,7,2.88,3,1,
64189,1,2,2,2,2,2,2,2,2,10,3.22,3,,
64190,1,2,2,1,2,2,2,2,1,3,0.64,1,2,1
64191,2,2,2,2,1,2,2,2,2,3,0.63,1,2,1
64192,1,2,2,2,2,2,2,2,2,12,4.8,3,,
64193,1,2,2,2,2,2,2,2,2,7,1.2,1,2,1
64194,2,2,1,2,1,2,2,1,2,12,5,3,,
64195,1,2,2,2,2,2,2,2,2,99,,3,7,
64196,1,2,2,2,2,2,2,1,2,11,3.9,3,,
64197,1,2,1,2,1,2,2,2,2,11,2.91,3,,
64198,2,2,1,2,2,2,2,2,2,3,0.88,1,2,1
64199,2,2,2,2,2,2,1,2,2,3,0.82,1,2,1
64200,1,2,2,2,2,2,2,2,1,7,1.24,1,2,5
64201,1,2,2,2,2,1,2,2,2,,,,,
64202,1,2,2,2,2,2,1,2,2,3,0.39,1,2,1
64203,1,2,2,2,2,2,2,2,1,3,0.63,1,2,1
64204,2,2,2,2,2,2,2,2,2,99,,3,2,99
64205,7,2,2,2,2,2,2,2,2,,,,,
64206,1,2,1,2,1,2,2,2,2,3,1.27,1,2,1
64207,1,2,2,2,2,2,2,2,2,11,4.71,3,,
64208,1,2,2,2,2,2,2,2,2,8,1.12,1,2,99
64209,1,2,2,2,2,2,2,2,2,5,1.07,1,2,1
64210,1,2,1,2,2,2,2,2,1,5,0.89,1,2,2
64211,1,2,2,2,2,2,2,2,2,6,0.7,1,1,
64212,1,2,2,2,2,2,2,2,2,9,2.39,3,,
64213,1,2,2,2,2,2,2,2,2,,,,,
64214,1,2,2,2,2,2,2,2,2,5,1.3,1,2,1
64215,2,2,1,2,2,2,2,2,2,2,0.77,1,2,99
64216,1,2,2,2,2,2,2,2,2,7,2.2,3,,
64217,2,2,2,2,2,2,2,2,2,4,0.43,1,2,1
64218,1,2,2,2,2,2,2,1,1,12,5,3,,
64219,1,2,2,2,2,1,2,1,2,8,2.42,3,,
64220,1,1,2,2,2,2,2,2,2,5,2.2,3,,
64221,2,2,2,2,2,2,2,2,2,4,0.43,1,2,1
64222,1,1,2,2,2,2,2,1,1,8,2.91,3,,
64223,1,2,2,2,2,2,2,1,2,8,2.15,3,,
64224,2,2,2,2,2,2,2,2,1,3,0.99,1,2,1
64225,1,2,2,2,2,2,2,1,2,12,4.27,3,,
64226,2,2,2,2,2,2,2,2,2,3,1.33,2,2,1
64227,1,2,2,2,2,2,2,2,2,2,0.64,1,2,1
64228,1,1,2,2,2,2,2,1,2,11,5,3,,
64229,1,1,2,2,2,2,2,2,2,5,1.13,1,2,1
64230,2,2,1,2,1,1,2,2,2,7,1.56,2,2,2
64231,1,2,1,2,1,1,2,2,2,99,,3,,
64232,1,2,2,2,2,2,2,2,2,8,2.83,3,,
64233,1,2,2,2,2,2,2,2,2,4,0.78,1,2,1
64234,1,2,2,2,2,2,2,1,2,12,4.59,3,,
64235,1,2,1,2,2,1,2,2,2,8,3.26,3,2,1
64236,1,2,2,2,2,2,2,2,2,7,1.33,2,2,1
64237,1,1,2,2,2,2,2,2,2,99,,9,2,1
64238,1,2,2,2,2,2,2,2,2,,,,,
64239,1,2,2,2,2,2,1,2,2,3,0.28,1,2,1
64240,1,1,1,2,2,2,2,2,1,10,3.02,3,,
64241,1,1,2,2,2,2,2,2,1,6,1.28,1,2,3
64242,1,2,2,2,2,2,2,2,2,12,4.44,3,,
64243,1,1,2,2,2,2,2,1,2,11,4.3,3,,
64244,1,1,2,2,2,2,2,2,2,2,0.41,1,2,1
64245,1,1,2,2,2,2,2,2,2,7,2.2,3,,
64246,1,2,2,2,2,2,2,2,2,5,1.59,2,,
64247,1,2,2,2,2,2,2,2,2,5,0.94,1,2,1
64248,1,1,2,2,2,2,2,1,2,10,5,3,,
64249,1,2,2,2,2,2,2,1,2,11,4.16,3,,
64250,1,2,2,2,2,2,2,2,2,12,5,3,2,1
64251,1,2,2,2,2,2,2,1,2,10,3.12,3,,
64252,1,2,2,2,2,2,2,2,2,4,0.81,1,2,2
64253,1,2,2,2,2,2,2,1,2,12,4.83,3,,
64254,1,1,2,2,2,2,2,2,2,3,0.71,1,2,1
64255,2,2,2,2,2,2,2,2,1,10,5,3,,
64256,2,2,1,1,1,1,2,1,2,7,2.45,3,,
64257,1,2,2,2,2,2,2,2,2,2,0.55,1,2,1
64258,1,1,2,2,2,2,2,1,2,8,2.08,3,,
64259,1,2,2,2,2,2,2,1,2,6,1.34,2,2,4
64260,1,2,2,2,2,2,2,2,2,7,1.2,1,2,1
64261,1,2,2,2,2,2,2,2,2,12,5,3,,
64262,1,2,2,2,2,2,1,2,2,2,0.45,1,2,1
64263,1,2,2,1,2,2,2,2,2,5,1.63,2,2,2
64264,1,2,2,2,2,1,2,2,2,2,0.32,1,2,3
64265,1,2,1,2,2,2,2,2,1,6,1.3,1,2,1
64266,1,2,2,2,2,2,2,2,2,12,5,3,,
64267,1,2,2,2,2,2,2,2,2,4,0.58,1,2,1
64268,1,2,1,2,2,2,1,2,2,2,0.32,1,2,1
64269,1,2,2,2,1,2,2,2,2,7,1.82,2,2,1
64270,1,2,1,1,2,2,1,2,2,4,0.82,1,2,1
64271,1,2,2,2,2,2,1,2,1,8,2.59,3,2,2
64272,1,2,2,2,2,2,1,2,2,6,1.4,2,2,1
64273,1,1,1,2,2,1,1,2,1,5,0.92,1,2,1
64274,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1
64275,1,2,2,2,2,2,2,2,2,4,1.65,2,,
64276,1,1,2,2,2,2,2,2,2,99,,9,2,1
64277,1,2,2,2,2,2,2,2,2,7,2.33,3,2,1
64278,1,2,2,2,2,2,2,2,2,5,1.3,1,2,1
64279,1,2,2,2,2,2,2,2,2,10,2.95,3,,
64280,1,2,2,2,2,2,2,2,2,12,5,3,,
64281,1,2,2,2,2,2,2,2,2,9,2.22,3,,
64282,2,2,2,1,2,1,2,2,2,3,0.33,1,2,1
64283,1,1,2,2,2,2,2,2,2,5,0.71,1,2,1
64284,1,2,1,2,2,2,2,1,2,1,0.09,1,2,1
64285,2,1,1,2,2,2,2,2,2,5,1.47,2,2,1
64286,1,1,2,2,2,2,2,1,2,99,,3,,
64287,1,1,2,2,2,2,2,1,2,7,1.03,1,2,1
64288,1,1,2,2,1,2,2,1,2,10,4.76,3,,
64289,1,2,2,1,2,2,2,2,1,6,1.35,2,2,1
64290,1,2,2,2,2,2,2,2,2,8,1.42,2,,
64291,2,2,2,2,2,2,2,2,2,3,1.32,2,2,1
64292,1,2,1,2,2,2,2,2,2,3,0.82,1,2,1
64293,1,2,2,2,2,2,2,2,2,6,1.16,1,2,1
64294,1,2,2,2,2,2,2,2,2,,,,,
64295,,,,,,,,,,,,,,
64296,1,2,2,2,2,2,2,2,2,8,2.08,3,,
64297,1,2,2,2,2,2,2,2,2,6,2.04,3,,
64298,1,2,1,1,2,2,2,1,2,10,4.76,3,,
64299,1,2,2,2,2,2,2,1,2,12,5,3,,
64300,2,2,2,2,2,2,2,2,2,1,0.05,1,2,1
64301,2,2,1,2,1,2,2,1,2,77,,3,1,
64302,2,1,1,2,2,2,2,1,2,12,4.95,3,,
64303,2,2,1,2,1,2,2,1,2,4,1.72,2,1,
64304,1,2,2,2,2,2,1,2,2,5,0.89,1,2,77
64305,1,2,2,2,2,2,2,2,2,6,1.57,2,,
64306,1,2,2,2,2,2,2,2,1,7,1.67,2,2,1
64307,1,2,2,2,2,2,2,2,2,8,2.08,3,2,1
64308,1,2,2,2,2,2,2,2,2,4,0.84,1,2,1
64309,2,2,1,2,1,2,2,1,2,3,0.65,1,1,
64310,1,1,2,2,2,2,2,1,2,12,5,3,,
64311,2,2,1,1,2,2,2,1,2,8,4.96,3,,
64312,1,1,1,2,2,2,2,1,1,6,1.68,2,,
64313,1,1,2,2,2,2,2,2,2,9,5,3,,
64314,1,2,2,2,2,2,2,2,2,6,1.5,2,2,1
64315,1,2,1,1,1,2,2,2,2,5,1.26,1,2,1
64316,1,2,2,2,2,2,2,2,2,5,1.07,1,2,1
64317,1,2,2,2,2,2,2,2,1,1,0,1,2,4
64318,1,1,2,2,2,2,2,2,2,7,1.61,2,1,
64319,1,2,2,2,2,2,2,1,2,12,4.84,3,,
64320,1,2,1,2,1,2,2,2,2,3,0.48,1,2,1
64321,1,2,2,2,2,2,2,2,2,12,5,3,,
64322,1,2,2,2,2,2,2,1,2,7,1.72,2,,
64323,2,2,2,2,2,2,2,2,2,1,0,1,2,1
64324,1,2,2,2,2,2,2,2,2,6,1.62,2,2,1
64325,1,2,2,2,2,1,2,1,2,10,3.56,3,,
64326,1,1,2,2,2,2,2,2,2,99,,3,,
64327,1,2,2,2,2,2,2,2,1,4,1.11,1,2,1
64328,2,2,1,2,2,2,2,2,2,2,0.56,1,2,1
64329,2,2,1,2,1,2,2,2,2,9,4.27,3,,
64330,1,2,2,2,2,2,2,1,2,12,5,3,,
64331,1,2,1,2,2,2,2,2,2,8,1.6,2,2,1
64332,2,2,2,1,2,2,2,2,2,2,0.43,1,2,1
64333,2,1,2,2,2,2,2,2,2,5,2.2,3,1,
64334,1,1,2,2,2,2,2,2,2,8,2.42,3,,
64335,,,,,,,,,,,,,,
64336,1,2,2,2,2,2,2,2,2,6,1.01,1,2,1
64337,1,2,2,2,2,2,2,2,2,5,1.43,2,2,77
64338,1,2,2,2,2,2,2,2,2,1,0,1,2,1
64339,1,2,2,2,2,2,2,2,2,4,0.46,1,2,3
64340,2,2,1,1,2,2,2,1,2,,,,,
64341,1,2,2,2,2,2,2,2,1,4,0.94,1,,
64342,1,2,2,2,2,2,2,2,2,11,3.29,3,,
64343,1,2,1,2,1,2,2,1,2,11,3.1,3,,
64344,1,2,2,2,2,2,2,2,2,1,0,1,2,1
64345,1,2,2,2,2,2,2,2,2,1,0,1,2,1
64346,1,2,2,2,2,2,2,2,2,11,4.53,3,,
64347,2,2,2,2,2,2,2,1,2,1,0,1,2,1
64348,1,1,2,2,2,2,2,2,2,5,0.89,1,2,1
64349,,,,,,,,,,,,,,
64350,1,2,2,2,2,2,2,2,2,8,1.78,2,7,
64351,1,2,2,2,2,2,2,2,2,3,0.64,1,2,1
64352,1,2,2,2,2,2,2,2,2,7,1.38,2,2,1
64353,1,2,2,2,2,2,2,2,2,9,2.63,3,1,
64354,1,2,1,1,1,1,2,2,2,5,0.62,1,2,1
64355,1,2,2,2,2,2,2,2,2,7,1.56,2,2,1
64356,1,2,2,2,2,2,2,2,2,4,0.56,1,2,1
64357,1,2,2,2,2,2,2,2,2,12,5,3,,
64358,,,,,,,,,,,,,,
64359,1,2,2,2,2,2,2,2,2,2,0.66,1,2,1
64360,1,2,1,2,2,2,2,2,2,99,,9,2,1
64361,1,2,2,2,2,2,2,1,2,12,5,3,,
64362,2,2,1,1,2,2,2,2,2,6,2.06,3,,
64363,1,2,1,2,1,2,2,2,1,99,,3,,
64364,2,2,1,2,1,2,2,1,2,77,,7,1,
64365,1,2,2,2,2,2,2,2,1,3,0.25,1,2,1
64366,2,2,1,2,2,2,2,2,2,2,0.33,1,2,1
64367,1,2,2,2,2,2,2,2,1,10,3.12,3,,
64368,2,2,1,1,2,1,2,2,2,2,0.76,1,2,1
64369,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1
64370,1,2,2,2,2,2,2,1,1,3,1.29,1,2,2
64371,1,2,2,2,2,2,2,2,2,5,1.93,3,,
64372,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1
64373,1,1,2,2,2,2,2,1,2,7,1.4,2,2,1
64374,1,1,2,2,2,2,2,1,2,11,3.49,3,,
64375,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
64376,2,2,1,1,2,1,2,2,2,3,0.65,1,2,1
64377,2,2,1,2,2,2,2,2,2,4,0.69,1,2,1
64378,1,2,2,2,2,2,2,2,2,7,3.97,3,,
64379,1,2,2,2,2,2,2,2,1,2,0.66,1,2,1
64380,1,2,2,2,2,2,2,2,2,2,0.54,1,2,1
64381,1,2,2,2,2,2,2,1,2,12,5,3,,
64382,2,2,2,2,2,2,1,2,2,4,1.54,2,2,1
64383,1,2,2,2,2,2,2,2,2,99,,3,2,1
64384,1,2,2,2,2,2,2,2,2,5,1.12,1,2,1
64385,7,7,7,7,7,7,7,7,7,,,,,
64386,1,2,2,2,2,2,2,2,2,5,1.26,1,,
64387,1,2,2,2,2,2,2,1,2,8,2.7,3,,
64388,1,2,2,2,2,2,2,2,2,5,2.2,3,,
64389,1,2,2,2,2,2,2,1,2,9,2.6,3,,
64390,2,2,2,2,2,2,1,2,2,4,0.83,1,2,1
64391,1,2,2,2,2,2,2,2,2,6,2.75,3,,
64392,1,2,2,2,2,2,1,2,2,5,0.97,1,2,1
64393,1,1,2,2,2,2,2,2,1,12,5,3,,
64394,1,2,2,2,2,2,2,2,2,4,0.48,1,2,1
64395,1,2,2,2,2,2,2,2,2,12,4.56,3,,
64396,1,2,2,2,2,2,2,2,2,,,,,
64397,1,2,2,2,2,2,2,2,2,12,5,3,,
64398,1,1,1,2,2,2,2,2,2,5,1.3,1,2,1
64399,2,2,1,2,2,1,2,2,2,3,0.9,1,2,1
64400,1,2,2,2,2,2,2,2,2,3,0.79,1,,
64401,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1
64402,1,1,2,2,2,2,2,2,2,5,0.92,1,2,1
64403,1,2,2,2,2,1,2,2,2,5,1.07,1,2,1
64404,1,2,2,2,2,2,2,1,2,8,3.18,3,,
64405,1,1,1,2,2,2,2,2,2,5,0.8,1,2,1
64406,1,2,2,2,2,2,2,1,2,6,1.3,1,2,1
64407,1,2,2,2,2,2,2,2,2,6,0.97,1,2,1
64408,2,2,2,2,2,2,2,2,2,5,1.3,1,2,1
64409,1,1,2,2,2,2,2,2,2,5,0.92,1,2,1
64410,1,2,2,2,2,2,2,2,2,99,,3,,
64411,1,1,2,2,2,2,2,2,2,12,5,3,,
64412,2,2,1,2,2,2,1,2,2,3,0.93,1,2,1
64413,2,2,2,2,2,2,1,2,2,99,,1,2,1
64414,1,2,1,2,2,1,2,2,1,3,0.36,1,2,1
64415,1,2,2,1,2,2,2,2,2,11,4.16,3,,
64416,1,2,2,2,2,2,2,2,2,8,1.78,2,2,1
64417,1,2,2,2,2,2,2,1,2,11,4.4,3,,
64418,1,2,1,2,2,1,2,2,2,9,2.22,3,2,1
64419,2,2,1,2,2,2,2,2,2,6,1.32,2,1,
64420,1,2,2,2,1,2,2,1,2,12,4.69,3,,
64421,1,2,2,2,2,2,2,2,2,8,2.06,3,2,1
64422,2,2,2,2,2,2,1,2,2,99,,1,2,1
64423,2,2,2,2,2,1,2,2,2,3,0.46,1,2,1
64424,1,2,2,2,2,2,2,1,2,12,5,3,,
64425,1,1,2,2,2,2,2,1,2,7,1.61,2,,
64426,1,2,2,2,2,2,2,2,1,3,0.64,1,2,1
64427,1,1,2,2,2,2,2,1,2,12,5,3,,
64428,1,1,2,2,2,2,2,1,2,5,0.92,1,1,
64429,1,2,2,2,2,2,2,2,2,11,2.75,3,,
64430,2,2,1,1,2,2,2,2,2,77,,2,2,77
64431,1,1,1,2,2,2,2,2,2,5,1.3,1,2,1
64432,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1
64433,2,2,1,2,1,2,2,2,2,5,1.07,1,7,
64434,1,2,2,2,2,2,2,2,2,3,0.82,1,2,1
64435,1,2,2,2,2,2,2,2,2,7,1.72,2,,
64436,1,2,2,2,2,2,2,2,2,9,2.68,3,,
64437,2,2,2,2,2,2,2,2,2,1,0.28,1,2,1
64438,1,2,2,2,2,2,2,2,2,8,3.49,3,,
64439,1,1,2,2,2,2,2,1,2,12,5,3,,
64440,1,2,1,2,2,2,2,2,2,,,,,
64441,1,2,2,2,2,2,1,2,1,5,0.8,1,2,2
64442,1,2,2,2,2,2,2,2,2,5,1.63,2,,
64443,1,2,2,2,2,2,2,2,2,5,0.71,1,2,1
64444,1,2,2,2,1,2,2,1,2,77,,3,,
64445,1,2,2,2,2,2,2,2,2,12,3.49,3,,
64446,1,2,2,2,2,2,2,1,1,7,1.54,2,1,
64447,2,2,2,2,2,2,1,2,1,4,0.58,1,2,1
64448,1,2,2,2,2,2,2,2,2,11,4.4,3,,
64449,1,2,2,2,2,2,2,2,2,10,3.56,3,,
64450,1,2,2,2,2,2,2,2,2,11,3.44,3,,
64451,1,2,2,2,2,2,1,2,2,4,1.5,2,,
64452,1,2,2,2,2,2,2,2,2,7,1.94,3,2,1
64453,1,2,1,1,2,1,2,2,2,1,0,1,2,1
64454,1,1,2,2,2,2,2,2,2,11,3.21,3,,
64455,1,2,2,2,2,2,2,2,2,4,1.04,1,2,1
64456,1,2,2,2,2,2,2,1,2,10,2.95,3,,
64457,9,1,2,2,2,1,1,2,2,6,1.11,1,2,3
64458,1,2,1,2,2,2,2,1,1,99,,1,2,1
64459,1,2,2,2,2,2,2,2,2,11,5,3,,
64460,1,2,2,2,2,2,2,1,2,5,1.04,1,2,1
64461,2,2,2,2,2,2,2,2,1,1,0.1,1,2,1
64462,1,2,2,2,2,2,2,2,2,3,0.43,1,2,1
64463,2,2,1,2,1,2,2,2,2,99,,9,9,
64464,1,2,2,2,2,2,2,1,2,12,5,3,,
64465,1,1,2,2,2,2,2,2,2,7,1.36,2,2,1
64466,1,2,2,2,2,2,2,2,2,99,,1,2,1
64467,2,2,2,2,2,2,1,2,2,,,,,
64468,1,1,2,2,2,2,2,2,2,12,4.13,3,,
64469,1,2,2,2,2,2,2,2,2,6,3.09,3,,
64470,1,2,2,2,2,2,2,2,2,5,1.63,2,,
64471,1,1,2,2,2,2,2,1,2,11,5,3,,
64472,2,2,1,2,2,2,2,2,1,7,1.95,3,2,1
64473,2,2,1,2,2,2,2,2,2,6,2.04,3,,
64474,1,1,2,2,2,2,2,2,2,12,5,3,,
64475,1,2,1,2,2,2,2,2,2,8,3.17,3,,
64476,1,2,2,2,2,2,2,2,2,6,1.1,1,2,1
64477,1,2,2,2,2,2,2,2,2,4,0.58,1,2,1
64478,1,2,2,2,2,1,2,2,2,6,1.32,2,2,1
64479,2,2,2,2,2,2,1,2,2,2,0.27,1,2,1
64480,1,2,2,2,2,2,2,1,2,12,5,3,,
64481,1,2,2,2,2,2,2,2,1,1,0.39,1,2,2
64482,1,2,2,2,2,2,2,1,2,12,5,3,,
64483,1,2,2,2,2,2,1,2,2,5,0.89,1,2,77
64484,1,2,2,2,2,2,2,1,2,12,5,3,,
64485,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
64486,1,1,2,2,2,2,2,2,2,77,,3,7,
64487,1,2,2,2,2,2,1,2,2,7,1.16,1,2,1
64488,1,2,2,2,2,2,2,2,1,2,0.33,1,2,1
64489,1,2,2,2,2,2,2,1,2,8,2.7,3,,
64490,1,2,2,2,2,2,2,1,2,77,,3,1,
64491,1,2,2,2,2,2,2,2,1,7,1.89,3,,
64492,1,1,2,2,2,2,2,2,2,8,2.59,3,,
64493,1,1,2,2,2,2,2,2,2,12,4.43,3,,
64494,1,2,2,2,2,2,2,2,2,9,4.06,3,,
64495,1,2,2,2,2,2,2,2,2,10,4.49,3,,
64496,1,2,2,2,2,2,2,2,2,10,3.89,3,,
64497,1,2,1,1,1,1,2,2,2,6,1.74,2,1,
64498,1,2,2,2,2,2,2,1,2,12,5,3,,
64499,1,2,2,1,1,2,2,1,2,9,3.24,3,,
64500,1,2,2,2,2,2,2,2,2,9,5,3,,
64501,1,2,1,2,1,2,2,2,2,6,0.97,1,,
64502,1,2,2,2,2,2,2,2,2,8,1.39,2,2,1
64503,2,2,1,1,1,2,2,2,2,7,2.4,3,,
