"SEQN","INQ020","INQ012","INQ030","INQ060","INQ080","INQ090","INQ132","INQ140","INQ150","IND235","INDFMMPI","INDFMMPC","INQ244","IND247"
66781,1,2,1,2,1,2,2,2,2,7,2.78,3,2,1
66782,2,2,2,2,2,1,2,2,1,4,0.41,1,2,1
66783,1,2,2,2,2,2,2,2,2,5,1.04,1,2,1
66784,1,2,2,2,2,2,2,2,1,6,1.28,1,2,1
66785,1,1,2,2,2,2,2,1,2,11,3.67,3,,
66786,1,2,2,2,2,2,2,2,2,5,0.64,1,2,1
66787,1,2,2,2,2,2,1,2,1,99,,1,2,1
66788,1,2,2,2,1,2,1,2,2,99,,9,9,
66789,1,2,2,2,2,2,2,2,2,7,1.16,1,2,5
66790,1,2,2,2,2,2,2,2,2,3,0.63,1,2,1
66791,1,2,2,2,2,2,2,2,2,,,,,
66792,1,2,2,2,2,2,2,2,1,7,1.94,3,2,1
66793,1,2,1,2,1,2,2,1,2,5,1.59,2,,
66794,1,2,2,2,2,2,2,1,2,11,3.76,3,,
66795,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1
66796,1,2,1,2,2,2,2,1,2,9,3.92,3,,
66797,1,2,2,2,2,2,2,2,2,7,1.56,2,1,
66798,1,1,2,2,2,2,2,2,2,1,0,1,2,1
66799,1,2,2,2,2,2,2,2,2,8,2.83,3,,
66800,1,2,2,2,2,2,2,2,2,4,0.75,1,2,1
66801,1,1,2,2,2,2,2,1,2,11,4.06,3,,
66802,1,2,2,2,2,2,2,2,2,7,1.94,3,2,1
66803,1,2,2,2,2,2,2,2,1,3,0.54,1,2,1
66804,2,2,1,2,2,2,2,2,2,3,1.21,1,2,3
66805,1,2,2,2,2,2,2,2,2,4,0.42,1,2,1
66806,1,2,2,2,2,2,2,1,2,12,5,3,,
66807,1,2,2,2,2,2,2,2,2,77,,7,2,1
66808,1,2,1,2,2,2,2,2,2,7,1.89,3,7,
66809,1,2,1,2,2,2,2,2,2,7,1.82,2,2,1
66810,2,2,1,2,2,1,2,2,2,99,,9,2,1
66811,1,2,2,2,2,1,2,2,2,,,,,
66812,1,2,2,2,2,2,2,1,1,7,2.94,3,,
66813,1,2,2,2,2,2,2,1,1,8,2.51,3,,
66814,1,2,2,2,2,2,2,2,2,8,1.98,3,2,5
66815,1,2,1,2,2,2,2,2,2,12,4.89,3,,
66816,1,1,2,2,2,2,2,2,2,7,1.2,1,2,1
66817,1,2,1,2,2,2,2,2,1,3,0.93,1,2,1
66818,1,2,2,2,2,2,2,2,1,12,5,3,,
66819,1,2,2,2,2,2,2,2,2,5,0.69,1,2,1
66820,1,2,2,2,2,2,2,2,2,7,1.03,1,2,1
66821,1,2,2,2,2,2,2,2,2,3,0.43,1,2,1
66822,1,2,2,2,2,2,2,2,2,99,,1,2,2
66823,1,2,2,2,2,2,2,1,2,12,5,3,,
66824,1,1,1,2,2,2,2,2,2,9,3.14,3,,
66825,1,2,1,1,2,1,2,2,2,7,1.56,2,2,1
66826,1,2,2,2,2,2,2,1,2,9,3.97,3,,
66827,1,2,2,2,2,2,2,2,2,12,5,3,,
66828,1,2,2,2,2,2,2,1,2,8,3.26,3,,
66829,1,1,2,2,2,2,2,2,2,12,5,3,,
66830,1,2,2,2,2,2,2,2,2,2,0.32,1,2,2
66831,1,2,2,2,2,2,1,2,2,5,0.56,1,2,1
66832,1,2,1,2,1,2,2,2,2,5,1.98,3,2,4
66833,2,1,2,2,2,2,2,2,2,4,1.01,1,2,1
66834,1,2,2,2,2,2,2,2,2,11,2.89,3,,
66835,1,2,1,2,2,1,2,2,2,99,,1,2,1
66836,2,2,2,2,2,2,2,2,2,1,0,1,2,2
66837,1,2,2,2,2,2,2,2,1,7,1.67,2,2,1
66838,1,2,1,2,1,2,2,1,2,6,2.26,3,,
66839,2,2,2,2,2,2,2,2,1,4,1.65,2,1,
66840,1,2,2,2,2,2,2,1,2,11,4.27,3,,
66841,1,2,2,2,2,2,1,2,2,3,0.44,1,2,1
66842,1,2,2,2,2,2,2,2,2,10,2.67,3,,
66843,1,2,2,2,2,2,1,1,1,8,2.19,3,2,2
66844,2,2,2,2,2,2,1,2,2,,,,,
66845,1,2,2,2,2,2,2,2,2,8,1.78,2,,
66846,1,2,2,2,2,2,2,2,2,8,2.59,3,,
66847,1,2,2,2,2,2,2,2,2,11,4.53,3,,
66848,1,2,2,2,2,2,2,1,2,12,5,3,,
66849,1,1,2,2,2,2,1,2,2,11,3.33,3,,
66850,1,2,1,2,2,2,2,2,2,5,0.71,1,2,1
66851,1,2,2,2,1,2,2,1,2,5,2.15,3,,
66852,2,2,2,2,2,2,2,2,1,9,1.94,3,2,1
66853,1,2,2,2,2,2,2,2,1,4,0.78,1,2,1
66854,1,2,2,2,2,2,2,2,2,5,0.8,1,2,1
66855,1,2,2,1,2,2,2,2,2,4,1.31,2,2,77
66856,1,2,2,2,2,2,2,2,2,5,0.97,1,2,1
66857,1,2,2,2,2,2,2,2,2,6,1.45,2,2,1
66858,1,2,1,2,1,2,2,2,2,7,2.27,3,,
66859,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1
66860,1,2,2,2,2,2,2,2,1,1,0.22,1,2,2
66861,1,2,2,2,2,1,2,2,2,6,1.32,2,2,1
66862,2,2,2,2,2,2,1,2,2,2,0.27,1,2,1
66863,7,7,1,2,7,2,2,1,2,77,,7,7,
66864,1,2,2,2,2,2,2,2,2,4,0.42,1,2,1
66865,1,1,2,2,2,2,2,2,2,5,0.94,1,2,1
66866,2,2,2,2,2,1,2,2,2,5,1.04,1,2,1
66867,1,2,2,2,2,2,2,2,2,8,1.42,2,2,1
66868,1,1,2,2,2,2,2,1,2,12,5,3,,
66869,1,2,2,1,1,2,2,1,1,12,5,3,,
66870,1,2,2,2,2,2,1,1,2,11,2.31,3,,
66871,1,2,2,2,2,2,2,2,2,6,2.58,3,,
66872,1,2,2,2,2,2,2,1,2,11,3.9,3,,
66873,1,2,2,2,2,2,2,2,2,77,,3,1,
66874,1,2,2,2,2,2,2,1,2,10,2.95,3,,
66875,1,2,2,2,2,2,2,2,2,4,1.27,1,7,
66876,1,2,2,2,1,2,2,1,2,7,1.89,3,,
66877,2,2,1,2,1,2,2,2,1,5,1.63,2,2,1
66878,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1
66879,1,2,2,2,2,2,2,2,2,12,4.69,3,,
66880,2,2,2,2,2,2,2,2,2,77,,1,2,1
66881,1,1,2,2,2,2,2,2,2,8,1.12,1,,
66882,1,2,2,2,2,2,2,1,2,11,4.4,3,,
66883,1,2,2,2,1,2,2,1,2,7,2.38,3,,
66884,1,2,1,1,2,2,2,1,2,4,1.22,1,2,2
66885,2,2,1,2,1,2,2,2,2,4,0.83,1,2,1
66886,1,2,1,2,1,1,1,2,2,6,0.88,1,2,1
66887,1,2,2,2,2,2,2,2,2,8,1.78,2,,
66888,1,2,2,2,2,2,2,2,1,4,0.41,1,2,1
66889,2,1,2,2,2,2,2,2,2,2,0.43,1,2,1
66890,1,2,2,2,2,2,2,2,2,7,1.36,2,2,1
66891,1,2,2,2,2,2,2,2,2,12,5,3,,
66892,1,2,2,2,2,2,1,2,2,3,0.63,1,2,1
66893,1,2,2,2,2,2,2,2,2,9,4.08,3,,
66894,1,2,2,2,2,2,2,2,2,6,1.42,2,,
66895,1,1,2,2,2,2,2,2,2,12,5,3,2,1
66896,1,1,1,2,2,2,2,2,2,3,0.78,1,2,1
66897,1,2,2,2,2,2,2,1,2,8,2.91,3,,
66898,1,2,2,2,2,2,2,2,2,99,,2,,
66899,1,7,2,2,2,2,2,2,2,77,,3,2,1
66900,1,2,2,2,2,2,2,2,2,1,0.15,1,2,1
66901,2,2,1,2,2,2,2,2,2,4,1.19,1,,
66902,1,2,2,2,2,2,2,2,2,2,0.31,1,2,1
66903,1,1,2,2,2,2,2,1,2,7,1.4,2,2,1
66904,7,2,2,2,2,2,2,2,2,,,,,
66905,2,2,2,2,2,2,2,2,1,5,2.2,3,,
66906,2,2,2,2,2,2,2,2,1,2,0.33,1,2,1
66907,1,2,1,2,2,1,2,2,2,11,2.6,3,,
66908,2,2,2,2,2,1,2,2,2,99,,1,2,1
66909,1,2,1,2,2,2,2,2,2,1,0,1,2,1
66910,2,2,1,9,2,2,2,2,2,2,0.21,1,2,1
66911,1,2,2,2,2,2,2,2,2,2,0.44,1,2,1
66912,1,1,2,2,2,2,2,1,2,10,3.22,3,,
66913,1,1,2,2,2,2,2,1,2,11,3.9,3,,
66914,1,2,2,2,2,2,2,2,2,8,4.41,3,,
66915,1,2,1,2,2,2,2,2,2,5,1.35,2,2,1
66916,1,2,2,2,2,2,2,2,2,1,0,1,2,1
66917,1,2,2,2,2,2,2,2,2,7,1.38,2,2,1
66918,1,1,1,2,1,2,2,1,1,10,2.06,3,,
66919,1,2,2,2,2,2,2,1,2,10,2.53,3,,
66920,1,2,1,2,1,2,2,1,2,5,1.63,2,,
66921,1,2,1,2,1,2,2,2,2,7,2.38,3,2,2
66922,1,1,2,2,2,2,2,7,2,12,4,3,,
66923,1,2,2,2,2,2,2,1,2,12,5,3,,
66924,1,2,2,2,2,2,2,1,2,11,3.38,3,,
66925,1,2,2,2,2,2,2,2,2,4,1.65,2,2,1
66926,1,2,2,2,2,2,2,2,2,10,5,3,,
66927,2,2,2,2,2,2,2,2,1,1,0.22,1,2,1
66928,1,2,2,2,2,1,2,2,2,,,,,
66929,1,1,1,2,2,2,2,2,2,7,2.78,3,,
66930,1,2,2,2,2,2,2,2,2,12,5,3,,
66931,1,2,2,1,1,2,2,7,2,99,,3,,
66932,1,2,2,2,2,2,2,2,2,7,2.45,3,,
66933,1,2,2,2,2,2,2,2,2,77,,7,7,
66934,1,2,2,2,2,2,2,1,2,11,3.39,3,,
66935,1,2,2,2,2,2,2,2,1,7,2.27,3,,
66936,1,2,2,1,2,2,2,2,2,6,1.34,2,2,1
66937,1,2,2,2,2,2,2,2,2,77,,1,2,1
66938,1,2,2,2,2,2,2,2,2,11,2.75,3,,
66939,1,2,2,2,2,2,2,2,2,7,1.89,3,,
66940,2,2,2,2,2,2,1,2,2,2,0.27,1,2,1
66941,1,2,2,2,2,2,2,2,2,9,3.24,3,,
66942,2,2,1,1,2,1,2,2,2,6,0.93,1,2,1
66943,1,2,2,2,2,1,2,2,2,2,0.71,1,2,1
66944,2,2,1,2,1,2,2,1,2,77,,3,,
66945,1,2,2,2,1,2,1,2,2,6,1.62,2,2,3
66946,1,2,2,2,2,2,1,2,1,6,1.22,1,2,1
66947,1,1,2,2,2,2,2,2,2,6,1.79,2,,
66948,1,2,2,2,2,2,2,2,2,6,0.89,1,2,5
66949,1,2,2,2,1,2,2,2,2,11,5,3,,
66950,2,2,2,2,2,1,2,2,2,4,0.75,1,2,1
66951,1,2,2,2,2,2,2,2,1,3,0.25,1,2,1
66952,1,2,2,2,2,2,2,2,2,5,0.8,1,9,
66953,1,2,2,2,2,2,2,2,2,8,2.7,3,,
66954,1,2,2,2,2,2,2,2,2,8,4.41,3,,
66955,1,2,2,2,2,2,2,1,2,12,5,3,,
66956,1,2,2,2,2,2,2,2,2,3,0.78,1,2,1
66957,1,2,2,2,2,2,2,2,2,77,,1,2,1
66958,2,1,2,2,2,2,2,2,2,5,1.59,2,2,1
66959,1,1,2,2,2,2,2,2,2,3,0.54,1,2,1
66960,1,2,2,2,2,2,2,2,2,9,2.6,3,,
66961,1,1,2,2,2,2,2,2,2,11,4.09,3,,
66962,1,2,2,2,2,2,2,2,2,3,0.63,1,2,1
66963,2,2,1,2,2,2,2,2,2,77,,7,7,
66964,1,2,2,2,2,2,2,1,2,8,4.15,3,,
66965,1,2,2,1,2,2,2,2,2,7,1.33,2,2,1
66966,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
66967,1,2,2,2,2,2,2,2,2,3,0.79,1,2,1
66968,1,2,2,2,2,2,2,1,2,10,2.53,3,,
66969,1,2,2,2,2,2,1,2,2,5,0.31,1,2,1
66970,1,2,2,2,2,2,2,2,2,99,,2,1,
66971,1,2,2,2,2,2,2,2,1,11,2.47,3,,
66972,2,2,2,2,2,1,2,2,2,2,0.24,1,2,1
66973,1,1,2,2,2,2,2,2,2,9,4.08,3,,
66974,2,2,1,2,2,2,2,1,2,5,1.43,2,1,
66975,1,1,1,2,2,1,2,2,2,3,0.57,1,2,2
66976,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1
66977,1,2,2,2,2,2,2,2,2,2,0.27,1,2,1
66978,1,2,2,2,2,2,2,2,2,99,,9,,
66979,1,2,2,2,2,2,2,1,2,6,1.4,2,2,1
66980,2,2,2,2,2,2,1,2,1,1,0.19,1,2,1
66981,1,2,2,2,2,2,2,2,1,6,1.32,2,2,1
66982,1,2,1,2,2,2,2,2,2,7,1.16,1,2,2
66983,2,2,2,2,2,2,2,2,2,1,0.09,1,2,1
66984,2,2,1,2,1,2,2,2,2,10,3.65,3,,
66985,2,2,2,2,1,1,2,2,2,4,1.19,1,2,77
66986,2,1,1,2,2,2,2,1,2,5,0.54,1,2,4
66987,1,1,2,2,2,2,2,2,2,12,5,3,,
66988,2,2,2,2,2,2,2,2,2,1,0,1,2,1
66989,1,2,2,2,2,2,2,2,1,1,0.13,1,2,1
66990,1,2,2,1,2,1,2,2,1,99,,1,2,1
66991,1,1,2,2,2,2,2,2,2,10,4.89,3,,
66992,1,2,2,2,2,2,2,2,2,11,2.72,3,,
66993,1,2,2,2,2,2,2,2,2,3,0.79,1,2,1
66994,1,2,2,2,2,2,2,2,2,12,5,3,,
66995,1,2,2,2,2,2,2,1,1,12,5,3,,
66996,1,2,2,2,2,2,2,2,2,11,5,3,,
66997,1,2,2,2,2,2,2,2,2,9,3.24,3,,
66998,1,1,2,2,2,1,2,2,2,4,0.81,1,2,1
66999,1,2,2,2,2,2,2,2,2,9,2.22,3,,
67000,1,2,2,2,2,2,2,2,1,8,4.41,3,,
67001,2,2,1,2,2,1,2,1,2,9,4.08,3,,
67002,1,1,2,2,2,2,2,2,2,3,0.65,1,2,1
67003,1,1,1,2,2,2,2,1,2,12,5,3,,
67004,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1
67005,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
67006,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
67007,1,2,2,2,2,2,2,2,2,8,3.67,3,,
67008,2,2,2,2,2,2,1,2,2,,,,,
67009,1,2,2,2,2,2,2,2,2,6,1.57,2,2,1
67010,1,2,2,2,2,2,2,2,2,3,0.58,1,2,1
67011,2,2,1,1,2,1,2,1,2,2,0.72,1,2,1
67012,2,1,2,2,2,2,2,9,2,5,0.44,1,9,
67013,1,2,2,2,2,2,2,2,2,99,,3,,
67014,1,2,1,2,2,2,2,2,2,5,0.94,1,2,1
67015,1,1,2,2,1,2,9,2,1,99,,3,,
67016,1,2,2,2,2,2,2,2,1,7,1.56,2,,
67017,1,2,2,2,2,2,2,2,1,12,4,3,,
67018,1,2,2,2,2,2,2,2,2,7,1.56,2,2,1
67019,1,2,2,2,2,2,2,1,2,12,5,3,,
67020,2,2,1,2,1,2,2,1,2,11,5,3,,
67021,1,2,2,2,2,2,2,1,1,6,1.81,2,2,1
67022,2,1,1,2,2,2,2,1,2,8,3.17,3,,
67023,2,2,1,2,1,2,2,1,2,12,5,3,,
67024,1,1,2,2,2,2,2,2,2,12,5,3,,
67025,2,2,2,2,2,1,2,2,2,3,0.88,1,2,1
67026,1,2,1,1,2,2,2,2,2,7,2.07,3,1,
67027,1,2,2,2,2,2,2,2,2,7,1.2,1,2,1
67028,1,2,2,2,2,2,1,2,2,5,0.31,1,2,1
67029,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1
67030,1,2,2,2,2,2,2,2,2,9,2,3,,
67031,2,2,1,2,2,2,2,2,2,4,0.69,1,2,1
67032,1,2,2,2,1,2,2,2,2,4,0.97,1,9,
67033,1,2,2,2,2,2,2,1,1,8,1.55,2,1,
67034,1,1,2,2,2,2,2,2,2,77,,7,2,3
67035,1,2,2,1,2,2,2,2,2,7,1.28,1,2,2
67036,1,2,2,2,2,2,2,2,1,77,,3,2,3
67037,1,2,1,2,2,2,2,2,2,4,0.78,1,2,1
67038,1,1,2,2,2,2,2,2,2,4,0.81,1,2,1
67039,1,1,2,2,2,2,2,2,2,8,3.62,3,,
67040,1,2,2,2,2,2,2,2,2,4,1.65,2,2,1
67041,2,1,2,2,2,2,2,2,1,1,0.13,1,2,1
67042,1,2,2,1,2,2,2,2,2,5,1.07,1,1,
67043,1,2,2,2,2,2,2,2,2,12,5,3,,
67044,1,2,2,2,2,2,2,1,2,12,4.26,3,,
67045,1,2,1,2,2,2,2,2,2,2,0.28,1,2,1
67046,1,2,1,2,1,2,2,2,2,7,2.45,3,,
67047,1,2,2,2,2,2,2,2,2,8,4.52,3,,
67048,1,2,2,2,2,2,2,1,2,11,4.3,3,,
67049,2,2,2,2,1,2,2,2,2,77,,1,2,1
67050,1,2,2,2,2,2,2,2,2,6,1.62,2,2,1
67051,1,1,1,2,2,2,2,2,1,11,3.01,3,,
67052,2,2,1,2,2,2,2,2,2,2,0.75,1,2,1
67053,1,2,2,2,1,2,2,2,2,6,1.3,1,2,1
67054,1,1,2,2,2,2,2,2,1,6,1.08,1,2,6
67055,1,2,1,2,2,2,2,2,2,4,1.24,1,2,1
67056,1,1,2,2,2,2,2,2,2,99,,2,2,1
67057,1,2,2,2,2,2,2,2,2,3,0.75,1,,
67058,1,2,2,2,2,2,2,2,2,12,5,3,,
67059,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1
67060,1,2,2,2,2,2,2,2,2,6,1.25,1,2,1
67061,1,2,2,2,1,2,2,2,2,10,3.9,3,,
67062,1,2,2,2,2,2,2,2,2,6,1.38,2,,
67063,1,2,2,2,2,2,2,2,2,12,5,3,,
67064,1,1,2,2,2,2,2,1,2,11,2.98,3,,
67065,1,2,2,2,2,2,2,2,2,3,0.95,1,2,3
67066,1,2,1,2,2,2,2,2,2,4,1.24,1,2,1
67067,1,2,2,2,2,2,1,2,2,3,0.42,1,2,1
67068,2,2,2,2,2,1,2,2,1,2,0.84,1,2,1
67069,1,1,2,2,2,2,2,2,2,12,5,3,,
67070,1,2,1,2,2,2,2,2,2,5,1.07,1,2,1
67071,1,2,2,2,2,2,2,2,2,4,0.66,1,,
67072,1,1,2,2,2,2,2,2,2,12,4.56,3,,
67073,1,2,2,2,2,2,2,2,1,3,1.07,1,2,5
67074,1,2,2,2,2,2,2,2,2,7,1.38,2,2,1
67075,1,1,2,2,1,2,2,2,2,10,3.89,3,,
67076,2,2,1,2,2,2,2,2,2,2,0.32,1,2,1
67077,2,2,2,2,2,2,2,1,2,12,5,3,,
67078,2,2,1,2,2,2,2,2,2,2,0.77,1,9,
67079,2,2,1,1,1,9,2,2,2,77,,3,,
67080,2,2,1,1,1,1,2,2,2,7,1.93,3,2,1
67081,1,2,2,2,2,2,2,2,2,4,0.57,1,2,1
67082,1,1,2,1,2,2,2,2,1,2,0.34,1,2,1
67083,1,2,2,2,2,2,2,1,2,11,3.76,3,,
67084,1,2,2,2,2,2,2,2,2,5,1.3,1,1,
67085,1,1,2,2,2,2,2,2,2,5,1.59,2,2,1
67086,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1
67087,1,2,1,2,2,1,2,2,1,7,1.08,1,2,1
67088,1,2,1,2,2,2,2,2,2,8,3.1,3,2,1
67089,1,2,2,2,2,2,2,2,2,7,1.82,2,2,1
67090,1,2,2,2,2,2,2,2,2,5,1.17,1,,
67091,1,2,2,2,2,2,2,2,2,5,0.89,1,2,1
67092,1,2,1,2,1,2,2,2,2,8,4.08,3,,
67093,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1
67094,1,2,2,2,2,2,2,1,2,12,5,3,,
67095,1,2,1,1,2,2,2,2,2,6,1.57,2,2,1
67096,1,2,2,2,2,2,2,2,2,5,0.7,1,2,1
67097,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1
67098,1,2,2,2,2,2,2,2,2,4,0.42,1,2,1
67099,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
67100,1,2,2,2,2,2,2,2,2,6,1.74,2,2,1
67101,1,2,2,2,2,2,2,2,2,3,0.31,1,2,1
67102,1,2,1,1,2,1,2,2,2,5,1.35,2,2,1
67103,1,2,2,1,2,1,2,2,2,5,1.3,1,2,1
67104,1,2,2,2,2,2,2,2,1,3,0.78,1,2,77
67105,2,2,1,1,2,1,2,2,2,2,0.35,1,2,1
67106,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1
67107,2,2,1,1,2,2,1,2,2,2,0.66,1,2,1
67108,1,2,2,2,2,2,2,2,2,4,0.6,1,2,1
67109,1,2,2,2,2,2,2,2,2,10,3.12,3,,
67110,1,2,2,2,2,2,2,2,2,77,,7,7,
67111,1,1,2,2,2,2,2,2,2,7,1.2,1,2,2
67112,1,1,2,2,2,2,2,1,2,12,5,3,,
67113,1,1,2,2,2,2,2,1,2,99,,3,,
67114,1,2,2,2,2,2,2,1,2,12,5,3,,
67115,1,2,2,2,2,2,2,2,1,99,,3,,
67116,1,2,2,2,2,2,2,2,2,10,5,3,,
67117,1,2,2,2,2,2,2,2,2,5,0.94,1,2,1
67118,1,2,2,2,2,2,2,2,1,7,1.56,2,2,1
67119,2,2,1,2,2,2,2,1,1,6,1.63,2,2,1
67120,1,2,2,2,2,2,2,1,2,9,5,3,,
67121,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1
67122,1,2,1,2,2,2,2,2,2,5,1.63,2,,
67123,2,2,2,2,2,2,1,2,2,2,0.33,1,2,1
67124,1,2,2,2,2,2,2,2,1,4,1.03,1,2,1
67125,1,2,2,2,2,2,2,2,2,11,3.67,3,,
67126,1,2,2,2,2,2,2,2,1,1,0.33,1,2,1
67127,1,1,2,2,2,2,2,2,2,11,3.21,3,,
67128,2,2,1,2,2,2,2,2,2,3,1.04,1,2,1
67129,1,2,2,2,2,2,2,2,2,10,2.23,3,,
67130,1,2,2,2,2,2,2,2,1,7,1.61,2,2,1
67131,1,2,1,2,2,1,2,2,2,4,0.94,1,2,1
67132,1,2,2,2,2,2,2,2,2,6,1.35,2,2,1
67133,7,1,2,2,2,2,2,2,2,,,,,
67134,1,2,2,2,2,2,2,1,2,6,2.69,3,,
67135,1,2,2,2,2,2,2,2,2,12,3.49,3,,
67136,1,2,2,2,2,2,2,2,2,,,,,
67137,1,2,1,2,2,1,2,2,2,5,1.47,2,,
67138,1,2,2,2,2,2,2,1,2,12,5,3,,
67139,1,2,2,2,2,2,2,2,2,2,0.36,1,2,1
67140,1,2,2,2,2,2,2,2,2,7,1.93,3,,
67141,7,7,1,2,7,2,2,1,2,77,,7,7,
67142,2,2,2,2,2,2,1,2,2,2,0.33,1,2,1
67143,1,2,2,2,2,2,2,2,2,3,0.98,1,,
67144,1,1,2,2,2,2,2,2,2,12,5,3,,
67145,7,2,2,2,2,2,2,2,2,,,,,
67146,1,2,2,2,2,2,2,1,2,99,,2,2,1
67147,1,2,2,1,2,2,1,2,2,5,1.04,1,2,2
67148,2,2,2,2,2,1,2,2,2,2,0.84,1,2,1
67149,1,2,1,2,1,2,2,2,1,7,2.49,3,,
67150,1,2,2,2,2,2,2,2,2,2,0.35,1,2,1
67151,1,2,2,2,2,2,2,2,2,3,0.79,1,2,2
67152,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1
67153,1,2,2,2,2,2,2,2,2,1,0,1,2,1
67154,1,2,2,2,2,2,2,1,1,12,5,3,,
67155,1,2,2,2,2,2,2,1,2,12,5,3,,
67156,1,2,2,2,2,2,2,2,2,8,1.55,2,,
67157,9,2,2,2,2,2,2,2,2,99,,9,2,99
67158,1,2,2,2,2,2,2,2,2,3,0.44,1,2,1
67159,1,2,1,2,2,2,2,2,2,77,,7,7,
67160,1,2,2,2,2,1,2,1,2,8,2.42,3,,
67161,2,2,1,1,1,2,2,2,2,6,2.26,3,,
67162,1,2,2,2,2,2,2,2,2,7,1.94,3,2,5
67163,1,2,2,2,2,2,2,2,2,6,1.19,1,2,1
67164,1,2,2,2,2,2,2,1,2,12,5,3,,
67165,2,2,2,2,2,2,2,2,1,2,0.66,1,2,1
67166,1,2,2,2,2,2,2,2,2,5,0.78,1,2,1
67167,1,1,2,2,2,2,1,2,2,1,0,1,1,
67168,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1
67169,1,2,2,2,2,2,2,2,2,99,,3,,
67170,1,2,2,2,2,2,2,2,2,2,0.24,1,2,1
67171,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1
67172,1,2,2,2,2,2,2,2,2,10,2.86,3,,
67173,1,2,1,1,1,1,2,1,2,12,5,3,2,2
67174,1,2,2,2,2,2,2,2,2,4,1.43,2,,
67175,1,2,2,2,2,2,2,2,2,,,,,
67176,1,2,2,2,2,2,2,1,1,4,1.05,1,,
67177,2,2,1,2,2,2,2,2,2,3,0.86,1,2,1
67178,1,2,2,2,2,2,2,2,2,3,0.53,1,2,1
67179,1,2,2,2,2,2,2,2,1,1,0,1,2,1
67180,2,2,1,1,2,2,2,2,2,6,2.06,3,,
67181,1,2,2,2,2,2,1,2,2,1,0.16,1,2,1
67182,1,2,2,2,2,2,2,2,2,10,3.77,3,,
67183,1,2,2,2,2,2,2,2,1,8,1.82,2,,
67184,1,1,2,2,2,2,2,2,2,6,2.75,3,,
67185,1,2,2,2,2,2,2,2,2,7,1.89,3,,
67186,1,2,2,2,2,2,2,1,2,10,2.95,3,,
67187,1,2,2,2,2,2,1,2,2,5,0.31,1,2,1
67188,1,2,2,2,2,2,2,2,2,7,1.82,2,2,1
67189,2,2,1,2,2,2,2,2,2,3,1.29,1,2,1
67190,1,2,2,2,2,2,2,2,2,11,5,3,,
67191,1,2,2,2,2,2,2,2,2,5,1.59,2,2,1
67192,1,2,1,2,2,2,2,2,2,8,2.7,3,,
67193,1,1,2,2,2,2,2,2,2,5,0.92,1,2,1
67194,2,1,2,2,2,2,2,2,1,3,0.46,1,,
67195,1,2,2,2,2,2,2,2,2,9,3.97,3,,
67196,1,2,2,1,2,2,2,2,2,8,1.31,2,2,2
67197,2,2,1,1,1,2,2,1,2,9,4.08,3,,
67198,1,1,1,2,2,2,2,2,2,3,0.79,1,2,1
67199,1,2,2,2,2,2,2,1,2,12,5,3,,
67200,1,2,2,2,2,2,2,2,2,7,3.2,3,,
67201,1,2,2,2,2,2,1,2,2,3,0.55,1,2,1
67202,1,1,2,2,2,2,2,2,2,12,5,3,,
67203,1,2,2,2,2,2,2,2,2,4,1.65,2,,
67204,1,2,2,2,2,2,2,2,2,4,1.27,1,2,1
67205,1,2,2,2,2,2,2,2,2,11,3.9,3,,
67206,2,2,1,1,2,2,2,2,2,5,1.26,1,2,1
67207,1,2,2,2,2,2,2,2,2,8,1.39,2,2,1
67208,1,2,1,2,1,2,2,2,1,7,2.49,3,,
67209,2,2,1,2,2,2,1,1,2,5,1.93,3,1,
67210,2,2,2,2,2,2,2,2,2,3,0.47,1,2,1
67211,1,2,2,2,2,2,2,2,2,1,0.16,1,2,1
67212,1,2,1,2,2,2,2,2,2,11,5,3,,
67213,2,2,2,2,2,2,1,2,2,1,0.25,1,2,77
67214,1,2,2,2,2,2,2,1,2,11,5,3,,
67215,1,2,2,2,2,2,1,2,2,5,0.56,1,2,1
67216,1,2,2,2,2,2,2,2,2,77,,1,2,1
67217,1,2,2,2,2,2,2,2,2,7,2.33,3,2,1
67218,1,2,2,2,2,2,2,1,2,99,,3,,
67219,1,2,2,2,2,2,2,1,2,12,5,3,,
67220,1,1,2,2,2,2,2,2,2,9,5,3,,
67221,1,1,2,2,2,2,2,2,2,8,1.47,2,2,3
67222,2,2,1,1,2,1,2,1,2,7,1.38,2,1,
