"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
32559,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32560,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32561,1,1,1,1,1,1,2,,1,1,1,1,1,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,6,1,12,1,12,,2,2,,
32562,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32563,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,9,,
32564,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32565,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32566,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32567,2,2,2,2,2,3,1,2,1,2,2,2,,1,2,,2,2,4,4,3,2,,,,,,,2,0,2,,,,,2,,,
32568,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32569,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,5,1,12,1,598,,1,1,1,24
32570,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32571,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,7,1,12,1,490,,1,1,1,
32572,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,2,,
32573,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32574,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32575,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32576,2,2,2,2,2,3,1,2,1,2,2,2,,1,2,,2,2,4,4,3,2,,,,,,,2,0,2,,,,,2,,,
32577,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32578,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32579,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32580,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32581,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32582,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,2,0,2,,,,,2,,,
32583,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,6
32584,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32585,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32586,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32587,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,10,1,12,,1,1,1,10
32588,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32589,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32590,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,2,
32591,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32592,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32593,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,3,3,3,3,,,2,0,2,,,,,1,1,1,24
32594,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32595,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,,
32596,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32597,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32598,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32599,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32600,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32601,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,1,2,1,12,1,221,,2,,,
32602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32603,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32604,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32605,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32606,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,2,,1,2,1,,,,200,1,1,1,12
32607,1,2,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,1,,,,,,,1,7,1,12,1,1000,,1,2,,
32608,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32609,3,3,2,,,,1,3,2,2,2,2,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
32610,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32611,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
32613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32614,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32615,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32616,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,12,,1,1,1,10
32617,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,1,1,1,24
32618,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32619,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32620,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32621,2,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,149,,1,,,
32622,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32623,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32624,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,2,3,3,3,2,2,2,0,2,,,,,,,,
32625,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32626,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,1,1,1,400,,2,2,,
32627,1,1,2,,,,2,,2,2,2,,,,,,,,3,3,,1,2,2,3,3,9,2,2,0,2,,,,,2,,,
32628,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,4,4,4,2,3,3,2,2,,1,2,0,2,,,,,1,1,1,24
32629,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32630,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,,,,
32631,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32632,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32633,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32634,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32635,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32636,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32637,2,3,3,3,2,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,1,1,2,,,,0,1,2,,
32638,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32639,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32640,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32641,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32642,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32643,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32644,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32645,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,2,,,
32646,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
32647,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32648,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32649,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32650,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32651,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32652,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32653,3,3,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,2,3,1,,,,,,,2,0,2,,,,,1,,,
32654,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32655,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32656,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,24
32657,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32658,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,5,1,12,1,330,,1,1,1,3
32659,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,300,,1,1,1,48
32660,2,2,1,1,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,,1,1,1,12,1,477,,1,,,
32661,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,12,1,400,,1,,,
32662,1,1,2,1,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,2,3,3,2,,2,2,0,2,,,,,2,,,
32663,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32664,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32665,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,12,1,499,,2,,,
32666,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32667,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
32668,1,1,1,,,,1,1,1,2,1,1,1,,,,,,4,4,,2,1,2,2,2,1,1,1,1,1,8,1,35,,2,,,
32669,3,2,3,3,3,3,1,3,2,1,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,,,1,1,2,,,300,,1,1,1,13
32670,1,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32671,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,2,,,
32672,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,2,0,2,,,,,2,,,
32673,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32674,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32675,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32676,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32677,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32678,1,1,1,1,1,1,1,1,2,2,2,2,,2,2,,1,2,4,3,3,2,3,3,3,3,,,7,,,,,,,2,2,,
32679,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,191,,2,2,,
32680,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32681,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32682,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,15
32683,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32684,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32685,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
32686,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32687,2,2,2,,,,1,3,2,2,2,2,,,,,,,3,3,,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
32688,2,3,3,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,2,,1,1,2,,,99999,,2,,,
32689,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,107,,2,,,
32690,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32691,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
32692,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32693,3,3,1,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
32694,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32695,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,,1,1,2,,,,300,2,,,
32696,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32697,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32698,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32699,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,4,1,12,1,12,,1,2,,
32700,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
32701,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32702,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
32703,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32704,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,1,4
32705,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32706,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,2,,2,0,2,,,,,2,,,
32707,1,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,1,2,,,,402,1,1,1,24
32708,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32709,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,2,,2,0,2,,,,,2,,,
32710,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32711,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32712,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,4,1,12,1,483,,1,1,2,1
32713,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,130,,2,,,
32714,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32715,2,2,2,2,2,3,1,3,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,2,1,6,1,200,,1,,,
32716,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32717,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32718,3,3,2,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,2,2,0,2,,,,,2,2,,
32719,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32720,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32721,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32722,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,,,,
32723,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32724,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32725,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,6,1,77777,,1,,,
32726,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32727,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,152,,2,,,
32728,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
32729,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32730,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32731,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,278,,2,,,
32732,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32733,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32734,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,2,,,378,,2,,,
32735,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32736,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32737,2,2,2,2,2,2,2,,2,2,9,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,1,4,2,,,400,,2,,,
32738,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32739,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32740,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,2,,,349,,1,1,1,12
32741,2,2,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,,2,2,0,2,,,,,1,,,
32742,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32743,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,1,12,1,274,,2,,,
32744,2,1,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,2,,1,1,1,6,1,60,,1,,,
32745,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32746,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32747,1,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32748,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32749,2,3,3,3,3,3,1,3,2,2,2,2,,2,2,,2,2,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
32750,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32751,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32752,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,2,,,380,,2,2,,
32753,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
32754,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,231,,1,1,,
32755,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32756,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32757,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32758,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
32759,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32760,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32761,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32762,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32763,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32764,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,4,1,12,1,12,,1,1,1,36
32765,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,2,2,2,4,4,4,1,,,,,,,2,0,2,,,,,2,,,
32766,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,7,3,3,,,2,0,2,,,,,2,2,,
32767,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32768,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32769,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
32770,1,1,1,1,1,2,2,,1,1,2,1,1,1,1,1,1,1,4,4,4,2,,,,,,,1,1,1,12,1,149,,2,,,
32771,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32772,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32773,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,1,1,1,3
32774,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
32775,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32776,1,1,1,3,2,2,1,2,1,1,1,1,2,2,2,,1,2,4,4,3,2,3,3,3,3,,2,1,1,2,,,191,,2,,,
32777,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32778,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32779,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32780,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,10
32781,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,105,,2,,,
32782,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
32783,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32784,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
32785,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,307,,2,,,
32786,2,2,3,2,2,2,1,2,1,1,1,2,,1,1,2,1,2,4,4,4,2,,,,,,,1,1,1,5,1,152,,1,,,
32787,1,1,2,2,3,3,1,1,2,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,5,1,12,1,278,,2,,,
32788,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32789,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,2,,
32790,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
32791,1,2,3,2,2,3,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,1,4,1,319,,2,,,
32792,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
32793,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,,2,0,2,,,,,2,2,,
32794,2,2,2,2,2,3,1,2,1,1,1,2,,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,3,1,12,1,318,,1,1,1,48
32795,1,1,1,1,2,2,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,,,,,,,1,3,1,12,1,75,,2,,,
32796,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
