"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD421","FSD431","FSD411","FSD440","FSD451","FSQ165","FSQ171","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
51823,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,1,1,24,182,2,,,,,,,,,,
51824,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,1,2,0
51825,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,2,,,,1,,,,,,,,,,
51826,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,1,23,1,1,,,
51828,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,8,200,,,,,,,,,,,
51829,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
51830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
51831,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51832,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51833,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51834,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,7,,1,1,7,10,1,,,,,,,,,,
51835,1,1,1,1,1,1,2,2,2,,1,2,2,1,2,,2,2,4,4,3,2,2,3,3,3,,2,1,1,19,200,1,,,1,2,60,1,7,,,
51836,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51837,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,55555,99999,1,,,,,,,,,,
51838,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
51839,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,23,200,2,,,,,,,,,,
51840,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
51841,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,50,279,2,,,,,,,,,,
51842,2,1,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,1,3,3,3,3,2,,1,1,0,368,1,,,,,,,,,,
51843,1,1,1,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,3,3,3,2,2,1,1,9,200,1,,,,,,,,,,
51844,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
51845,3,2,2,1,2,1,2,2,2,,2,2,2,1,2,,2,2,4,3,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51846,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51847,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,2,1,12,2,,,,
51848,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,2,,1,1,29,550,1,,,,,,,,,,
51849,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51850,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51851,2,2,2,1,2,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,15,140,1,,,,,,,,1,,
51852,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,10,788,2,,,1,1,60,1,1,,,
51853,1,1,2,1,1,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,8,250,2,,,,,,,,,,
51854,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51855,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,3,3,3,3,9,,2,,,,2,,,,,,,,,,
51856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51857,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51858,1,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,30,220,1,,,,,,,,,,
51859,1,1,1,1,1,1,1,9,1,2,1,1,1,1,1,2,1,2,4,4,4,1,2,2,3,2,,2,1,1,369,650,2,,,1,1,60,1,5,,,
51860,1,1,2,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,4,2,1,3,3,3,3,,,1,2,,,2,,,1,1,60,1,4,,,
51861,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51862,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51863,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
51864,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,28,400,1,1,2,1,1,24,1,6,,,
51865,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51866,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51867,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
51868,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51869,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,12,1,5,,,
51870,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,15,500,1,,,1,1,48,1,4,,,
51871,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,,,,,,,7,,,,7,,,,,,,,,,
51872,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,29,700,1,,,1,1,48,1,3,,,
51873,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51874,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51875,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51876,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,,7,1,4,,,
51877,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51878,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51879,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,14,500,1,2,,2,2,0,2,,,,
51880,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,2,,,,2,,,,,,,,,,
51881,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51882,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51883,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,1,,,,,,,1,2,,,,,,,,,,,,,
51884,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,1,1,60,1,1,,,
51885,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51886,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51887,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51888,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51889,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51890,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,4,300,1,2,,2,2,0,2,,,,
51891,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51892,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51893,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51894,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
51895,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51896,2,2,3,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,4,4,3,2,3,3,3,3,2,,1,1,4,168,2,,,,,,,,,,
51897,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,50,279,2,,,,,,,,,,
51898,2,1,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51899,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,,,,2,,,,,,,,2,,
51900,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,63,500,,,,,,,,,,,
51901,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51902,1,1,3,2,,2,2,2,,,,,,,,,,,2,2,,1,2,1,3,3,2,2,2,,,,,,,,,,,,,,
51903,1,1,1,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,1,1,27,340,1,,,,,,,,,,
51904,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51905,1,1,1,1,2,1,1,2,2,,2,1,2,1,2,,2,2,4,4,3,1,2,2,3,3,2,2,1,1,26,140,2,,,,,,,,,,
51906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51907,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,16,270,1,,,,,,,,1,,
51908,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,1,,,,,,,1,1,14,250,1,,,,,,,,,,
51909,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51910,2,2,3,1,2,2,2,2,2,,1,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,77777,77777,2,,,1,2,12,2,,,,
51911,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51912,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,10,788,2,,,,,,,,,,
51913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,1,1,36,1,1,,,
51914,1,1,1,1,2,1,1,2,2,,1,1,1,2,2,,1,2,4,4,3,1,3,3,3,3,,,1,1,9,324,2,,,1,1,60,1,4,,,
51915,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,3,3,3,3,2,,1,1,10,105,2,,,,,,,,,,
51916,1,1,2,2,,1,1,2,1,3,2,2,3,2,2,,2,2,4,4,3,2,3,2,3,3,1,2,1,1,28,512,1,,,,,,,,,,
51917,1,3,3,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
51918,2,2,1,1,3,2,2,2,2,,,,,,,,,,3,3,,2,3,2,3,3,1,2,1,1,26,376,2,,,,,,,,,,
51919,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51920,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51921,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51922,1,1,3,2,,2,2,2,,,1,3,3,2,2,,2,2,3,2,2,1,3,3,3,3,2,,1,1,25,350,2,,,,,,,,,,
51923,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51924,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51925,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51926,3,2,3,1,3,2,2,2,2,,3,3,3,,,,,,2,2,1,2,,,,,,,2,,,,1,,,1,1,48,1,5,,,
51927,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,28,400,1,,,1,1,60,1,6,,,
51928,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51929,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51930,2,2,2,1,1,1,2,2,1,2,,,,,,,,,4,4,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51931,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,1,1,66666,250,2,,,,,,,,,,
51932,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
51933,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51934,1,1,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
51935,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51936,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51937,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51938,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51939,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,11,800,1,1,1,1,1,23,1,8,,,
51940,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
51941,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51942,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51943,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51945,1,1,1,1,1,1,1,1,1,2,,,,,,,,,4,4,,1,1,1,1,1,1,1,1,1,15,200,2,,,,,,,,,,
51946,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,15,500,1,1,2,1,1,18,1,4,,,
51947,1,1,2,1,2,2,2,2,2,,2,1,1,1,1,3,2,2,4,3,4,1,3,3,3,3,,,2,,,,1,2,,2,,0,2,,,,
51948,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51949,2,2,2,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,1,,,,,,,,,,
51950,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,1,1,60,1,2,,,
51951,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51952,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51953,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
51954,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51955,1,1,1,1,3,1,1,2,2,,3,3,3,,,,,,3,4,1,2,3,3,3,3,,,1,1,2,900,1,1,1,1,1,48,2,,,,
51956,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,3,3,3,3,,,1,1,1,560,1,1,2,1,1,42,1,3,,,
51957,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,26,325,2,,,,,,,,,,
51958,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51959,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,2,,1,1,26,250,1,,,,,,,,,,
51960,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,3,3,3,3,,,2,,,,1,1,1,1,1,18,1,2,,,
51961,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51962,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,3,1,7,,,
51963,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51964,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51965,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,1,1,60,1,3,,,
51966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,1,,
51967,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51968,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,17,160,2,,,,,,,,,,
51969,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,1,2,12,2,,,,
51970,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
51972,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,2,2,2,2,2,2,,,,2,,,,,,,,,,
51973,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51974,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
51975,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,29,432,2,,,,,,,,,,
51976,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51977,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,15,363,1,1,1,1,1,24,1,3,,,
51978,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,,,,1,1,60,1,2,,,
51979,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,26,900,1,,,1,1,60,1,2,,,
51980,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
51981,2,2,3,2,,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
51982,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,3,3,3,3,2,,1,1,43,440,2,,,,,,,,,,
51983,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51984,2,2,3,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,2,,,2,,,1,1,48,1,2,,,
51985,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51986,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,13,526,1,,,1,1,72,2,,,,
51987,2,2,3,1,2,1,1,2,1,2,2,2,2,1,2,,2,2,4,4,3,2,3,3,3,3,,,1,1,4,168,2,1,2,1,1,24,1,3,,,
51988,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,2,,0,1,2,,,
51989,1,1,1,1,1,1,1,2,1,2,1,1,3,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,3,665,1,,,,,,,,,,
51990,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,37,468,1,1,2,1,1,60,1,3,,,
51991,2,2,1,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
51992,2,3,3,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,12,545,2,1,2,1,1,18,1,2,,,
51993,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51994,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
51995,3,2,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
51996,2,3,3,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,,,,,,,2,,,,1,,,,,,,,,,
51997,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
51998,2,2,2,1,3,2,2,2,2,,2,2,2,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,1,9,140,1,,,,,,,,,,
51999,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,0,400,1,,,,,,,,,,
52000,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
52001,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,8,2,,,,
52002,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,2,196,,,,,,,,,,,
52003,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
52004,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52005,2,2,2,1,2,1,1,1,1,3,1,1,2,1,2,,2,2,4,4,3,1,1,2,3,3,2,2,1,1,5,394,1,,,,,,,,,,
52006,2,1,3,1,1,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,1,19,400,2,1,1,1,1,24,1,4,,,
52007,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,10,380,2,,,,,,,,,,
52008,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
52009,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52010,1,2,2,1,2,1,2,1,2,,,,,,,,,,4,4,,2,3,2,3,2,2,2,2,,,,2,,,,,,,,,,
52011,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52012,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
52013,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52014,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52015,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,2,2,0,2,,,,
52016,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,34,500,2,,,,,,,,,,
52017,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
52018,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,1,1,60,1,2,,,
52019,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
52020,1,1,1,1,2,1,1,1,2,,1,1,1,1,2,,2,2,4,4,3,1,3,2,3,1,2,1,2,,,,2,,,,,,,,1,,
52021,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
52022,2,2,3,1,2,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,1,22,360,2,,,,,,,,,,
52023,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
52024,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,3,3,3,3,,,2,,,,1,,,1,1,60,1,2,,,
52025,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
52026,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
52027,3,2,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,2,1,3,9,2,1,1,37,150,2,,,,,,,,,,
52028,2,1,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,1,3,3,3,3,,,1,1,0,368,1,,,1,1,60,1,4,,,
52029,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52030,2,3,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,2,2,2,3,3,3,3,,,1,2,,,2,,,1,2,12,1,2,,,
52031,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
52032,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,26,200,1,,,,,,,,,,
52033,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
52034,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,13,450,1,1,1,1,,8,1,1,,,
52035,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
52036,1,1,2,1,2,1,1,1,2,,1,3,3,2,2,,2,2,4,4,2,1,3,3,3,3,,,2,,,,1,1,1,1,1,24,1,7,,,
52037,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,1,55555,99999,2,,,,,,,,,,
52038,1,2,2,1,1,1,1,2,2,,3,2,2,1,2,,1,2,4,4,3,1,3,2,3,2,,2,2,,,,2,,,2,2,0,2,,,,
