"SEQN","FSD160","FSD170N","FSD180","FSD190","FSD200","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSD450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSD520","FSD655","FSD660C","FSD665","FSQ650","FSD660M","FSD670","HHFDSEC","ADFDSEC","CHFDSEC"
18331,2,4,1,12,1,,,,,,,,,,,,,,1,2,6,,,,1,1,1
18332,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18333,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,2,3,3,3,3
18334,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18335,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18336,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18337,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18338,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18339,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18340,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18341,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18342,1,6,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
18343,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18344,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18345,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18346,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,4
18347,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18348,2,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,
18349,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18350,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18351,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18352,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18353,2,,,,,2,,2,1,2,2,,,,,,,,,,,,,,4,4,2
18354,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18355,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18356,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18357,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18358,2,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,
18359,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18360,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
18361,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18362,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18363,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
18364,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18365,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
18366,2,6,1,12,1,,,,,,,,,,,,,,,,,,,,3,2,2
18367,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18368,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18369,1,4,1,,,,,,,,,,2,2,2,2,,2,1,1,5,,,,3,3,3
18370,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18371,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18372,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18373,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,2,3
18374,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18375,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18376,2,,,,,,,,,,,,1,1,2,2,,2,1,1,5,,,,4,4,3
18377,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18378,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18379,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18380,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18381,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18382,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18383,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18384,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18385,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18386,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18387,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18388,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
18389,1,1,2,,,,,,,,,,2,2,2,2,,2,1,,,,,,3,3,3
18390,,,,,,,,,,,,,,,,,,,,,,,,,,,
18391,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18392,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18393,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18394,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18395,2,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,
18396,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
18397,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18398,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
18399,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
18400,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18401,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18402,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18403,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18404,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18405,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18406,1,4,2,,,,,,,,,,,,,,,,,,,,,,3,3,1
18407,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18408,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18409,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18410,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18411,2,3,1,12,1,,,,,,,,2,2,2,2,,2,2,,,,,,2,2,1
18412,2,1,1,12,1,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
18413,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18414,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18415,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
18416,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18417,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18418,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
18419,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18420,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18421,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18422,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18423,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18424,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18425,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18426,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18427,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18428,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,
18429,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18430,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18431,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18432,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18433,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
18434,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18435,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
18436,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18437,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18438,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18439,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,
18440,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
18441,2,2,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
18442,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18443,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,2,2
18444,1,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,2,1
18445,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18446,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18447,2,1,2,,,,,,,,,,,,,,,,,,,1,1,2,4,3,3
18448,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18449,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,4,1
18450,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18451,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,1,1,1
18452,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,2,1
18453,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,
18454,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18455,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18456,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18457,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18458,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18459,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18460,2,,,,,,,,,,,,,,,,,,1,1,2,,,,,,
18461,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18462,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18463,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18464,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18465,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18466,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18467,,,,,,,,,,,,,,,,,,,,,,,,,,,
18468,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,2
18469,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18470,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18471,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18472,1,3,1,12,1,,,,,,,,,,,,,,1,1,6,,,,1,1,1
18473,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,2,2
18474,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18475,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,4
18476,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18477,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,2,2,1
18478,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18479,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18480,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18481,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18482,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,4,,,,3,2,2
18483,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18484,2,,,,,1,7,1,2,2,2,,,,,,,,,,,,,,3,3,
18485,1,3,2,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
18486,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18487,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18488,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18489,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18490,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,3
18491,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18492,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
18493,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18494,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18495,1,,,,,,,,,,,,2,2,2,2,,2,1,1,6,,,,2,2,1
18496,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
18497,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18498,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18499,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18500,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18501,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18502,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18503,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18504,1,4,1,4,1,,,,,,,,,,,,,,,,,,,,3,3,3
18505,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18506,2,,,,,,,,,,,,,,,,,,,,,2,,,3,3,3
18507,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18508,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18509,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
18510,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18511,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18512,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18513,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18514,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18515,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
18516,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18517,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18518,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18519,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18520,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18521,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18522,1,,,,,,,,,,,,,,,,,,2,,,,,,2,2,2
18523,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18524,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18525,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
18526,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
18527,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
18528,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18529,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18530,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18531,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18532,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18533,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,
18534,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,2
18535,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18536,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
18537,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18538,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18539,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18540,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18541,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18542,1,,,,,,,,,,,,,,,,,,1,1,2,,,,2,2,1
18543,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18544,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18545,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18546,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18547,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18548,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18549,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18550,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18551,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18552,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18553,,,,,,,,,,,,,,,,,,,,,,,,,,,
18554,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
18555,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18556,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18557,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18558,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18559,1,,,,,,,,,,,,,,,,,,1,1,1,,,,4,4,4
18560,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18561,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18562,1,,,,,,,,,,,,,,,,,,1,2,6,,,,1,1,1
18563,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18564,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18565,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18566,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18567,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
18568,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18569,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18570,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
18571,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18572,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18573,,,,,,,,,,,,,,,,,,,,,,,,,,,
18574,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18575,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18576,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18577,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18578,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18579,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18580,2,,,,,2,,1,2,2,2,,,,,,,,,,,,,,3,3,
18581,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
18582,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18583,2,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1
18584,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,
18585,,,,,,1,15,1,1,2,2,,,,,,,,,,,,,,3,3,
18586,1,,,,,,,,,,,,,,,,,,1,2,3,,,,3,3,2
18587,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18588,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18589,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18590,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18591,1,3,1,,,,,,,,,,,,,,,,,,,,,,2,2,1
18592,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18593,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18594,2,,,,,2,,1,2,2,2,,,,,,,,,,,,,,4,4,4
18595,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18596,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18597,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
18598,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18599,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18600,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18601,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18602,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18603,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18604,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18605,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18606,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18607,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18608,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18609,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18610,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
18611,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,2
18612,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18613,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18614,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,
18615,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18616,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18617,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18618,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18619,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
18620,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
18621,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,3,2,2,1
18622,2,4,1,12,1,,,,,,,,,,,,,,2,,,,,,2,2,1
18623,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18624,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18625,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18626,1,,,,,,,,,,,,1,1,2,2,,2,,,,,,,3,3,3
18627,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18628,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18629,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18630,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18631,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18632,,,,,,,,,,,,,,,,,,,,,,,,,,,
18633,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
18634,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18635,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18636,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18637,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18638,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18639,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18640,2,3,1,12,1,,,,,,,,,,,,,,,,,,,,3,4,2
18641,1,,,,,,,,,,,,,,,,,,1,1,5,,,,3,3,2
18642,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18643,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18644,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18645,2,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
18646,1,,,,,,,,,,,,,,,,,,1,1,4,,,,1,1,1
18647,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
18648,1,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18649,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18650,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18651,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18652,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
18653,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18654,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18655,2,,,,,,,,,,,,,,,,,,1,,,,,,3,3,2
18656,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
18657,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
18658,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18659,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18660,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
18661,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18662,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
18663,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18664,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18665,2,1,2,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18666,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18667,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18668,1,4,1,12,1,,,,,,,,,,,,,,1,2,4,,,,1,1,1
18669,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18670,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18671,1,3,2,,,,,,,,,,,,,,,,,,,,,,3,3,3
18672,2,,,,,,,,,,,,2,2,2,2,,2,1,1,3,,,,3,3,1
18673,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18674,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18675,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18676,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18677,,,,,,,,,,,,,,,,,,,,,,,,,,,
18678,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,2
18679,2,,,,,,,,,,,,1,1,2,2,,2,,,,,,,2,1,2
18680,2,,,,,,,,,,,,,,,,,,,,,,,,,,
18681,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
18682,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
18683,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18684,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
18685,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18686,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18687,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18688,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
18689,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18690,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18691,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18692,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18693,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18694,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18695,1,1,2,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
18696,,,,,,,,,,,,,,,,,,,,,,,,,,,
18697,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18698,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18699,1,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,1,2
18700,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
18701,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
18702,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18703,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18704,,,,,,,,,,,,,,,,,,,,,,,,,,,
18705,1,,,,,,,,,,,,2,2,2,2,,2,1,1,1,,,,3,3,3
18706,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18707,2,,,,,,,,,,,,2,2,2,1,3,2,,,,,,,3,3,2
18708,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18709,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18710,,,,,,,,,,,,,,,,,,,,,,,,,,,
18711,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18712,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18713,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18714,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
18715,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18716,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18717,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18718,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18719,,,,,,,,,,,,,,,,,,,,,,,,,4,4,
18720,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,3,,,,2,2,1
18721,2,,,,,1,15,1,1,2,2,,,,,,,,,,,,,,3,3,
18722,1,1,2,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
18723,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
18724,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,
18725,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
18726,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18727,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,2,3
18728,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
18729,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
